COUNTRY,Country,VARIABLE,Variable,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
BLR,Belarus,T-PASS-RL-TOT,Rail passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,6295.0,,
BLR,Belarus,T-PASS-RL-TOT,Rail passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,6215.0,,
BLR,Belarus,T-PASS-RL-TOT,Rail passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,6274.0,,
BLR,Belarus,T-PASS-RL-TOT,Rail passenger transport,2020,2020,PKM,Passenger-kilometres,6,Millions,,,3741.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,1236.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,1047.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,954.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,809.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,821.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,713.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,684.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,687.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,583.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,522.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,522.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,541.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,540.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,612.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,453.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,509.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,438.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,377.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,347.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,285.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2020,2020,PKM,Passenger-kilometres,6,Millions,,,157.0,,
SRB,"Serbia, Republic of",T-PASS-RL-TOT,Rail passenger transport,2021,2021,PKM,Passenger-kilometres,6,Millions,,,191.0,,
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,189373.0,B; E,Break; Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,187737.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,187875.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,192944.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,197895.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,201465.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,205289.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,209959.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,220343.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,226661.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,230461.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,229229.0,B; E,Break; Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,228743.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,231117.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,236190.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,238150.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,250092.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,257610.0,E,Estimated value
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,262156.0,,
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,268491.0,,
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2020,2020,PKM,Passenger-kilometres,6,Millions,,,232234.0,,
POL,Poland,T-PASS-RD-TOT,Road passenger transport,2021,2021,PKM,Passenger-kilometres,6,Millions,,,252807.0,E,Estimated value
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2020,2020,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
LIE,Liechtenstein,T-PASS-RL-TOT,Rail passenger transport,2021,2021,PKM,Passenger-kilometres,6,Millions,,,,M,Missing value; data cannot exist
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,5537.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,5721.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,5754.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,5893.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,6074.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,6136.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,6274.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,6353.0,B,Break
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,6475.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,6367.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,6577.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,6890.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,7020.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,7076.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,6808.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,6808.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,6653.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,6623.0,,
DNK,Denmark,T-PASS-RL-TOT,Rail passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,6560.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,807481.0,B,Break
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,813276.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,808678.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,809307.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,815820.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,777968.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,779304.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,779713.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,778797.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,821618.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,800609.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,767772.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,680180.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,722138.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,745726.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,778858.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,806855.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,847598.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,825494.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,836722.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2020,2020,PKM,Passenger-kilometres,6,Millions,,,519439.0,,
ITA,Italy,T-PASS-RD-TOT,Road passenger transport,2021,2021,PKM,Passenger-kilometres,6,Millions,,,657691.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,125.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,138.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,123.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,105.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,89.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,73.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,80.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,51.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,41.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,32.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,19.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,18.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,16.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,12.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,7.714,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,6.99,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,3.2,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,2.4,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,2.7,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,2.0,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2020,2020,PKM,Passenger-kilometres,6,Millions,,,0.593,,
ALB,Albania,T-PASS-RL-TOT,Rail passenger transport,2021,2021,PKM,Passenger-kilometres,6,Millions,,,0.812,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,1389.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,1515.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,1628.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,1601.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,1582.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,1781.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,1872.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,2007.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,1976.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,1683.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,1678.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,1638.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,1578.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,1592.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,1863.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,1917.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,1990.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,2121.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,2281.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,2399.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2020,2020,PKM,Passenger-kilometres,6,Millions,,,834.0,,
IRL,Ireland,T-PASS-RL-TOT,Rail passenger transport,2021,2021,PKM,Passenger-kilometres,6,Millions,,,870.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,11632.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,10966.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,8502.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,8529.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,8638.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,7985.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,8092.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,7476.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,6958.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,6128.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,5438.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,5073.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,4571.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,4411.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,4976.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,5149.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,4988.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,5663.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,5577.0,,
ROU,Romania,T-PASS-RL-TOT,Rail passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,5906.0,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2000,2000,PKM,Passenger-kilometres,6,Millions,,,685066.07249072,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2001,2001,PKM,Passenger-kilometres,6,Millions,,,697936.19970162,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2002,2002,PKM,Passenger-kilometres,6,Millions,,,719619.46918281,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2003,2003,PKM,Passenger-kilometres,6,Millions,,,714356.3389006,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2004,2004,PKM,Passenger-kilometres,6,Millions,,,713486.0591129,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,709177.57015752,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,712903.50235211,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,713789.54196507,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,709810.86816986,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,706186.33837958,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,695784.25264386,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,696289.43270727,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,703197.07816655,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2013,2013,PKM,Passenger-kilometres,6,Millions,,,699483.59240021,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2014,2014,PKM,Passenger-kilometres,6,Millions,,,716223.75300308,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2015,2015,PKM,Passenger-kilometres,6,Millions,,,721385.25792135,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2016,2016,PKM,Passenger-kilometres,6,Millions,,,731444.60818152,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2017,2017,PKM,Passenger-kilometres,6,Millions,,,745354.78495994,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2018,2018,PKM,Passenger-kilometres,6,Millions,,,756707.46502046,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2019,2019,PKM,Passenger-kilometres,6,Millions,,,770193.48051932,,
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2020,2020,PKM,Passenger-kilometres,6,Millions,,,518977.61162216,B,Break
GBR,United Kingdom,T-PASS-RD-TOT,Road passenger transport,2021,2021,PKM,Passenger-kilometres,6,Millions,,,584032.26439114,,
NZL,New Zealand,T-PASS-RD-TOT,Road passenger transport,2005,2005,PKM,Passenger-kilometres,6,Millions,,,48622.88,,
NZL,New Zealand,T-PASS-RD-TOT,Road passenger transport,2006,2006,PKM,Passenger-kilometres,6,Millions,,,48507.64,,
NZL,New Zealand,T-PASS-RD-TOT,Road passenger transport,2007,2007,PKM,Passenger-kilometres,6,Millions,,,48367.23,,
NZL,New Zealand,T-PASS-RD-TOT,Road passenger transport,2008,2008,PKM,Passenger-kilometres,6,Millions,,,48817.44,,
NZL,New Zealand,T-PASS-RD-TOT,Road passenger transport,2009,2009,PKM,Passenger-kilometres,6,Millions,,,48028.54,,
NZL,New Zealand,T-PASS-RD-TOT,Road passenger transport,2010,2010,PKM,Passenger-kilometres,6,Millions,,,46994.78,,
NZL,New Zealand,T-PASS-RD-TOT,Road passenger transport,2011,2011,PKM,Passenger-kilometres,6,Millions,,,47782.34,,
NZL,New Zealand,T-PASS-RD-TOT,Road passenger transport,2012,2012,PKM,Passenger-kilometres,6,Millions,,,47903.12,,
