station,distance,services_per_day,n_of_disruptions
AC,286,0,455
AH,251,0,185
AHP,250,0,189
AHPR,248,0,188
AHZ,259,0,442
AKL,309,0,544
AKM,145,0,57
ALM,256,0,117
ALMB,250,0,117
ALMM,257,0,248
ALMO,248,0,106
ALMP,254,0,122
AMF,241,0,106
AMFS,238,0,106
AML,220,0,118
AMPO,259,0,249
AMR,325,0,533
AMRI,222,0,188
AMRN,326,0,608
ANA,355,0,619
APD,221,0,106
APDM,222,0,141
APDO,218,0,182
APG,107,0,27
APN,297,0,356
ARN,440,0,730
ASA,283,0,251
ASB,283,0,251
ASD,286,0,248
ASDL,293,0,527
ASDM,282,0,365
ASDZ,285,0,248
ASHD,284,0,265
ASN,97,0,39
ASS,290,0,506
ASSP,281,0,365
ATN,279,0,196
AVAT,235,0,112
BD,353,0,505
BDE,395,0,644
BDG,289,0,347
BDM,88,0,16
BDPB,358,0,828
BET,332,0,535
BF,92,0,16
BGN,388,0,699
BHDV,320,0,564
BHV,253,0,350
BK,388,0,644
BKF,344,0,591
BKG,343,0,587
BKL,274,0,422
BL,113,0,92
BLL,308,0,543
BMN,229,0,182
BMR,295,0,477
BN,229,0,188
BNC,260,0,347
BNK,270,0,419
BNN,257,0,346
BNZ,262,0,363
BP,103,0,15
BR,330,0,506
BRD,329,0,589
BRN,250,0,346
BSD,295,0,543
BSK,303,0,437
BSKS,304,0,460
BSMZ,262,0,347
BTL,322,0,492
BV,315,0,566
BZL,420,0,730
CAS,313,0,530
CK,285,0,474
CL,280,0,447
CO,230,0,126
CPS,307,0,504
CVM,405,0,661
DA,217,0,116
DB,274,0,419
DDN,239,0,207
DDR,337,0,577
DDRS,334,0,575
DDZD,338,0,694
DEI,131,0,55
DID,268,0,194
DL,187,0,106
DLD,250,0,346
DLN,234,0,140
DMN,279,0,364
DMNZ,279,0,364
DN,358,0,558
DR,235,0,182
DRH,313,0,562
DRON,207,0,106
DRP,138,0,69
DT,331,0,519
DTC,279,0,214
DTCH,277,0,214
DTCP,331,0,574
DV,206,0,116
DVC,210,0,182
DVD,281,0,248
DVN,258,0,191
DVNK,315,0,454
DWE,110,0,38
DZ,111,0,45
DZW,110,0,45
EC,368,0,641
ED,268,0,442
EDC,270,0,464
EDN,410,0,645
EEM,118,0,44
EGH,404,0,660
EGHM,405,0,660
EHS,341,0,611
EHV,342,0,492
EKZ,347,0,599
EML,218,0,109
EMN,250,0,141
EMNZ,246,0,140
ES,242,0,207
ESE,248,0,236
ESK,238,0,207
EST,262,0,442
ETN,364,0,828
FN,144,0,55
FWD,113,0,38
GBG,223,0,126
GBR,251,0,236
GD,294,0,419
GDG,291,0,347
GDM,288,0,500
GDR,284,0,231
GERP,71,0,18
GK,92,0,15
GLN,384,0,643
GN,73,7.838709677419355,0
GND,323,0,564
GNN,77,0,15
GO,249,0,240
GP,348,0,554
GR,314,0,562
GS,425,0,730
GV,323,0,504
GVC,322,0,504
GVM,323,0,539
GVMW,324,0,519
GW,140,0,55
GZ,343,0,507
HAD,309,0,543
HB,395,0,674
HBZM,326,0,574
HD,214,0,106
HDB,217,0,113
HDE,193,0,106
HDG,117,0,38
HDR,367,0,628
HDRZ,366,0,628
HFD,301,0,372
HGL,234,0,188
HGLG,236,0,207
HGLO,236,0,207
HGV,127,0,92
HGZ,58,0,22
HIL,316,0,583
HK,312,0,566
HKS,339,0,583
HLG,153,0,56
HLGH,154,0,60
HLM,305,0,506
HLMS,304,0,527
HLO,320,0,533
HM,355,0,554
HMBH,356,0,558
HMBV,352,0,554
HMH,354,0,554
HMN,276,0,456
HN,329,0,527
HNK,330,0,583
HNO,187,0,106
HNP,169,0,58
HON,225,0,182
HOR,263,0,347
HR,156,0,55
HRL,399,0,643
HRLW,401,0,660
HRN,75,0,39
HRT,340,0,558
HT,310,0,419
HTN,270,0,419
HTNC,271,0,447
HTO,311,0,492
HVL,247,0,346
HVS,257,0,346
HVSM,258,0,347
HVSP,258,0,347
HWD,332,0,609
HWZB,297,0,527
HZE,353,0,560
IJT,152,0,56
KBD,407,0,730
KBK,230,0,142
KLP,275,0,464
KMA,304,0,540
KMR,407,0,660
KMW,174,0,63
KPN,190,0,106
KPNZ,190,0,106
KRD,407,0,671
KRG,414,0,730
KTR,283,0,456
KW,61,0,23
KZ,298,0,530
LAA,323,0,533
LC,239,0,182
LDL,311,0,437
LDM,302,0,544
LEDN,312,0,444
LG,402,0,660
LLS,232,0,97
LLZM,307,0,504
LP,99,0,27
LTN,267,0,363
LTV,257,0,184
LUT,384,0,643
LW,127,0,15
LWC,124,0,25
MAS,269,0,419
MDB,444,0,730
MES,407,0,645
MG,137,0,32
MMLH,280,0,463
MP,147,0,92
MRB,209,0,113
MRN,282,0,451
MT,401,0,643
MTH,60,0,23
MTN,404,0,645
MTR,402,0,645
MZ,363,0,565
[NEA,inf,0,0
NDB,263,0,347
NH,392,0,674
NKK,230,0,109
NM,270,0,442
NMD,275,0,463
NMGO,273,0,463
NMH,273,0,463
NML,269,0,456
NS,202,0,106
NSCH,25,0,0
NVD,207,0,106
NVP,306,0,494
NWK,303,0,504
O,294,0,463
OBD,338,0,613
ODB,368,0,699
ODZ,245,0,207
OMN,198,0,113
OP,279,0,456
OST,196,0,106
OT,331,0,535
OTB,255,0,442
OVN,307,0,537
OW,295,0,484
PMO,311,0,522
PMR,310,0,521
PMW,309,0,524
PT,223,0,123
RAI,284,0,245
RAT,193,0,106
RB,404,0,730
RD,111,0,31
RH,241,0,185
RHN,305,0,454
RL,244,0,184
RLB,325,0,583
RM,355,0,592
RS,306,0,484
RSD,375,0,694
RSN,223,0,118
RSW,326,0,519
RTA,308,0,504
RTB,319,0,574
RTD,318,0,504
RTN,313,0,506
RTST,323,0,583
RTZ,322,0,583
RV,344,0,578
RVS,286,0,442
SBK,387,0,673
SD,254,0,360
SDA,42,0,9
SDM,322,0,574
SDT,327,0,574
SDTB,330,0,575
SGL,411,0,659
SGN,346,0,613
SHL,296,0,316
SK,149,0,32
SKND,148,0,32
SM,350,0,592
SN,389,0,674
SOG,409,0,660
SPTN,312,0,555
SPTZ,310,0,555
SRN,373,0,670
SSH,317,0,494
ST,255,0,360
STD,380,0,641
STM,95,0,27
STV,178,0,40
STZ,256,0,350
SWD,84,0,15
SWK,161,0,142
TB,332,0,492
TBG,285,0,231
TBR,337,0,505
TBU,333,0,505
TG,337,0,559
TL,295,0,459
TPSW,297,0,459
TWL,211,0,182
UHM,108,0,31
UHZ,105,0,31
UST,100,0,30
UT,262,0,346
UTG,309,0,559
UTLN,266,0,419
UTLR,265,0,419
UTM,270,0,419
UTO,259,0,370
UTT,267,0,419
