station,distance,services_per_day,n_of_disruptions
AC,145,0,370
AH,103,0,140
AHP,102,0,144
AHPR,100,0,143
AHZ,111,0,397
AKL,168,0,459
AKM,111,0,71
ALM,115,0,32
ALMB,109,0,32
ALMM,116,0,163
ALMO,107,0,21
ALMP,113,0,37
AMF,100,0,21
AMFS,97,0,21
AML,19,0,1
AMPO,118,0,164
AMR,184,0,448
AMRI,21,0,71
AMRN,185,0,523
ANA,214,0,534
APD,73,0,137
APDM,74,0,172
APDO,70,0,137
APG,174,0,101
APN,156,0,271
ARN,297,0,884
ASA,142,0,166
ASB,142,0,166
ASD,145,0,163
ASDL,152,0,442
ASDM,141,0,280
ASDZ,144,0,163
ASHD,143,0,180
ASN,112,0,21
ASS,149,0,421
ASSP,140,0,280
ATN,131,0,151
AVAT,94,0,27
BD,208,0,525
BDE,247,0,599
BDG,148,0,262
BDM,155,0,90
BDPB,213,0,848
BET,187,0,555
BF,159,0,90
BGN,245,0,853
BHDV,179,0,479
BHV,112,0,265
BK,240,0,599
BKF,203,0,506
BKG,202,0,502
BKL,133,0,337
BL,96,0,26
BLL,167,0,458
BMN,81,0,137
BMR,147,0,432
BN,28,0,71
BNC,119,0,262
BNK,129,0,334
BNN,116,0,261
BNZ,121,0,278
BP,153,0,38
BR,182,0,461
BRD,188,0,504
BRN,109,0,261
BSD,154,0,458
BSK,162,0,352
BSKS,163,0,375
BSMZ,121,0,262
BTL,177,0,512
BV,174,0,481
BZL,277,0,884
CAS,172,0,445
CK,137,0,429
CL,139,0,362
CO,21,0,13
CPS,166,0,419
CVM,257,0,616
DA,8,0,0
DB,133,0,334
DDN,38,0,90
DDR,196,0,492
DDRS,193,0,490
DDZD,197,0,609
DEI,133,0,38
DID,120,0,149
DL,22,0,0
DLD,109,0,261
DLN,25,0,27
DMN,138,0,279
DMNZ,138,0,279
DN,210,0,513
DR,87,0,137
DRH,172,0,477
DRON,66,0,21
DRP,140,0,52
DT,190,0,434
DTC,131,0,169
DTCH,129,0,169
DTCP,190,0,489
DV,58,0,71
DVC,54,0,78
DVD,140,0,163
DVN,110,0,146
DVNK,174,0,369
DWE,146,0,38
DZ,178,0,119
DZW,177,0,119
EC,220,0,596
ED,120,0,397
EDC,122,0,419
EDN,262,0,600
EEM,185,0,118
EGH,256,0,615
EGHM,257,0,615
EHS,196,0,631
EHV,197,0,512
EKZ,206,0,514
EML,77,0,24
EMN,41,0,28
EMNZ,37,0,27
ES,41,0,90
ESE,47,0,119
ESK,37,0,90
EST,114,0,397
ETN,219,0,848
FN,146,0,38
FWD,143,0,38
GBG,14,0,13
GBR,50,0,119
GD,153,0,334
GDG,150,0,262
GDM,147,0,415
GDR,136,0,186
GERP,138,0,74
GK,159,0,89
GLN,236,0,598
GN,140,0,74
GND,182,0,479
GNN,144,0,89
GO,48,0,123
GP,203,0,574
GR,173,0,477
GS,282,0,884
GV,182,0,419
GVC,181,0,419
GVM,182,0,454
GVMW,183,0,434
GW,116,0,28
GZ,198,0,527
HAD,168,0,458
HB,247,0,629
HBZM,185,0,489
HD,73,0,21
HDB,8,0,0
HDE,52,0,21
HDG,139,0,38
HDR,226,0,543
HDRZ,225,0,543
HFD,160,0,287
HGL,33,0,71
HGLG,35,0,90
HGLO,35,0,90
HGV,82,0,21
HGZ,151,0,97
HIL,175,0,498
HK,171,0,481
HKS,198,0,498
HLG,155,0,39
HLGH,156,0,43
HLM,164,0,421
HLMS,163,0,442
HLO,179,0,448
HM,210,0,574
HMBH,211,0,578
HMBV,207,0,574
HMH,209,0,574
HMN,128,0,411
HN,188,0,442
HNK,189,0,498
HNO,46,0,21
HNP,171,0,41
HON,39,0,78
HOR,122,0,262
HR,100,0,21
HRL,251,0,598
HRLW,253,0,615
HRN,134,0,74
HRT,192,0,513
HT,165,0,439
HTN,129,0,334
HTNC,130,0,362
HTO,164,0,439
HVL,106,0,261
HVS,116,0,261
HVSM,117,0,262
HVSP,117,0,262
HWD,191,0,524
HWZB,156,0,442
HZE,208,0,580
IJT,154,0,39
KBD,264,0,884
KBK,82,0,173
KLP,127,0,419
KMA,163,0,455
KMR,259,0,615
KMW,176,0,46
KPN,49,0,21
KPNZ,49,0,21
KRD,259,0,626
KRG,271,0,884
KTR,135,0,411
KW,148,0,95
KZ,157,0,445
LAA,182,0,448
LC,61,0,131
LDL,170,0,352
LDM,161,0,459
LEDN,171,0,359
LEER,209,0,113
LG,254,0,615
LLS,91,0,21
LLZM,166,0,419
LP,166,0,101
LTN,126,0,278
LTV,109,0,139
LUT,236,0,598
LW,129,0,21
LWC,132,0,38
MAS,128,0,334
MDB,301,0,884
MES,259,0,600
MG,139,0,38
MMLH,132,0,418
MP,62,0,21
MRN,141,0,366
MT,253,0,598
MTH,149,0,97
MTN,256,0,600
MTR,254,0,600
MZ,218,0,585
[NEA,inf,0,0
NDB,122,0,262
NH,244,0,629
NKK,89,0,24
NM,122,0,397
NMD,127,0,418
NMGO,125,0,418
NMH,125,0,418
NML,121,0,411
NS,61,0,21
NSCH,184,0,104
NVD,32,0,71
NVP,165,0,418
NWK,162,0,419
O,146,0,418
OBD,197,0,537
ODB,227,0,614
ODZ,44,0,90
OMN,11,0,0
OP,131,0,411
OST,55,0,21
OT,186,0,555
OTB,107,0,397
OVN,166,0,461
OW,147,0,439
PMO,170,0,446
PMR,169,0,445
PMW,168,0,448
PT,82,0,38
RAI,143,0,169
RAT,46,0,83
RB,261,0,884
RD,178,0,105
RH,93,0,140
RHN,164,0,369
RL,96,0,139
RLB,184,0,498
RM,207,0,547
RS,158,0,439
RSD,232,0,848
RSN,32,0,71
RSW,185,0,434
RTA,167,0,419
RTB,178,0,489
RTD,177,0,419
RTN,172,0,421
RTST,182,0,498
RTZ,181,0,498
RV,196,0,533
RVS,138,0,397
SBK,239,0,628
SD,113,0,275
SDA,167,0,95
SDM,181,0,489
SDT,186,0,489
SDTB,189,0,490
SGL,263,0,614
SGN,205,0,537
SHL,155,0,240
SK,151,0,38
SKND,150,0,38
SM,202,0,547
SN,241,0,629
SOG,261,0,615
SPTN,171,0,479
SPTZ,169,0,479
SRN,225,0,625
SSH,176,0,418
ST,114,0,275
STD,232,0,596
STM,162,0,101
STV,180,0,46
STZ,115,0,265
SWD,151,0,89
SWK,76,0,71
TB,187,0,512
TBG,137,0,186
TBR,192,0,525
TBU,188,0,525
TG,189,0,514
TL,147,0,414
TPSW,149,0,414
TWL,63,0,137
UHM,175,0,105
UHZ,172,0,105
UST,167,0,104
UT,121,0,261
UTG,168,0,483
UTLN,125,0,334
UTLR,124,0,334
UTM,129,0,334
UTO,118,0,285
UTT,126,0,334
UTVR,122,0,334
UTZL,123,0,334
VB,178,0,419
VD,86,0,137
VDL,255,0,615
VDM,167,0,102
VEM,78,0,137
VG,169,0,512
VH,179,0,369
VHP,6,0,0
VK,264,0,615
VL,184,0,513
VLB,154,0,460
VNDC,156,0,368
VNDW,155,0,368
VP,97,0,143
VRY,161,0,461
VS,307,0,886
VSS,306,0,886
VST,176,0,454
VSV,140,0,170
VTN,128,0,339
VZ,13,0,1
WAD,161,0,419
WADN,162,0,419
WADT,160,0,419
WC,131,0,397
WD,137,0,261
WDN,24,0,71
WF,111,0,397
WFM,164,0,104
WH,48,0,21
WK,167,0,41
WL,126,0,169
WM,161,0,448
WP,131,0,273
WR,194,0,113
WS,172,0,104
WSM,156,0,90
WT,225,0,574
WTV,106,0,146
WV,89,0,21
WW,119,0,151
WWW,118,0,151
WZ,43,0,21
YPB,174,0,419
ZA,125,0,411
ZB,159,0,98
ZBM,156,0,458
ZD,155,0,445
ZDK,158,0,448
ZH,152,0,89
ZL,34,0,7
ZLSH,39,0,21
ZLW,211,0,609
ZP,74,0,137
ZTM,169,0,419
ZTMO,168,0,419
ZV,115,0,149
ZVB,219,0,614
ZVT,172,0,462
ZWD,195,0,603
ZZS,158,0,448
