station,distance,services_per_day,n_of_disruptions
TL,115,0,343
TPSW,117,0,343
TWL,31,0,66
UHM,189,0,110
UHZ,186,0,110
UST,181,0,109
UT,105,0,306
UTG,152,0,624
UTLN,109,0,379
UTLR,108,0,379
UTM,113,0,379
UTO,102,0,330
UTT,110,0,379
UTVR,106,0,379
UTZL,107,0,379
VB,162,0,464
VD,54,0,66
VDL,223,0,544
VDM,181,0,107
VEM,46,0,66
VG,137,0,441
VH,163,0,414
VHP,26,0,71
VK,232,0,544
VL,152,0,442
VLB,122,0,389
VNDC,140,0,413
VNDW,139,0,413
VP,65,0,72
VRY,129,0,390
VS,275,0,815
VSS,274,0,815
VST,160,0,499
VSV,108,0,99
VTN,112,0,384
VZ,19,0,70
WAD,145,0,464
WADN,146,0,464
WADT,144,0,464
WC,99,0,326
WD,121,0,306
WDN,8,0,0
WF,79,0,326
WFM,178,0,109
WH,43,0,76
WK,181,0,46
WL,94,0,98
WM,145,0,589
WP,115,0,318
WR,208,0,118
WS,186,0,109
WSM,170,0,95
WT,193,0,503
WTV,74,0,75
WV,103,0,26
WW,87,0,80
WWW,86,0,80
WZ,57,0,26
YPB,158,0,464
ZA,93,0,340
ZB,173,0,103
ZBM,136,0,386
ZD,139,0,586
ZDK,142,0,589
ZH,166,0,94
ZL,48,0,12
ZLSH,53,0,26
ZLW,191,0,795
ZP,42,0,66
ZTM,153,0,464
ZTMO,152,0,464
ZV,83,0,78
ZVB,199,0,800
ZVT,156,0,603
ZWD,178,0,537
ZZS,142,0,589
