station,distance,services_per_day,n_of_disruptions
AC,116,0,398
AH,34,0,32
AHP,35,0,289
AHPR,37,0,291
AHZ,26,0,46
AKL,89,0,93
AKM,187,0,432
ALM,132,0,582
ALMB,138,0,713
ALMM,131,0,581
ALMO,140,0,713
ALMP,134,0,713
AMF,85,0,329
AMFS,88,0,569
AML,118,0,358
AMPO,129,0,581
AMR,169,0,855
AMRI,120,0,428
AMRN,170,0,930
ANA,199,0,941
APD,81,0,292
APDM,80,0,293
APDO,84,0,327
APG,250,0,462
APN,127,0,372
ARN,190,0,498
ASA,125,0,362
ASB,121,0,362
ASD,130,0,570
ASDL,137,0,849
ASDM,126,0,588
ASDZ,127,0,365
ASHD,122,0,376
ASN,188,0,382
ASS,134,0,828
ASSP,125,0,588
ATN,86,0,326
AVAT,91,0,575
BD,101,0,139
BDE,110,0,167
BDG,119,0,363
BDM,231,0,451
BDPB,106,0,462
BET,80,0,169
BF,235,0,451
BGN,138,0,467
BHDV,100,0,113
BHV,97,0,573
BK,103,0,167
BKF,188,0,913
BKG,187,0,909
BKL,104,0,365
BL,172,0,387
BLL,152,0,865
BMN,56,0,292
BMR,10,47.225806451612904,0
BN,113,0,359
BNC,66,0,312
BNK,84,0,343
BNN,69,0,328
BNZ,64,0,312
BP,229,0,399
BR,45,39.0,29
BRD,126,0,243
BRN,94,0,569
BSD,75,0,92
BSK,133,0,453
BSKS,134,0,476
BSMZ,106,0,570
BTL,70,0,126
BV,159,0,888
BZL,170,0,498
CAS,157,0,852
CL,76,0,92
CO,158,0,445
CPS,137,0,447
CVM,120,0,184
DA,129,0,428
DB,80,0,311
DDN,103,0,307
DDR,117,0,126
DDRS,114,0,124
DDZD,118,0,243
DEI,209,0,399
DID,53,0,289
DL,122,0,382
DLD,94,0,569
DLN,162,0,459
DMN,123,0,587
DMNZ,123,0,587
DN,73,0,81
DR,50,0,289
DRH,157,0,884
DRON,142,0,382
DRP,216,0,413
DT,151,0,313
DTC,64,0,309
DTCH,62,0,309
DTCP,150,0,313
DV,79,0,292
DVC,83,0,358
DVD,123,0,362
DVN,43,0,291
DVNK,145,0,470
DWE,222,0,399
DZ,254,0,480
DZW,253,0,480
EC,83,0,164
ED,51,0,289
EDC,53,0,311
EDN,125,0,168
EEM,261,0,479
EGH,119,0,183
EGHM,120,0,183
EHS,89,0,245
EHV,90,0,126
EKZ,191,0,921
EML,108,0,572
EMN,178,0,460
EMNZ,174,0,459
ES,116,0,359
ESE,122,0,388
ESK,112,0,359
EST,23,0,32
ETN,112,0,462
FN,222,0,399
FWD,219,0,399
GBG,151,0,445
GBR,125,0,388
GD,124,0,362
GDG,121,0,362
GDM,68,0,49
GDR,69,0,326
GERP,214,0,435
GK,235,0,450
GLN,99,0,166
GN,216,0,435
GND,103,0,113
GNN,220,0,450
GO,93,0,299
GP,96,0,188
GR,94,0,111
GS,175,0,498
GV,153,0,447
GVC,152,0,447
GVM,153,0,555
GVMW,154,0,462
GW,192,0,439
GZ,91,0,141
HAD,153,0,865
HB,110,0,197
HBZM,106,0,123
HD,112,0,572
HDB,145,0,432
HDE,128,0,382
HDG,215,0,399
HDR,211,0,950
HDRZ,210,0,950
HFD,143,0,426
HGL,108,0,340
HGLG,106,0,340
HGLO,110,0,359
HGV,158,0,382
HGZ,227,0,458
HIL,160,0,470
HK,156,0,888
HKS,183,0,905
HLG,231,0,400
HLGH,232,0,404
HLM,149,0,828
HLMS,148,0,849
HLO,164,0,855
HM,82,0,109
HMBH,81,0,109
HMBV,85,0,113
HMH,83,0,113
HMN,37,0,46
HN,173,0,849
HNK,174,0,905
HNO,122,0,382
HNP,247,0,402
HON,98,0,358
HOR,104,0,362
HR,176,0,382
HRL,114,0,166
HRLW,116,0,183
HRN,210,0,435
HRT,55,0,81
[HRY,inf,0,0
HT,58,0,53
HTN,86,0,145
HTNC,85,0,145
HTO,57,0,53
HVL,79,0,329
HVS,101,0,569
HVSM,102,0,570
HVSP,102,0,570
HWD,176,0,931
HWZB,141,0,849
HZE,101,0,194
IJT,230,0,400
KBD,157,0,498
KBK,72,0,292
KLP,58,0,311
KMA,148,0,862
KMR,122,0,183
KMW,252,0,407
KPN,125,0,382
KPNZ,125,0,382
KRD,122,0,194
KRG,164,0,498
KTR,44,0,46
KW,224,0,456
KZ,142,0,852
LAA,153,0,476
LC,80,0,292
LDL,141,0,453
LDM,82,0,93
LEDN,142,0,460
LEER,285,0,474
LG,117,0,183
LLS,156,0,713
LLZM,137,0,447
LP,242,0,462
LTN,59,0,312
LTV,98,0,294
LUT,99,0,166
LW,205,0,382
LWC,208,0,399
MAS,99,0,362
MDB,194,0,498
MES,122,0,168
MG,215,0,399
MMLH,5,47.193548387096776,0
MP,138,0,382
MRB,137,0,429
MRN,88,0,343
MT,116,0,166
MTH,225,0,458
MTN,119,0,168
MTR,117,0,168
MZ,101,0,164
[NEA,inf,0,0
NDB,107,0,570
NH,107,0,197
NKK,96,0,569
NM,15,47.193548387096776,11
NMD,20,0,32
NMGO,18,0,32
