station,distance,services_per_day,n_of_disruptions
AC,43,0,32
AH,65,0,294
AHP,66,0,551
AHPR,68,0,553
AHZ,73,0,551
AKL,66,0,222
AKM,157,0,318
ALM,43,0,27
ALMB,49,0,158
ALMM,42,0,26
ALMO,51,0,158
ALMP,45,0,158
AMF,14,0,14
AMFS,17,0,254
AML,111,0,320
AMPO,40,0,26
AMR,80,0,300
AMRI,113,0,390
AMRN,81,0,375
ANA,110,0,386
APD,57,0,254
APDM,58,0,289
APDO,60,0,289
APG,220,0,348
APN,54,0,107
ARN,197,0,408
ASA,38,0,18
ASB,38,0,18
ASD,41,0,15
ASDL,48,0,294
ASDM,37,0,33
ASDZ,40,0,18
ASHD,39,0,32
ASN,158,0,268
ASS,45,0,273
ASSP,36,0,33
ATN,117,0,588
AVAT,20,0,260
BD,110,0,183
BDE,191,0,284
BDG,46,0,98
BDM,201,0,337
BDPB,115,0,506
BET,89,0,213
BF,205,0,337
BGN,145,0,377
BHDV,77,0,242
BHV,10,0,4
BK,184,0,284
BKF,99,0,358
BKG,98,0,354
BKL,31,0,100
BL,142,0,273
BLL,63,0,310
BMN,82,0,289
BMR,109,0,586
BN,120,0,390
BNC,33,0,255
BNK,27,0,97
BNN,30,0,254
BNZ,35,0,271
BP,199,0,285
BR,144,0,615
BRD,86,0,267
BRN,5,0,0
BSD,52,0,221
BSK,60,0,188
BSKS,61,0,211
BSMZ,17,0,15
BTL,79,0,170
BV,70,0,333
BZL,177,0,408
CAS,68,0,297
CK,99,0,583
CL,37,0,125
CO,135,0,288
CPS,64,0,182
CVM,201,0,301
DA,122,0,390
DB,31,0,97
DDN,115,0,304
DDR,94,0,255
DDRS,91,0,253
DDZD,95,0,372
DEI,179,0,285
DID,84,0,551
DL,92,0,268
DLD,7,0,0
DLN,139,0,302
DMN,34,0,32
DMNZ,34,0,32
DN,121,0,236
DR,81,0,551
DRH,68,0,329
DRON,92,0,172
DRP,186,0,299
DT,88,0,197
DTC,95,0,571
DTCH,93,0,571
DTCP,88,0,252
DV,72,0,254
DVC,76,0,320
DVD,36,0,15
DVN,74,0,553
DVNK,72,0,205
DWE,192,0,285
DZ,224,0,366
DZW,223,0,366
EC,164,0,281
ED,48,0,272
EDC,46,0,271
EDN,206,0,285
EEM,231,0,365
EGH,200,0,300
EGHM,201,0,300
EHS,98,0,289
EHV,99,0,170
EKZ,102,0,366
EML,37,0,257
EMN,155,0,303
EMNZ,151,0,302
ES,128,0,356
ESE,134,0,385
ESK,124,0,356
ETN,121,0,506
FN,192,0,285
FWD,189,0,285
GBG,128,0,288
GBR,137,0,385
GD,51,0,97
GDG,48,0,97
GDM,45,0,178
GDR,100,0,588
GERP,184,0,321
GK,205,0,336
GLN,180,0,283
GN,186,0,321
GND,80,0,242
GNN,190,0,336
GO,105,0,296
GP,105,0,232
GR,71,0,240
GS,182,0,408
GV,80,0,182
GVC,79,0,182
GVM,80,0,290
GVMW,81,0,197
GW,162,0,275
GZ,100,0,185
HAD,64,0,310
HB,191,0,314
HBZM,83,0,252
HD,41,0,257
HDB,122,0,275
HDE,62,0,254
HDG,185,0,285
HDR,122,0,395
HDRZ,121,0,395
HFD,56,0,142
HGL,120,0,337
HGLG,118,0,337
HGLO,122,0,356
HGV,128,0,268
HGZ,197,0,344
HIL,71,0,350
HK,67,0,333
HKS,94,0,350
HLG,201,0,286
HLGH,202,0,290
HLM,60,0,273
HLMS,59,0,294
HLO,75,0,300
HM,112,0,232
HMBH,113,0,236
HMBV,109,0,232
HMH,111,0,232
HMN,76,0,224
HN,84,0,294
HNK,85,0,350
HNO,92,0,268
HNP,217,0,288
HON,91,0,320
HOR,18,0,15
HR,146,0,268
HRL,195,0,283
HRLW,197,0,300
HRN,180,0,321
HRT,139,0,264
HT,67,0,97
HTN,27,0,97
HTNC,28,0,125
HTO,68,0,170
HVL,20,0,254
HVS,12,0,14
HVSM,13,0,15
HVSP,13,0,15
HWD,87,0,376
HWZB,52,0,294
HZE,110,0,238
IJT,200,0,286
KBD,164,0,408
KBK,66,0,290
KLP,53,0,97
KMA,59,0,307
KMR,203,0,300
KMW,222,0,293
KPN,95,0,268
KPNZ,95,0,268
KRD,203,0,311
KRG,171,0,408
KTR,69,0,221
KW,194,0,342
KZ,53,0,297
LAA,80,0,211
LC,92,0,289
LDL,68,0,188
LDM,59,0,222
LEDN,69,0,195
LEER,255,0,360
LG,198,0,300
LLS,67,0,158
LLZM,64,0,182
LP,212,0,348
LTN,40,0,271
LTV,110,0,291
LUT,180,0,283
LW,175,0,268
LWC,178,0,285
MAS,26,0,97
MDB,201,0,408
MES,203,0,285
MG,185,0,285
MMLH,94,0,572
MP,108,0,268
MRB,114,0,275
MRN,39,0,129
MT,197,0,283
MTH,195,0,344
MTN,200,0,285
MTR,198,0,285
MZ,120,0,243
NDB,18,0,15
NH,188,0,314
NKK,25,0,254
NM,84,0,551
NMD,89,0,572
NMGO,87,0,572
NMH,87,0,572
NML,83,0,565
NS,53,0,254
NSCH,230,0,351
NVD,112,0,268
NVP,61,0,270
NWK,60,0,182
O,86,0,170
OBD,93,0,386
ODB,125,0,377
ODZ,131,0,356
OMN,103,0,275
OP,73,0,224
OT,88,0,213
OTB,61,0,294
OVN,62,0,310
OW,85,0,173
PMO,66,0,295
PMR,65,0,294
PMW,64,0,297
PT,32,0,257
RAI,39,0,18
RAT,98,0,268
RB,161,0,408
RD,224,0,352
RH,75,0,554
RHN,62,0,132
RL,97,0,291
RLB,82,0,261
RM,151,0,232
RS,74,0,173
RSD,132,0,372
RSN,98,0,320
RSW,83,0,197
RTA,65,0,182
RTB,76,0,252
RTD,75,0,182
RTN,70,0,184
RTST,80,0,261
RTZ,79,0,261
RV,158,0,687
RVS,94,0,191
SBK,183,0,313
SD,1,0,0
SDA,213,0,342
SDM,79,0,252
SDT,84,0,252
SDTB,87,0,253
SGL,207,0,299
SGN,101,0,386
SHL,51,0,92
SK,197,0,285
SKND,196,0,285
SM,156,0,281
SN,185,0,314
SOG,205,0,300
SPTN,67,0,328
SPTZ,65,0,328
SRN,169,0,310
SSH,72,0,270
STD,176,0,281
STM,208,0,348
STV,226,0,293
STZ,1,0,0
SWD,197,0,336
SWK,122,0,318
TB,89,0,170
TBG,101,0,588
TBR,94,0,183
TBU,90,0,183
TG,151,0,668
TL,57,0,221
TPSW,55,0,221
TWL,67,0,289
UHM,221,0,352
UHZ,218,0,352
UT,19,0,24
UTG,64,0,332
UTLN,23,0,97
UTLR,22,0,97
UTM,27,0,97
UTO,16,0,24
UTT,24,0,97
UTVR,20,0,97
UTZL,21,0,97
VB,76,0,182
VD,87,0,289
VDL,199,0,300
VDM,213,0,349
VEM,71,0,291
VG,71,0,170
VH,77,0,205
VHP,120,0,278
VK,208,0,300
VL,146,0,667
VLB,116,0,614
VNDC,54,0,131
VNDW,53,0,131
VP,71,0,554
VRY,123,0,615
VS,207,0,410
VSS,206,0,410
VSV,108,0,588
VTN,26,0,102
VZ,117,0,390
WAD,59,0,182
WADN,60,0,182
WADT,58,0,182
WC,93,0,551
WD,35,0,97
WDN,106,0,327
WF,57,0,294
WFM,210,0,351
WH,89,0,330
WK,213,0,288
WL,90,0,571
WM,57,0,297
WP,27,0,26
WR,240,0,360
WS,218,0,351
WSM,202,0,337
WT,127,0,232
WTV,70,0,553
WV,135,0,268
WW,120,0,303
WWW,119,0,303
WZ,71,0,267
YPB,72,0,182
ZA,79,0,224
ZB,205,0,345
ZBM,54,0,221
ZD,51,0,294
ZDK,54,0,297
ZH,198,0,336
ZL,80,0,254
ZLSH,85,0,268
ZLW,109,0,372
ZP,75,0,289
ZTM,67,0,182
ZTMO,66,0,182
ZV,79,0,551
ZVB,117,0,377
ZVT,68,0,311
ZWD,93,0,366
ZZS,54,0,297
