station,distance,services_per_day,n_of_disruptions
AC,248,0,383
AH,213,0,113
AHP,212,0,117
AHPR,210,0,116
AHZ,221,0,370
AKL,271,0,472
AKM,60,0,22
ALM,218,0,34
ALMB,212,0,34
ALMM,219,0,165
ALMO,210,0,34
ALMP,216,0,39
AMF,203,0,34
AMFS,200,0,34
AML,182,0,46
AMPO,221,0,166
AMR,287,0,450
AMRI,184,0,116
AMRN,288,0,525
ANA,317,0,536
APD,183,0,34
APDM,184,0,69
APDO,180,0,110
APG,130,0,47
APN,259,0,284
ARN,402,0,658
ASA,245,0,168
ASB,245,0,168
ASD,248,0,165
ASDL,255,0,444
ASDM,244,0,173
ASDZ,247,0,165
ASHD,246,0,182
ASN,124,0,35
ASS,252,0,423
ASSP,243,0,173
ATN,241,0,124
AVAT,197,0,40
BD,315,0,433
BDE,357,0,572
BDG,251,0,275
BDM,111,0,36
BDPB,320,0,756
BET,294,0,463
BF,115,0,36
BGN,350,0,627
BHDV,282,0,492
BHV,215,0,278
BK,350,0,572
BKF,306,0,508
BKG,305,0,504
BKL,236,0,350
BL,140,0,88
BLL,270,0,460
BMN,191,0,110
BMR,257,0,405
BN,191,0,116
BNC,222,0,275
BNK,232,0,347
BNN,219,0,274
BNZ,224,0,291
BP,66,0,20
BR,292,0,434
BRD,291,0,517
BRN,212,0,274
BSD,257,0,471
BSK,265,0,365
BSKS,266,0,388
BSMZ,224,0,275
BTL,284,0,420
BV,277,0,483
BZL,382,0,658
CAS,275,0,447
CK,247,0,402
CL,242,0,375
CO,192,0,54
CPS,269,0,432
CVM,367,0,589
DA,179,0,44
DB,236,0,347
DDN,201,0,135
DDR,299,0,505
DDRS,296,0,503
DDZD,300,0,622
DEI,46,0,20
DID,230,0,122
DL,149,0,34
DLD,212,0,274
DLN,196,0,68
DMN,241,0,172
DMNZ,241,0,172
DN,320,0,486
DR,197,0,110
DRH,275,0,479
DRON,169,0,34
DRP,53,0,34
DT,293,0,447
DTC,241,0,142
DTCH,239,0,142
DTCP,293,0,502
DV,168,0,44
DVC,172,0,110
DVD,243,0,165
DVN,220,0,119
DVNK,277,0,382
DWE,59,0,20
DZ,134,0,65
DZW,133,0,65
EC,330,0,569
ED,230,0,370
EDC,232,0,392
EDN,372,0,573
EEM,141,0,64
EGH,366,0,588
EGHM,367,0,588
EHS,303,0,539
EHV,304,0,420
EKZ,309,0,516
EML,180,0,37
EMN,212,0,69
EMNZ,208,0,68
ES,204,0,135
ESE,210,0,164
ESK,200,0,135
EST,224,0,370
ETN,326,0,756
FN,59,0,20
FWD,56,0,20
GBG,185,0,54
GBR,213,0,164
GD,256,0,347
GDG,253,0,275
GDM,250,0,428
GDR,246,0,159
GERP,98,0,35
GK,77,0,43
GLN,346,0,571
GN,96,0,20
GND,285,0,492
GNN,100,0,35
GO,211,0,168
GP,310,0,482
GR,276,0,490
GS,387,0,658
GV,285,0,432
GVC,284,0,432
GVM,285,0,467
GVMW,286,0,447
GW,55,0,20
GZ,305,0,435
HAD,271,0,460
HB,357,0,602
HBZM,288,0,502
HD,176,0,34
HDB,179,0,41
HDE,155,0,34
HDG,52,0,20
HDR,329,0,545
HDRZ,328,0,545
HFD,263,0,289
HGL,196,0,116
HGLG,198,0,135
HGLO,198,0,135
