station,distance,services_per_day,n_of_disruptions
AC,151,0,432
AH,74,0,51
AHP,73,0,55
AHPR,71,0,54
AHZ,82,0,308
AKL,151,0,369
AKM,136,0,146
ALM,140,0,107
ALMB,134,0,107
ALMM,141,0,238
ALMO,132,0,96
ALMP,138,0,112
AMF,106,42.064516129032256,83
AMFS,109,0,323
AML,14,97.38709677419355,0
AMPO,143,0,239
AMR,190,0,609
AMRI,12,43.74193548387097,1
AMRN,191,0,684
ANA,220,0,695
APD,63,47.774193548387096,48
APDM,62,0,49
APDO,65,5.709677419354839,136
APG,199,0,176
APN,162,0,333
ARN,268,0,795
ASA,148,0,327
ASB,148,0,327
ASD,151,6.580645161290323,324
ASDL,158,0,603
ASDM,147,0,342
ASDZ,150,17.258064516129032,327
ASHD,149,0,341
ASN,137,0,96
ASS,155,0,582
ASSP,146,0,342
ATN,102,0,62
AVAT,112,0,329
BD,179,0,436
BDE,218,0,510
BDG,154,0,324
BDM,180,0,165
BDPB,184,0,759
BET,158,0,466
BF,184,0,165
BGN,216,0,764
BHDV,162,0,389
BHV,118,0,327
BK,211,0,510
BKF,209,0,667
BKG,208,0,663
BKL,139,0,399
BL,121,0,101
BLL,173,0,619
BMN,52,0,48
BMR,118,0,343
BN,5,43.70967741935484,0
BNC,106,0,331
BNK,124,0,362
BNN,109,0,347
BNZ,104,0,331
BP,178,0,113
BR,153,0,372
BRD,188,0,519
BRN,115,0,323
BSD,137,0,368
BSK,168,0,414
BSKS,169,0,437
BSMZ,127,0,324
BTL,148,0,423
BV,180,0,642
BZL,248,0,795
CAS,178,0,606
CK,108,0,340
CL,138,0,368
CO,54,0,87
CPS,172,0,481
CVM,228,0,527
DA,25,0,70
DB,120,0,330
DDN,5,34.064516129032256,0
DDR,179,0,402
DDRS,176,0,400
DDZD,180,0,519
DEI,158,0,113
DID,91,0,60
DL,55,0,74
DLD,115,0,323
DLN,58,0,101
DMN,144,0,341
DMNZ,144,0.03225806451612903,341
DN,181,0,424
DR,58,0,48
DRH,178,0,638
DRON,91,0,96
DRP,165,0,127
DT,196,0,496
DTC,102,0,80
DTCH,100,0,80
DTCP,196,0,551
DV,53,47.83870967741935,70
DVC,49,5.709677419354839,77
DVD,146,16.032258064516128,324
DVN,81,0,57
DVNK,180,0,431
DWE,171,0,113
DZ,203,0,194
DZW,202,0,194
EC,191,0,507
ED,91,0,308
EDC,93,0,330
EDN,233,0,511
EEM,210,0,193
EGH,227,0,526
EGHM,228,0,526
EHS,167,0,542
EHV,168,0,423
EKZ,212,0,675
EML,102,0,99
EMN,74,0,102
EMNZ,70,0,101
ES,8,91.25806451612904,0
ESE,14,0,29
ESK,4,44.903225806451616,0
EST,85,0,308
ETN,190,0,759
FN,171,0,113
FWD,168,0,113
GBG,47,0,87
GBR,17,0,29
GD,159,17.483870967741936,396
GDG,156,0,324
GDM,130,0,325
GDR,107,0,97
GERP,163,0,149
GK,184,0,164
GLN,207,0,509
GN,165,0,149
GND,165,0,389
GNN,169,0,164
GO,15,34.064516129032256,33
GP,174,0,485
GR,156,0,387
GS,253,0,795
GV,188,0,481
GVC,187,17.451612903225808,481
GVM,188,0,516
GVMW,189,0,496
GW,141,0,103
GZ,169,0,438
HAD,174,0,619
HB,218,0,540
HBZM,168,0,399
HD,98,0,96
HDB,41,0,74
HDE,77,0,96
HDG,164,0,113
HDR,232,0,704
HDRZ,231,0,704
HFD,166,0,451
HGLG,2,34.064516129032256,0
HGLO,2,35.83870967741935,0
HGV,107,0,96
HGZ,176,0,172
HIL,181,0,659
HK,177,0,642
HKS,204,0,659
HLG,180,0,114
HLGH,181,0,118
HLM,170,0,582
HLMS,169,0,603
HLO,185,0,609
HM,181,0,485
HMBH,182,0,489
HMBV,178,0,485
HMH,180,0,485
HMN,99,0,322
HN,194,0,603
HNK,195,0,659
HNO,47,37.96774193548387,82
HNP,196,0,116
HON,34,5.709677419354839,77
HOR,128,0,324
HR,125,0,96
HRL,222,0,509
HRLW,224,0,526
HRN,159,0,149
HRT,163,0,424
[HRY,inf,0,0
HT,136,0,350
HTN,135,0,396
HTNC,136,0,424
HTO,135,0,350
HVL,112,0,323
HVS,122,24.322580645161292,323
HVSM,123,0,324
HVSP,123,0,324
HWD,197,0,685
HWZB,162,0,603
HZE,179,0,491
IJT,179,0,114
KBD,235,0,795
KBK,54,0,48
KLP,98,0,330
KMA,169,0,616
KMR,230,0,526
KMW,201,0,121
KPN,74,0,96
KPNZ,74,0,96
KRD,230,0,537
KRG,242,0,795
KTR,106,0,322
KW,173,0,170
KZ,163,0,606
LAA,188,0,510
LC,28,32.225806451612904,41
LDL,176,0,414
LDM,144,0,369
LEDN,177,0,421
LEER,234,0,188
LG,225,0,526
LLS,116,0,96
LLZM,172,0,481
LP,191,0,176
LTN,99,0,331
LTV,80,0,50
LUT,207,0,509
LW,154,0,96
LWC,157,0,113
MAS,134,0,396
MDB,272,0,795
MES,230,0,511
MG,164,0,113
MMLH,103,0,329
MP,87,0,96
MRB,33,0,71
MRN,128,0,362
MT,224,0,509
MTH,174,0,172
MTN,227,0,511
MTR,225,0,511
MZ,189,0,496
[NEA,inf,0,0
NDB,128,0,324
NH,215,0,540
NKK,114,0,99
NM,93,0,308
NMD,98,0,329
NMGO,96,0,329
NMH,96,0,329
NML,92,0,322
NS,86,0,96
NSCH,209,0,179
NVD,27,47.16129032258065,70
