station,distance,services_per_day,n_of_disruptions
AC,24,11.0,36
AH,58,67.64516129032258,0
AHP,59,0,257
AHPR,61,0,259
AHZ,66,0.8387096774193549,257
AKL,47,0,125
AKM,164,1.1935483870967742,304
ALM,49,29.806451612903224,13
ALMB,55,0,144
ALMM,48,29.806451612903224,12
ALMO,57,0,144
ALMP,51,0,144
AMF,21,114.0,0
AMFS,24,55.354838709677416,240
AML,118,18.129032258064516,306
AMPO,46,29.806451612903224,12
AMR,78,50.96774193548387,285
AMRI,120,0,376
AMRN,79,35.16129032258065,360
ANA,108,35.16129032258065,371
APD,64,19.516129032258064,240
APDM,65,0,275
APDO,67,0,275
APG,227,0,334
APN,35,41.96774193548387,10
ARN,178,0,311
ASA,33,98.35483870967742,0
ASB,29,87.25806451612904,0
ASD,39,112.64516129032258,0
ASDL,46,0,279
ASDM,35,10.935483870967742,37
ASDZ,35,81.96774193548387,3
ASHD,30,11.0,14
ASN,165,18.322580645161292,254
ASS,43,82.96774193548387,258
ASSP,36,0,51
ATN,110,0,294
AVAT,27,36.67741935483871,246
BD,91,0,86
BDE,172,0.03225806451612903,187
BDG,27,41.96774193548387,1
BDM,208,0,323
BDPB,96,0,409
BET,70,0.0967741935483871,116
BF,212,0,323
BGN,126,0,280
BHDV,58,0,145
BHV,9,66.51612903225806,0
BK,165,0,187
BKF,97,24.322580645161292,343
BKG,96,24.322580645161292,339
BKL,12,46.67741935483871,3
BL,149,1.903225806451613,259
BLL,61,0,295
BMN,80,0,260
BMR,102,0,292
BN,127,0,376
BNC,40,0,241
BNK,8,42.54838709677419,0
BNN,37,0,240
BNZ,42,0,257
BP,206,0,271
BR,130,30.741935483870968,167
BRD,67,0,170
BRN,24,28.93548387096774,24
BSD,33,0,124
BSK,41,0,91
BSKS,42,0,114
BSMZ,23,15.580645161290322,1
BTL,60,0.0967741935483871,73
BV,68,0.0967741935483871,318
BZL,158,0,311
CAS,66,50.96774193548387,282
CK,92,0,289
CL,18,74.19354838709677,28
CO,142,0,274
CPS,45,0.03225806451612903,85
CVM,182,0,204
DA,129,0,376
DB,12,80.19354838709677,0
DDN,122,0,290
DDR,75,1.4516129032258065,158
DDRS,72,0,156
DDZD,76,0,275
DEI,186,0,271
DID,77,0,257
DL,99,0,254
DLD,12,66.51612903225806,20
DLN,146,0,288
DMN,38,0,51
DMNZ,33,15.064516129032258,3
DN,102,30.741935483870968,139
DR,74,0,257
DRH,66,0,314
DRON,98,0,158
DRP,193,0,285
DT,69,5.193548387096774,100
DTC,88,0,277
DTCH,86,0,277
DTCP,69,0,155
DV,79,18.322580645161292,240
DVC,83,0,306
DVD,31,25.967741935483872,0
DVN,67,0,259
DVNK,53,0,108
DWE,199,0,271
DZ,231,0,352
DZW,230,0,352
EC,145,0,184
ED,41,57.645161290322584,0
EDC,43,0,22
EDN,187,0,188
EEM,238,0,351
EGH,181,0,203
EGHM,182,0,203
EHS,79,0,192
EHV,80,82.87096774193549,73
EKZ,100,24.322580645161292,351
EML,44,36.67741935483871,243
EMN,162,0,289
EMNZ,158,0,288
ES,135,18.129032258064516,342
ESE,141,0,371
ESK,131,0.2903225806451613,342
EST,69,1.3870967741935485,257
ETN,102,0,409
FN,199,0,271
FWD,196,0,271
GBG,135,0,274
GBR,144,0,371
GD,32,127.09677419354838,0
GDG,29,37.54838709677419,0
GDM,26,74.3225806451613,81
GDR,93,0,294
GERP,191,1.935483870967742,307
GK,212,0,322
GLN,161,0,186
GN,193,18.322580645161292,307
GND,61,0,145
GNN,197,0,322
GO,112,0,282
GP,86,0,135
GR,52,0,143
GS,163,0,311
GV,61,5.580645161290323,85
GVC,60,79.61290322580645,85
GVM,61,0,193
GVMW,62,0,100
GW,169,1.1935483870967742,261
GZ,81,0,88
HAD,62,0.12903225806451613,295
HB,172,0,217
HBZM,64,0,155
HD,48,36.67741935483871,243
HDB,129,0,261
HDE,69,36.70967741935484,240
HDG,192,0,271
HDR,120,35.16129032258065,380
HDRZ,119,35.16129032258065,380
HFD,51,14.129032258064516,64
HGL,127,18.129032258064516,323
HGLG,125,0,323
HGLO,129,0,342
HGV,135,2.096774193548387,254
HGZ,204,0,330
HIL,68,0,108
HK,65,0,318
HKS,92,24.322580645161292,335
HLG,208,0,272
HLGH,209,0,276
HLM,58,0.22580645161290322,258
HLMS,57,0,279
HLO,73,36.16129032258065,285
HM,93,30.741935483870968,135
HMBH,94,0,139
HMBV,90,0,135
HMH,92,0,135
HMN,57,0,127
