station,distance,services_per_day,n_of_disruptions
TL,137,0,568
TPSW,135,0,568
TWL,158,0,647
UHM,312,0,611
UHZ,309,0,611
UST,304,0,610
UT,99,0,371
UTG,37,0,89
UTLN,103,0,444
UTLR,102,0,444
UTM,107,0,444
UTO,102,0,444
UTT,104,0,444
UTVR,100,0,444
UTZL,97,0,388
VB,103,0,244
VD,178,0,647
VDL,279,0,647
VDM,304,0,608
VEM,162,0,649
VG,151,0,517
VH,77,0,208
VHP,211,0,537
VK,288,0,647
VL,231,0,663
VLB,207,0,972
VNDC,134,0,478
VNDW,133,0,478
VP,162,0,912
VRY,214,0,973
VS,256,0,439
VSS,255,0,439
VST,90,0,300
VSV,199,0,946
VTN,106,0,449
VZ,208,0,748
WAD,110,0,326
WADN,109,0,326
WADT,111,0,326
WC,181,0,541
WD,115,0,444
WDN,197,0,685
WF,148,0,652
WFM,301,0,610
WH,180,0,688
WK,304,0,536
WL,181,0,929
WM,44,0,115
WP,74,0,386
WR,331,0,619
WS,309,0,610
WSM,293,0,596
WT,207,0,579
WTV,161,0,911
WV,226,0,516
WW,211,0,661
WWW,210,0,661
WZ,162,0,625
YPB,107,0,247
ZA,159,0,571
ZB,296,0,604
ZBM,134,0,568
ZD,50,0,89
ZDK,53,0,92
ZH,289,0,595
ZL,171,0,513
ZLSH,176,0,527
ZLW,158,0,518
ZP,166,0,647
ZTM,112,0,244
ZTMO,113,0,247
ZV,170,0,909
ZVB,166,0,523
ZVT,64,0,166
ZWD,141,0,515
ZZS,47,0,125
