station,distance,services_per_day,n_of_disruptions
AC,112,0,386
AH,30,0,20
AHP,29,0,23
AHPR,31,0,25
AHZ,38,0,277
AKL,107,0,338
AKM,181,0,172
ALM,128,0,570
ALMB,134,0,701
ALMM,127,0,569
ALMO,136,0,701
ALMP,130,0,701
AMF,81,0,317
AMFS,84,0,557
AML,112,0,98
AMPO,125,0,569
AMR,165,0,843
AMRI,114,0,168
AMRN,166,0,918
ANA,195,0,929
APD,75,0,32
APDM,74,0,33
APDO,78,0,67
APG,244,0,202
APN,123,0,360
ARN,224,0,764
ASA,121,0,350
ASB,117,0,350
ASD,126,0,558
ASDL,133,0,837
ASDM,122,0,576
ASDZ,123,0,353
ASHD,118,0,364
ASN,182,0,122
ASS,130,0,816
ASSP,121,0,576
ATN,22,0,0
AVAT,87,0,563
BD,135,0,405
BDE,174,0,479
BDG,115,0,351
BDM,225,0,191
BDPB,140,0,728
BET,114,0,435
BF,229,0,191
BGN,172,0,733
BHDV,118,0,358
BHV,93,0,561
BK,167,0,479
BKF,184,0,901
BKG,183,0,897
BKL,100,0,353
BL,166,0,127
BLL,148,0,853
BMN,50,0,32
BMR,74,0,312
BN,107,0,99
BNC,62,0,300
BNK,80,0,331
BNN,65,0,316
BNZ,60,0,300
BP,223,0,139
BR,109,0,341
BRD,144,0,488
BRN,90,0,557
BSD,93,0,337
BSK,129,0,441
BSKS,130,0,464
BSMZ,102,0,558
BTL,104,0,392
BV,155,0,876
BZL,204,0,764
CAS,153,0,840
CK,64,0,309
CL,94,0,337
CO,152,0,185
CPS,133,0,435
CVM,184,0,496
DA,123,0,168
DB,76,0,299
DDN,97,0,47
DDR,135,0,371
DDRS,132,0,369
DDZD,136,0,488
DEI,203,0,139
DID,11,0,0
DL,116,0,122
DLD,90,0,557
DLN,156,0,199
DMN,119,0,575
DMNZ,119,0,575
DN,137,0,393
DR,44,0,29
DRH,153,0,872
DRON,136,0,122
DRP,210,0,153
DT,157,0,450
DTCH,2,0,0
DTCP,157,0,505
DV,73,0,32
DVC,77,0,98
DVD,119,0,350
DVN,21,0,20
DVNK,141,0,458
DWE,216,0,139
DZ,248,0,220
DZW,247,0,220
EC,147,0,476
ED,47,0,277
EDC,49,0,299
EDN,189,0,480
EEM,255,0,219
EGH,183,0,495
EGHM,184,0,495
EHS,123,0,511
EHV,124,0,392
EKZ,187,0,909
EML,104,0,560
EMN,172,0,200
EMNZ,168,0,199
ES,110,0,99
ESE,116,0,128
ESK,106,0,99
EST,41,0,277
ETN,146,0,728
FN,216,0,139
FWD,213,0,139
GBG,145,0,185
GBR,119,0,128
GD,120,0,350
GDG,117,0,350
GDM,86,0,294
GDR,5,0,0
GERP,208,0,175
GK,229,0,190
GLN,163,0,478
GN,210,0,175
GND,121,0,358
GNN,214,0,190
GO,87,0,39
GP,130,0,454
GR,112,0,356
GS,209,0,764
GV,149,0,435
GVC,148,0,435
GVM,149,0,543
GVMW,150,0,450
GW,186,0,179
GZ,125,0,407
HAD,149,0,853
HB,174,0,509
HBZM,124,0,368
HD,108,0,560
HDB,139,0,172
HDE,122,0,122
HDG,209,0,139
HDR,207,0,938
HDRZ,206,0,938
HFD,139,0,414
HGL,102,0,80
HGLG,100,0,80
HGLO,104,0,99
HGV,152,0,122
HGZ,221,0,198
HIL,156,0,458
HK,152,0,876
HKS,179,0,893
HLG,225,0,140
HLGH,226,0,144
HLM,145,0,816
HLMS,144,0,837
HLO,160,0,843
