station,distance,services_per_day,n_of_disruptions
AC,106,0,384
AH,29,0,3
AHP,28,0,7
AHPR,26,0,6
AHZ,37,0,260
AKL,106,0,321
AKM,124,0,140
ALM,108,0,288
ALMB,114,0,419
ALMM,107,0,287
ALMO,116,0,419
ALMP,110,0,419
AMF,61,0,35
AMFS,64,0,275
AML,55,0,66
AMPO,105,0,287
AMR,145,0,561
AMRI,57,0,136
AMRN,146,0,636
ANA,175,0,647
APD,18,0,0
APDM,17,0,1
APDO,21,0,35
APG,187,0,170
APN,117,0,285
ARN,223,0,747
ASA,103,0,279
ASB,103,0,279
ASD,106,0,276
ASDL,113,0,555
ASDM,102,0,294
ASDZ,105,0,279
ASHD,104,0,293
ASN,125,0,90
ASS,110,0,534
ASSP,101,0,294
ATN,57,0,14
AVAT,67,0,281
BD,134,0,388
BDE,173,0,462
BDG,109,0,276
BDM,168,0,159
BDPB,139,0,711
BET,113,0,418
BF,172,0,159
BGN,171,0,716
BHDV,117,0,341
BHV,73,0,279
BK,166,0,462
BKF,164,0,619
BKG,163,0,615
BKL,94,0,351
BL,109,0,95
BLL,128,0,571
BMN,7,0,0
BMR,73,0,295
BN,50,0,67
BNC,61,0,283
BNK,79,0,314
BNN,64,0,299
BNZ,59,0,283
BP,166,0,107
BR,108,0,324
BRD,143,0,471
BRN,70,0,275
BSD,92,0,320
BSK,123,0,366
BSKS,124,0,389
BSMZ,82,0,276
BTL,103,0,375
BV,135,0,594
BZL,203,0,747
CAS,133,0,558
CK,63,0,292
CL,93,0,320
CO,95,0,153
CPS,127,0,433
CVM,183,0,479
DA,66,0,136
DB,75,0,282
DDN,40,0,15
DDR,134,0,354
DDRS,131,0,352
DDZD,135,0,471
DEI,146,0,107
DID,46,0,12
DL,59,0,90
DLD,70,0,275
DLN,99,0,167
DMN,99,0,293
DMNZ,99,0,293
DN,136,0,376
DR,13,0,0
DRH,133,0,590
DRON,79,0,90
DRP,153,0,121
DT,151,0,448
DTC,57,0,32
DTCH,55,0,32
DTCP,151,0,503
DV,16,0,0
DVC,20,0,66
DVD,101,0,276
DVN,36,0,9
DVNK,135,0,383
DWE,159,0,107
DZ,191,0,188
DZW,190,0,188
EC,146,0,459
ED,46,0,260
EDC,48,0,282
EDN,188,0,463
EEM,198,0,187
EGH,182,0,478
EGHM,183,0,478
EHS,122,0,494
EHV,123,0,375
EKZ,167,0,627
EML,84,0,278
EMN,115,0,168
EMNZ,111,0,167
ES,53,0,67
ESE,59,0,96
ESK,49,0,67
EST,40,0,260
ETN,145,0,711
FN,159,0,107
FWD,156,0,107
GBG,88,0,153
GBR,62,0,96
GD,114,0,348
GDG,111,0,276
GDM,85,0,277
GDR,62,0,49
GERP,151,0,143
GK,172,0,158
GLN,162,0,461
GN,153,0,143
GND,120,0,341
GNN,157,0,158
GO,30,0,7
GP,129,0,437
GR,111,0,339
GS,208,0,747
GV,143,0,433
GVC,142,0,433
GVM,143,0,468
GVMW,144,0,448
GW,129,0,97
GZ,124,0,390
HAD,129,0,571
HB,173,0,492
HBZM,123,0,351
HD,86,0,90
HDB,82,0,140
HDE,65,0,90
HDG,152,0,107
HDR,187,0,656
HDRZ,186,0,656
HFD,121,0,403
HGL,45,0,48
HGLG,43,0,48
HGLO,47,0,67
HGV,95,0,90
HGZ,164,0,166
HIL,136,0,611
HK,132,0,594
