station,distance,services_per_day,n_of_disruptions
AC,82,0,109
AHP,1,0,0
AHPR,3,0,2
AHZ,8,0,0
AKL,77,0,61
AKM,153,0,143
ALM,98,0,293
ALMB,104,0,424
ALMM,97,0,292
ALMO,106,0,424
ALMP,100,0,424
AMF,51,0,40
AMFS,54,0,280
AML,84,0,69
AMPO,95,0,292
AMR,135,0,566
AMRI,86,0,139
AMRN,136,0,641
ANA,165,0,652
APD,47,0,3
APDM,46,0,4
APDO,50,0,38
APG,216,0,173
APN,93,0,83
ARN,194,0,487
ASA,91,0,73
ASB,87,0,73
ASD,96,0,281
ASDL,103,0,560
ASDM,92,0,299
ASDZ,93,0,87
ASHD,88,0,87
ASN,154,0,93
ASS,100,0,539
ASSP,91,0,299
ATN,52,0,37
AVAT,57,0,286
BD,105,0,128
BDE,144,0,202
BDG,85,0,74
BDM,197,0,162
BDPB,110,0,451
BET,84,0,158
BF,201,0,162
BGN,142,0,456
BHDV,88,0,81
BHV,63,0,284
BK,137,0,202
BKF,154,0,624
BKG,153,0,620
BKL,70,0,76
BL,138,0,98
BLL,118,0,576
BMN,22,0,3
BMR,44,0,35
BN,79,0,70
BNC,32,0,23
BNK,50,0,54
BNN,35,0,39
BNZ,30,0,23
BP,195,0,110
BR,79,0,64
BRD,114,0,211
BRN,60,0,280
BSD,63,0,60
BSK,99,0,164
BSKS,100,0,187
BSMZ,72,0,281
BTL,74,0,115
BV,125,0,599
BZL,174,0,487
CAS,123,0,563
CK,34,0,32
CL,64,0,60
CO,124,0,156
CPS,103,0,158
CVM,154,0,219
DA,95,0,139
DB,46,0,22
DDN,69,0,18
DDR,105,0,94
DDRS,102,0,92
DDZD,106,0,211
DEI,175,0,110
DID,19,0,0
DL,88,0,93
DLD,60,0,280
DLN,128,0,170
DMN,89,0,298
DMNZ,89,0,298
DN,107,0,116
DR,16,0,0
DRH,123,0,595
DRON,108,0,93
DRP,182,0,124
DT,127,0,173
DTC,30,0,20
DTCH,28,0,20
DTCP,127,0,228
DV,45,0,3
DVC,49,0,69
DVD,89,0,73
DVN,9,0,2
DVNK,111,0,181
DWE,188,0,110
DZ,220,0,191
DZW,219,0,191
EC,117,0,199
ED,17,0,0
EDC,19,0,22
EDN,159,0,203
EEM,227,0,190
EGH,153,0,218
EGHM,154,0,218
EHS,93,0,234
EHV,94,0,115
EKZ,157,0,632
EML,74,0,283
EMN,144,0,171
EMNZ,140,0,170
ES,82,0,70
ESE,88,0,99
ESK,78,0,70
EST,11,0,0
ETN,116,0,451
FN,188,0,110
FWD,185,0,110
GBG,117,0,156
GBR,91,0,99
GD,90,0,73
GDG,87,0,73
GDM,56,0,17
GDR,35,0,37
GERP,180,0,146
GK,201,0,161
GLN,133,0,201
GN,182,0,146
GND,91,0,81
GNN,186,0,161
GO,59,0,10
GP,100,0,177
GR,82,0,79
GS,179,0,487
GV,119,0,158
GVC,118,0,158
GVM,119,0,266
GVMW,120,0,173
GW,158,0,150
GZ,95,0,130
HAD,119,0,576
HB,144,0,232
HBZM,94,0,91
HD,78,0,283
HDB,111,0,143
HDE,94,0,93
HDG,181,0,110
HDR,177,0,661
HDRZ,176,0,661
HFD,109,0,137
HGL,74,0,51
HGLG,72,0,51
HGLO,76,0,70
HGV,124,0,93
HGZ,193,0,169
HIL,126,0,181
HK,122,0,599
HKS,149,0,616
HLG,197,0,111
HLGH,198,0,115
HLM,115,0,539
HLMS,114,0,560
HLO,130,0,566
HM,107,0,177
HMBH,108,0,181
HMBV,104,0,177
HMH,106,0,177
HMN,25,0,14
HN,139,0,560
HNK,140,0,616
HNO,88,0,93
HNP,213,0,113
HON,64,0,69
HOR,70,0,73
HR,142,0,93
HRL,148,0,201
HRLW,150,0,218
HRN,176,0,146
HRT,89,0,116
[HRY,inf,0,0
HT,62,0,42
HTN,64,0,98
HTNC,65,0,126
HTO,61,0,42
HVL,45,0,40
HVS,67,0,280
HVSM,68,0,281
HVSP,68,0,281
HWD,142,0,642
HWZB,107,0,560
HZE,105,0,183
IJT,196,0,111
KBD,161,0,487
KBK,38,0,3
KLP,24,0,22
KMA,114,0,573
KMR,156,0,218
KMW,218,0,118
KPN,91,0,93
KPNZ,91,0,93
KRD,156,0,229
KRG,168,0,487
KTR,32,0,14
KW,190,0,167
KZ,108,0,563
LAA,119,0,187
LC,46,0,3
LDL,107,0,164
LDM,70,0,61
LEDN,108,0,171
LEER,251,0,185
LG,151,0,218
LLS,122,0,424
LLZM,103,0,158
LP,208,0,173
LTN,25,0,23
LTV,64,0,5
LUT,133,0,201
LW,171,0,93
LWC,174,0,110
MAS,65,0,73
MDB,198,0,487
MES,156,0,203
MG,181,0,110
MMLH,29,0,21
MP,104,0,93
MRB,103,0,140
MRN,54,0,54
MT,150,0,201
MTH,191,0,169
MTN,153,0,203
MTR,151,0,203
