station,distance,services_per_day,n_of_disruptions
AC,96,0,366
AH,14,0,0
AHP,13,0,3
AHPR,15,0,5
AHZ,22,0,257
AKL,91,0,318
AKM,165,0,152
ALM,112,0,550
ALMB,118,0,681
ALMM,111,0,549
ALMO,120,0,681
ALMP,114,0,681
AMF,65,0,297
AMFS,68,0,537
AML,96,0,78
AMPO,109,0,549
AMR,149,0,823
AMRI,98,0,148
AMRN,150,0,898
ANA,179,0,909
APD,59,0,12
APDM,58,0,13
APDO,62,0,47
APG,228,0,182
APN,107,0,340
ARN,208,0,744
ASA,105,0,330
ASB,101,0,330
ASD,110,0,538
ASDL,117,0,817
ASDM,106,0,556
ASDZ,107,0,333
ASHD,102,0,344
ASN,166,0,102
ASS,114,0,796
ASSP,105,0,556
ATN,38,0,37
AVAT,71,0,543
BD,119,0,385
BDE,158,0,459
BDG,99,0,331
BDM,209,0,171
BDPB,124,0,708
BET,98,0,415
BF,213,0,171
BGN,156,0,713
BHDV,102,0,338
BHV,77,0,541
BK,151,0,459
BKF,168,0,881
BKG,167,0,877
BKL,84,0,333
BL,150,0,107
BLL,132,0,833
BMN,34,0,12
BMR,58,0,292
BN,91,0,79
BNC,46,0,280
BNK,64,0,311
BNN,49,0,296
BNZ,44,0,280
BP,207,0,119
BR,93,0,321
BRD,128,0,468
BRN,74,0,537
BSD,77,0,317
BSK,113,0,421
BSKS,114,0,444
BSMZ,86,0,538
BTL,88,0,372
BV,139,0,856
BZL,188,0,744
CAS,137,0,820
CK,48,0,289
CL,78,0,317
CO,136,0,165
CPS,117,0,415
CVM,168,0,476
DA,107,0,148
DB,60,0,279
DDN,81,0,27
DDR,119,0,351
DDRS,116,0,349
DDZD,120,0,468
DEI,187,0,119
DID,5,0,0
DL,100,0,102
DLD,74,0,537
DLN,140,0,179
DMN,103,0,555
DMNZ,103,0,555
DN,121,0,373
DR,28,0,9
DRH,137,0,852
DRON,120,0,102
DRP,194,0,133
DT,141,0,430
DTC,16,0,20
DTCH,14,0,20
DTCP,141,0,485
DV,57,0,12
DVC,61,0,78
DVD,103,0,330
DVN,5,0,0
DVNK,125,0,438
DWE,200,0,119
DZ,232,0,200
DZW,231,0,200
EC,131,0,456
ED,31,0,257
EDC,33,0,279
EDN,173,0,460
EEM,239,0,199
EGH,167,0,475
EGHM,168,0,475
EHS,107,0,491
EHV,108,0,372
EKZ,171,0,889
EML,88,0,540
EMN,156,0,180
EMNZ,152,0,179
ES,94,0,79
ESE,100,0,108
ESK,90,0,79
EST,25,0,257
ETN,130,0,708
FN,200,0,119
FWD,197,0,119
GBG,129,0,165
GBR,103,0,108
GD,104,0,330
GDG,101,0,330
GDM,70,0,274
GDR,21,0,37
GERP,192,0,155
GK,213,0,170
GLN,147,0,458
GN,194,0,155
GND,105,0,338
GNN,198,0,170
GO,71,0,19
GP,114,0,434
GR,96,0,336
GS,193,0,744
GV,133,0,415
GVC,132,0,415
GVM,133,0,523
GVMW,134,0,430
GW,170,0,109
GZ,109,0,387
HAD,133,0,833
HB,158,0,489
HBZM,108,0,348
HD,92,0,540
HDB,123,0,152
HDE,106,0,102
HDG,193,0,119
HDR,191,0,918
HDRZ,190,0,918
HFD,123,0,394
HGL,86,0,60
HGLG,84,0,60
HGLO,88,0,79
HGV,136,0,102
HGZ,205,0,178
HIL,140,0,438
HK,136,0,856
HKS,163,0,873
HLG,209,0,120
HLGH,210,0,124
HLM,129,0,796
HLMS,128,0,817
HLO,144,0,823
HM,121,0,434
HMBH,122,0,438
HMBV,118,0,434
HMH,120,0,434
HMN,39,0,271
HN,153,0,817
HNK,154,0,873
HNO,100,0,102
HNP,225,0,122
HON,76,0,78
HOR,84,0,330
HR,154,0,102
HRL,162,0,458
HRLW,164,0,475
HRN,188,0,155
HRT,103,0,373
HT,76,0,299
HTN,78,0,355
HTNC,79,0,383
HTO,75,0,299
HVL,59,0,297
HVS,81,0,537
HVSM,82,0,538
HVSP,82,0,538
HWD,156,0,899
HWZB,121,0,817
HZE,119,0,440
IJT,208,0,120
KBD,175,0,744
KBK,50,0,12
KLP,38,0,279
KMA,128,0,830
KMR,170,0,475
KMW,230,0,127
KPN,103,0,102
KPNZ,103,0,102
KRD,170,0,486
KRG,182,0,744
KTR,46,0,271
KW,202,0,176
KZ,122,0,820
LAA,133,0,444
LC,58,0,12
LDL,121,0,421
LDM,84,0,318
LEDN,122,0,428
LEER,263,0,194
LG,165,0,475
LLS,136,0,681
LLZM,117,0,415
LP,220,0,182
LTN,39,0,280
LTV,60,0,56
LUT,147,0,458
LW,183,0,102
LWC,186,0,119
MAS,79,0,330
MDB,212,0,744
MES,170,0,460
MG,193,0,119
MMLH,43,0,278
MP,116,0,102
MRB,115,0,149
MRN,68,0,311
MT,164,0,458
MTH,203,0,178
MTN,167,0,460
MTR,165,0,460
MZ,129,0,445
NDB,87,0,538
NH,155,0,489
NKK,76,0,537
NM,33,0,257
NMD,38,0,278
NMGO,36,0,278
NMH,36,0,278
NML,32,0,271
NS,104,0,537
NSCH,238,0,185
NVD,99,0,85
NVP,128,0,522
NWK,113,0,415
O,57,0,278
OBD,162,0,909
ODB,150,0,713
ODZ,97,0,79
OMN,111,0,109
OP,42,0,271
OST,67,0,78
OT,97,0,415
OTB,18,0,257
OVN,131,0,833
OW,58,0,299
PMO,135,0,818
PMR,134,0,817
PMW,133,0,820
PT,83,0,540
RAI,106,0,333
RAT,106,0,102
RB,172,0,744
RD,232,0,186
RH,22,0,6
RHN,91,0,314
RL,63,0,14
RLB,132,0,567
RM,118,0,407
RS,69,0,299
RSD,143,0,708
RSN,83,0,78
RSW,136,0,430
RTA,118,0,415
RTB,129,0,485
RTD,128,0,415
RTN,123,0,417
RTST,133,0,494
RTZ,132,0,494
RV,107,0,393
RVS,49,0,257
SBK,150,0,488
SD,78,0,551
SDA,221,0,176
SDM,132,0,485
SDT,109,0,348
SDTB,112,0,349
SGL,174,0,474
SGN,170,0,909
SHL,118,0,344
SK,205,0,119
SKND,204,0,119
SM,113,0,407
SN,152,0,489
SOG,172,0,475
SPTN,136,0,851
SPTZ,134,0,851
SRN,136,0,485
SSH,130,0,438
ST,79,0,551
STD,143,0,456
STM,216,0,182
STV,234,0,127
STZ,80,0,541
SWD,205,0,170
SWK,130,0,152
TB,98,0,372
TBG,22,0,37
TBR,103,0,385
TBU,99,0,385
TG,100,0,374
TL,58,0,274
TPSW,60,0,274
TWL,62,0,78
UHM,229,0,186
UHZ,226,0,186
UST,221,0,185
UT,72,0,257
UTG,133,0,855
UTLN,74,0,355
UTLR,75,0,330
UTM,80,0,330
UTO,75,0,330
UTT,77,0,330
UTVR,71,0,355
UTZL,74,0,330
VB,129,0,415
VD,53,0,12
VDL,166,0,475
VDM,221,0,183
VEM,45,0,12
VG,80,0,372
VH,130,0,438
VHP,109,0,149
VK,175,0,475
VL,95,0,373
VLB,65,0,320
VNDC,83,0,313
VNDW,82,0,313
VP,18,0,6
VRY,72,0,321
VS,218,0,746
VSS,217,0,746
VST,127,0,523
VSV,29,0,37
VTN,79,0,335
VZ,102,0,148
WAD,112,0,415
WADN,113,0,415
WADT,111,0,415
WC,42,0,257
WD,88,0,330
WDN,91,0,85
WF,22,0,257
WFM,218,0,185
WH,74,0,88
WK,221,0,122
WL,11,0,20
WM,126,0,820
WP,96,0,549
WR,248,0,194
WS,226,0,185
WSM,210,0,171
WT,136,0,434
WTV,9,0,3
WV,143,0,102
WW,50,0,56
WWW,51,0,56
WZ,97,0,102
YPB,125,0,415
ZA,36,0,271
ZB,213,0,179
ZBM,79,0,317
ZD,120,0,817
ZDK,123,0,820
ZH,206,0,170
ZL,88,0,88
ZLSH,93,0,102
ZLW,134,0,726
ZP,41,0,12
ZTM,120,0,415
ZTMO,119,0,415
ZVB,142,0,731
ZVT,137,0,834
ZWD,121,0,468
ZZS,123,0,820
