station,distance,services_per_day,n_of_disruptions
AC,100,0,380
AH,18,44.87096774193548,14
AHP,19,30.806451612903224,271
AHPR,21,30.806451612903224,273
AHZ,10,44.87096774193548,14
AKL,73,0,61
AKM,171,0,414
ALM,116,0,564
ALMB,122,0,695
ALMM,115,0,563
ALMO,124,0,695
ALMP,118,0,695
AMF,69,0,311
AMFS,72,0,551
AML,102,0,340
AMPO,113,0,563
AMR,153,1.032258064516129,837
AMRI,104,0,410
AMRN,154,0.9354838709677419,912
ANA,183,0.9354838709677419,923
APD,65,0,274
APDM,64,0,275
APDO,68,0,309
APG,234,0,444
APN,111,0,354
ARN,176,0,487
ASA,109,1.032258064516129,344
ASB,105,0.06451612903225806,344
ASD,114,1.032258064516129,552
ASDL,121,0,831
ASDM,110,0,570
ASDZ,111,0,347
ASHD,106,0,358
ASN,172,0,364
ASS,118,1.032258064516129,810
ASSP,109,0,570
ATN,70,0,308
AVAT,75,0,557
BD,87,6.806451612903226,128
BDE,126,0,202
BDG,103,0,345
BDM,215,0,433
BDPB,92,6.225806451612903,451
BET,66,0,158
BF,219,0,433
BGN,124,0,456
BHDV,84,0,81
BHV,81,0,555
BK,119,0,202
BKF,172,0,895
BKG,171,0,891
BKL,88,0,347
BL,156,0,369
BLL,136,0,847
BMN,40,30.806451612903224,274
BMR,26,0,35
BN,97,0,341
BNC,50,0,294
BNK,68,0,325
BNN,53,0,310
BNZ,48,0,294
BP,213,0,381
BR,61,0,64
BRD,110,0,211
BRN,78,0,551
BSD,59,0,60
BSK,117,0,435
BSKS,118,0,458
BSMZ,90,0,552
BTL,56,0,115
BV,143,0,870
BZL,156,0,487
CAS,141,1.032258064516129,834
CK,16,0,32
CL,60,0,60
CO,142,0,427
CPS,121,0,429
CVM,136,0,219
DA,113,0,410
DB,64,1.032258064516129,293
DDN,87,0,289
DDR,101,6.225806451612903,94
DDRS,98,0,92
DDZD,102,6.225806451612903,211
DEI,193,0,381
DID,37,0,271
DL,106,0,364
DLD,78,0,551
DLN,146,0,441
DMN,107,0,569
DMNZ,107,0,569
DN,89,0,116
DR,34,30.806451612903224,271
DRH,141,0,866
DRON,126,0,364
DRP,200,0,395
DT,135,0,281
DTC,48,0,291
DTCH,46,0,291
DTCP,134,0,281
DV,63,0,274
DVC,67,0,340
DVD,107,0,344
DVN,27,0,273
DVNK,129,0,452
DWE,206,0,381
DZ,238,0,462
DZW,237,0,462
EC,99,0,199
ED,35,1.032258064516129,271
EDC,37,0,293
EDN,141,0,203
EEM,245,0,461
EGH,135,0,218
EGHM,136,0,218
EHS,75,0,234
EHV,76,0,115
EKZ,175,0,903
EML,92,0,554
EMN,162,0,442
EMNZ,158,0,441
ES,100,0,341
ESE,106,0,370
ESK,96,0,341
EST,7,44.87096774193548,0
ETN,98,0,451
FN,206,0,381
FWD,203,0,381
GBG,135,0,427
GBR,109,0,370
GD,108,0,344
GDG,105,0,344
GDM,52,0,17
GDR,53,0,308
GERP,198,0,417
GK,219,0,432
GLN,115,0,201
GN,200,0,417
GND,87,0,81
GNN,204,0,432
GO,77,0,281
GP,82,0,177
GR,78,0,79
GS,161,0,487
GV,137,0,429
GVC,136,0,429
GVM,137,0,537
GVMW,138,0,444
GW,176,0,371
GZ,77,6.806451612903226,130
HAD,137,0,847
HB,126,0,232
HBZM,90,0,91
HD,96,0,554
HDB,129,0,414
HDE,112,0,364
HDG,199,0,381
HDR,195,0.9354838709677419,932
HDRZ,194,0.9354838709677419,932
HFD,127,0,408
HGL,92,0,322
HGLG,90,0,322
HGLO,94,0,341
HGV,142,0,364
HGZ,211,0,440
HIL,144,0,452
HK,140,0,870
HKS,167,0,887
HLG,215,0,382
HLGH,216,0,386
HLM,133,0,810
HLMS,132,0,831
HLO,148,1.032258064516129,837
HM,89,0,177
HMBH,90,0,181
HMBV,86,0,177
HMH,88,0,177
HMN,21,0,14
HN,157,0,831
HNK,158,0,887
HNO,106,0,364
HNP,231,0,384
HON,82,0,340
HOR,88,0,344
HR,160,0,364
HRL,130,0,201
HRLW,132,0,218
HRN,194,0,417
HRT,71,0,116
HT,44,7.903225806451613,42
HTN,70,0,113
HTNC,69,0,113
HTO,43,7.903225806451613,42
HVL,63,0,311
HVS,85,0,551
HVSM,86,0,552
HVSP,86,0,552
HWD,160,0.9354838709677419,913
HWZB,125,0,831
HZE,87,0,183
IJT,214,0,382
KBD,143,0,487
KBK,56,0,274
KLP,42,1.032258064516129,293
KMA,132,0,844
KMR,138,0,218
KMW,236,0,389
KPN,109,0,364
KPNZ,109,0,364
KRD,138,0,229
KRG,150,0,487
KTR,28,0,14
KW,208,0,438
KZ,126,0,834
LAA,137,0,458
LC,64,0,274
LDL,125,0,435
LDM,66,0,61
LEDN,126,0,442
LEER,269,0,456
LG,133,0,218
LLS,140,0,695
LLZM,121,0,429
LP,226,0,444
LTN,43,0,294
LTV,82,0,276
LUT,115,0,201
LW,189,0,364
LWC,192,0,381
MAS,83,0,344
MDB,180,0,487
MES,138,0,203
MG,199,0,381
MMLH,11,0,21
MP,122,0,364
MRB,121,0,411
MRN,72,0,325
MT,132,0,201
MTH,209,0,440
MTN,135,0,203
MTR,133,0,203
MZ,97,0,188
NDB,91,0,552
NH,123,0,232
NKK,80,0,551
NM,1,45.54838709677419,0
NMD,6,32.61290322580645,21
NMGO,4,32.61290322580645,21
NMH,4,0,21
NS,108,0,551
NSCH,244,0,447
NVD,105,0,347
NVP,132,0,536
NWK,117,0,429
O,25,7.903225806451613,21
OBD,166,0,923
ODB,118,0,456
ODZ,103,0,341
OMN,117,0,371
OP,24,0,14
OST,73,0,340
OT,65,0,158
OTB,22,0,271
OVN,135,0,847
OW,26,7.903225806451613,42
PMO,139,0,832
PMR,138,0,831
PMW,137,0,834
PT,87,0,554
RAI,110,0,347
RAT,112,0,364
RB,140,0,487
RD,238,0,448
RH,28,30.806451612903224,274
RHN,95,0,328
RL,69,0,276
RLB,114,0,310
RM,86,0,150
RS,37,7.903225806451613,42
RSD,111,0,451
RSN,89,0,340
RSW,140,0,444
RTA,122,0,429
RTB,120,0,211
RTD,121,0,211
RTN,126,0,281
RTST,116,0,316
RTZ,117,0,316
RV,75,0,136
RVS,17,7.903225806451613,21
SBK,118,0,231
SD,82,0,565
SDA,227,0,438
SDM,125,0,281
SDT,91,0,91
SDTB,94,0,92
SGL,142,0,217
SGN,174,0.9354838709677419,923
SHL,122,0,358
SK,211,0,381
SKND,210,0,381
SM,81,0,150
SN,120,0,232
SOG,140,0,218
SPTN,140,0,865
SPTZ,138,0,865
SRN,104,0,228
SSH,134,0,452
ST,83,0,565
STD,111,0,199
STM,222,0,444
STV,240,0,389
STZ,84,0,555
SWD,211,0,432
SWK,136,0,414
TB,66,6.806451612903226,115
TBG,54,0,308
TBR,71,6.806451612903226,128
TBU,67,6.806451612903226,128
TG,68,0,117
TL,40,0,17
TPSW,42,0,17
TWL,68,0,340
UHM,235,0,448
UHZ,232,0,448
UST,227,0,447
UT,76,1.032258064516129,271
UTG,137,0,869
UTLN,74,0,141
UTLR,79,0,344
UTM,84,0,344
UTO,79,0,344
UTT,81,0,344
UTVR,75,0,369
UTZL,78,0,344
VB,133,0,429
VD,59,0,274
VDL,134,0,218
VDM,227,0,445
VEM,51,0,274
VG,48,0,115
VH,134,0,452
VHP,115,0,411
VK,143,0,218
VL,63,0,116
VLB,33,0,63
VNDC,87,0,327
VNDW,86,0,327
VP,24,30.806451612903224,274
VRY,40,0,64
VS,186,0,489
VSS,185,0,489
VST,131,0,537
VSV,61,0,308
VTN,83,0,349
VZ,108,0,410
WAD,116,0,429
WADN,117,0,429
WADT,115,0,429
WC,10,32.61290322580645,21
WD,92,0,344
WDN,97,0,347
WF,26,0,271
WFM,224,0,447
WH,80,0,350
WK,227,0,384
WL,43,0,291
WM,130,0,834
WP,100,0,563
WR,254,0,456
WS,232,0,447
WSM,216,0,433
WT,104,0,177
WTV,23,0,273
WV,149,0,364
WW,82,0,327
WWW,83,0,327
WZ,103,0,364
YPB,129,0,429
ZA,18,0,14
ZB,219,0,441
ZBM,57,0,115
ZD,124,1.032258064516129,831
ZDK,127,0,834
ZH,212,0,432
ZL,94,0,350
ZLSH,99,0,364
ZLW,102,6.225806451612903,469
ZP,47,30.806451612903224,274
ZTM,124,0,429
ZTMO,123,0,429
ZV,32,0,271
ZVB,110,0,474
ZVT,141,0,848
ZWD,103,0,211
ZZS,127,0,834
