station,distance,services_per_day,n_of_disruptions
AC,42,0,137
AH,64,0,60
AHP,65,0,317
AHPR,67,0,319
AHZ,56,0,60
AKL,29,0,44
AKM,182,0,405
ALM,67,0,114
ALMB,73,0,245
ALMM,66,0,113
ALMO,75,0,245
ALMP,69,0,245
AMF,39,0,101
AMFS,42,0,341
AML,136,0,407
AMPO,64,0,113
AMR,96,0,386
AMRI,138,0,477
AMRN,97,0,461
ANA,126,0,472
APD,82,0,341
APDM,83,0,376
APDO,85,0,376
APG,245,0,435
APN,53,0,111
ARN,160,0,230
ASA,51,0,101
ASB,47,0,101
ASD,57,0,101
ASDL,64,0,380
ASDM,53,0,138
ASDZ,53,0,104
ASHD,48,0,115
ASN,183,0,355
ASS,61,0,359
ASSP,54,0,152
ATN,116,0,354
AVAT,45,0,347
BD,73,0,129
BDE,154,0,230
BDG,45,0,102
BDM,226,0,424
BDPB,78,0,452
BET,52,0,159
BF,230,0,424
BGN,108,0,199
BHDV,40,0,64
BHV,27,0,101
BK,147,0,230
BKF,115,0,444
BKG,114,0,440
BKL,30,0,104
BL,167,0,360
BLL,79,0,396
BMN,86,0,320
BMR,86,0,95
BN,143,0,387
BNC,58,0,342
BNK,24,0,28
BNN,55,0,341
BNZ,60,0,358
BP,224,0,372
BR,112,0,210
BRD,66,0,194
BRN,42,0,125
BSD,15,0,43
BSK,59,0,192
BSKS,60,0,215
BSMZ,41,0,102
BTL,42,0,116
BV,86,0,419
BZL,140,0,230
CAS,84,0,383
CK,76,0,92
CO,160,0,375
CPS,63,0,186
CVM,164,0,247
DA,147,0,477
DB,28,0,72
DDN,133,0,335
DDR,57,0,77
DDRS,54,0,75
DDZD,58,0,194
DEI,204,0,372
DID,83,0,317
DL,117,0,355
DLD,30,0,121
DLN,164,0,389
DMN,56,0,152
DMNZ,51,0,104
DN,84,0,182
DR,80,0,317
DRH,84,0,415
DRON,116,0,259
DRP,211,0,386
DT,87,0,201
DTC,94,0,337
DTCH,92,0,337
DTCP,87,0,256
DV,97,0,341
DVC,101,0,407
DVD,49,0,101
DVN,73,0,319
DVNK,71,0,209
DWE,217,0,372
DZ,249,0,453
DZW,248,0,453
EC,127,0,227
ED,57,0,104
EDC,59,0,126
EDN,169,0,231
EEM,256,0,452
EGH,163,0,246
EGHM,164,0,246
EHS,61,0,235
EHV,62,0,116
EKZ,118,0,452
EML,62,0,344
EMN,180,0,390
EMNZ,176,0,389
ES,146,0,387
ESE,152,0,416
ESK,142,0,387
EST,53,0,46
ETN,84,0,452
FN,217,0,372
FWD,214,0,372
GBG,153,0,375
GBR,155,0,416
GD,50,35.483870967741936,101
GDG,47,35.483870967741936,101
GDM,8,74.19354838709677,0
GDR,99,0,354
GERP,209,0,408
GK,230,0,423
GLN,143,0,229
GN,211,0,408
GND,43,0,64
GNN,215,0,423
GO,123,0,327
GP,68,0,178
GR,34,0,62
GS,145,0,230
GV,79,0,186
GVC,78,34.41935483870968,186
GVM,79,0,294
GVMW,80,0,201
GW,187,0,412
GZ,63,0,131
HAD,80,0,396
HB,154,0,260
HBZM,46,0,74
HD,66,0,344
HDB,147,0,362
HDE,87,0,341
HDG,210,0,372
HDR,138,0,481
HDRZ,137,0,481
HFD,69,0,165
HGL,138,0,368
HGLG,136,0,368
HGLO,140,0,387
HGV,153,0,355
HGZ,222,0,431
HIL,86,0,209
HK,83,0,419
HKS,110,0,436
HLG,226,0,373
HLGH,227,0,377
HLM,76,0,359
HLMS,75,0,380
HLO,91,0,386
HM,75,0,178
HMBH,76,0,182
HMBV,72,0,178
HMH,74,0,178
HMN,39,0,46
HN,100,0,380
HNK,101,0,436
HNO,117,0,355
HNP,242,0,375
HON,116,0,407
HOR,30,0,101
HR,171,0,355
HRL,158,0,229
HRLW,160,0,246
HRN,205,0,408
HRT,102,0,210
[HRY,inf,0,0
HT,30,36.935483870967744,43
HTN,10,74.25806451612904,0
HTNC,9,74.25806451612904,0
HTO,31,0,116
HVL,45,0,341
HVS,36,0,101
HVSM,37,0,102
HVSP,35,0,101
HWD,103,0,462
HWZB,68,0,380
HZE,73,0,184
IJT,225,0,373
KBD,127,0,230
KBK,91,0,377
KLP,50,0,104
KMA,75,0,393
KMR,166,0,246
KMW,247,0,380
KPN,120,0,355
KPNZ,120,0,355
KRD,166,0,257
KRG,134,0,230
KTR,32,0,43
KW,219,0,429
KZ,69,0,383
LAA,79,0,215
LC,110,0,320
LDL,67,0,192
LDM,22,0,44
LEDN,68,0,199
LEER,280,0,447
LG,161,0,246
LLS,91,0,245
LLZM,63,34.41935483870968,186
LP,237,0,435
LTN,65,0,127
LTV,128,0,322
LUT,143,0,229
LW,200,0,355
LWC,203,0,372
MAS,25,0,101
MDB,164,0,230
MES,166,0,231
MG,210,0,372
MMLH,71,0,81
MP,133,0,355
MRB,139,0,362
MRN,36,0,104
MT,160,0,229
MTH,220,0,431
MTN,163,0,231
MTR,161,0,231
MZ,83,0,189
[NEA,inf,0,0
NDB,42,0,102
NH,151,0,260
NKK,50,0,341
NM,61,0,60
NMD,66,0,81
NMGO,64,0,81
NMH,64,0,81
NML,60,0,60
NS,78,0,341
NSCH,255,0,438
NVD,137,0,355
NVP,74,0,293
NWK,59,0,186
O,49,0,116
OBD,109,0,472
ODB,88,0,199
ODZ,149,0,387
OMN,128,0,362
OP,36,0,46
OST,107,0,407
OT,51,0,159
OTB,68,0,317
OVN,78,0,396
OW,48,0,119
PMO,82,0,381
PMR,81,0,380
PMW,80,0,383
PT,57,0,344
RAI,52,0,104
RAT,123,0,355
RB,124,0,230
RD,249,0,439
RH,74,0,320
RHN,59,0,107
RL,115,0,322
RLB,70,0,293
RM,114,0,178
RS,37,0,119
RSD,95,0,194
RSN,123,0,407
RSW,82,0,201
RTA,64,0,186
RTB,75,0,256
RTD,74,0,186
RTN,69,0,188
RTST,72,0,299
RTZ,73,0,299
RV,125,0,227
RVS,57,0,137
SBK,146,0,259
SD,38,0,125
SDA,238,0,429
SDM,78,0,256
SDT,47,0,74
SDTB,50,0,75
SGL,170,0,245
SGN,117,0,472
SHL,64,0,115
SK,222,0,372
SKND,221,0,372
SM,119,0,227
SN,148,0,260
SOG,168,0,246
SPTN,83,0,414
SPTZ,81,0,414
SRN,132,0,256
SSH,76,0,209
ST,37,0,125
STD,139,0,227
STM,233,0,435
STV,251,0,380
STZ,36,0,125
SWD,222,0,423
SWK,147,0,405
TB,52,0,116
TBG,100,0,354
TBR,57,0,129
TBU,53,0,129
TG,119,0,263
TL,20,37.25806451612903,43
TPSW,18,37.25806451612903,43
TWL,92,0,376
UHM,246,0,439
UHZ,243,0,439
UST,238,0,438
UT,18,74.25806451612904,28
UTG,80,0,418
UTLN,14,74.25806451612904,28
UTLR,21,35.483870967741936,101
UTM,26,0,101
UTO,21,0,101
UTT,23,35.483870967741936,101
UTVR,17,74.25806451612904,28
UTZL,20,0,101
VB,75,34.41935483870968,186
VD,105,0,320
VDL,162,0,246
VDM,238,0,436
VEM,96,0,378
VG,34,0,116
VH,76,0,209
VHP,145,0,365
VK,171,0,246
VL,114,0,262
VLB,93,0,123
VNDC,51,0,106
VNDW,50,0,106
VP,70,0,320
VRY,100,0,124
VS,170,0,232
VSS,169,0,232
VST,73,0,294
VSV,107,0,354
VTN,25,35.483870967741936,106
VZ,142,0,477
WAD,58,0,186
WADN,59,0,186
WADT,57,0,186
WC,64,0,140
WD,34,35.483870967741936,101
WDN,131,0,414
WF,66,0,126
WFM,235,0,438
WH,114,0,417
WK,238,0,375
WL,89,0,337
WM,73,0,383
WP,51,0,113
WR,265,0,447
WS,243,0,438
WSM,227,0,424
WT,90,0,178
WTV,69,0,319
WV,160,0,355
WW,128,0,373
WWW,129,0,373
WZ,96,0,354
YPB,71,34.41935483870968,186
ZA,42,0,46
ZB,230,0,432
ZBM,17,36.935483870967744,43
ZD,67,0,380
ZDK,70,0,383
ZH,223,0,423
ZL,105,0,341
ZLSH,110,0,355
ZLW,72,0,194
ZP,93,0,320
ZTM,66,26.451612903225808,186
ZTMO,65,34.41935483870968,186
ZV,78,0,317
ZVB,80,0,199
ZVT,84,0,397
ZWD,59,0,194
ZZS,70,0,383
