station,distance,services_per_day,n_of_disruptions
AC,146,0,422
AH,64,0,56
AHP,63,0,59
AHPR,65,0,61
AHZ,72,0,313
AKL,141,0,374
AKM,169,0,154
ALM,153,0,302
ALMB,159,0,433
ALMM,152,0,301
ALMO,161,0,433
ALMP,155,0,433
AMF,106,0,49
AMFS,109,0,289
AML,100,0,80
AMPO,150,0,301
AMR,190,0,575
AMRI,102,0,150
AMRN,191,0,650
ANA,220,0,661
APD,63,0,14
APDM,62,0,15
APDO,66,0,49
APG,232,0,184
APN,157,0,396
ARN,258,0,800
ASA,148,0,293
ASB,148,0,293
ASD,151,0,290
ASDL,158,0,569
ASDM,147,0,308
ASDZ,150,0,293
ASHD,149,0,307
ASN,170,0,104
ASS,155,0,548
ASSP,146,0,308
ATN,12,0,0
AVAT,112,0,295
BD,169,0,441
BDE,208,0,515
BDG,149,0,387
BDM,213,0,173
BDPB,174,0,764
BET,148,0,471
BF,217,0,173
BGN,206,0,769
BHDV,152,0,394
BHV,118,0,293
BK,201,0,515
BKF,209,0,633
BKG,208,0,629
BKL,134,0,389
BL,154,0,109
BLL,173,0,585
BMN,52,0,14
BMR,108,0,348
BN,95,0,81
BNC,96,0,336
BNK,114,0,367
BNN,99,0,352
BNZ,94,0,336
BP,211,0,121
BR,143,0,377
BRD,178,0,524
BRN,115,0,289
BSD,127,0,373
BSK,163,0,477
BSKS,164,0,500
BSMZ,127,0,290
BTL,138,0,428
BV,180,0,608
BZL,238,0,800
CAS,178,0,572
CK,98,0,345
CL,128,0,373
CO,140,0,167
CPS,167,0,471
CVM,218,0,532
DA,111,0,150
DB,110,0,335
DDN,85,0,29
DDR,169,0,407
DDRS,166,0,405
DDZD,170,0,524
DEI,191,0,121
DID,45,0,36
DL,104,0,104
DLD,115,0,289
DLN,144,0,181
DMN,144,0,307
DMNZ,144,0,307
DN,171,0,429
DR,58,0,14
DRH,178,0,604
DRON,124,0,104
DRP,198,0,135
DT,191,0,486
DTC,34,0,19
DTCH,36,0,36
DTCP,191,0,541
DV,61,0,14
DVC,65,0,80
DVD,146,0,290
DVN,55,0,56
DVNK,175,0,494
DWE,204,0,121
DZ,236,0,202
DZW,235,0,202
EC,181,0,512
ED,81,0,313
EDC,83,0,335
EDN,223,0,516
EEM,243,0,201
EGH,217,0,531
EGHM,218,0,531
EHS,157,0,547
EHV,158,0,428
EKZ,212,0,641
EML,129,0,292
EMN,160,0,182
EMNZ,156,0,181
ES,98,0,81
ESE,104,0,110
ESK,94,0,81
EST,75,0,313
ETN,180,0,764
FN,204,0,121
FWD,201,0,121
GBG,133,0,167
GBR,107,0,110
GD,154,0,386
GDG,151,0,386
GDM,120,0,330
GDR,29,0,19
GERP,196,0,157
GK,217,0,172
GLN,197,0,514
GN,198,0,157
GND,155,0,394
GNN,202,0,172
GO,75,0,21
GP,164,0,490
GR,146,0,392
GS,243,0,800
GV,183,0,471
GVC,182,0,471
GVM,183,0,579
GVMW,184,0,486
GW,174,0,111
GZ,159,0,443
HAD,174,0,585
HB,208,0,545
HBZM,158,0,404
HD,131,0,104
HDB,127,0,154
HDE,110,0,104
HDG,197,0,121
HDR,232,0,670
HDRZ,231,0,670
HFD,166,0,417
HGL,90,0,62
HGLG,88,0,62
HGLO,92,0,81
HGV,140,0,104
HGZ,209,0,180
HIL,181,0,625
HK,177,0,608
HKS,204,0,625
HLG,213,0,122
HLGH,214,0,126
HLM,170,0,548
HLMS,169,0,569
HLO,185,0,575
HM,171,0,490
HMBH,172,0,494
HMBV,168,0,490
HMH,170,0,490
HMN,89,0,327
HN,194,0,569
HNK,195,0,625
HNO,104,0,104
HNP,229,0,124
HON,80,0,80
HOR,128,0,290
HR,158,0,104
HRL,212,0,514
HRLW,214,0,531
HRN,192,0,157
HRT,153,0,429
HT,126,0,355
HTN,128,0,411
HTNC,129,0,439
HTO,125,0,355
HVL,109,0,353
HVS,122,0,289
HVSM,123,0,290
HVSP,123,0,290
HWD,197,0,651
HWZB,162,0,569
HZE,169,0,496
IJT,212,0,122
KBD,225,0,800
KBK,54,0,14
KLP,88,0,335
KMA,169,0,582
KMR,220,0,531
KMW,234,0,129
KPN,107,0,104
KPNZ,107,0,104
KRD,220,0,542
KRG,232,0,800
KTR,96,0,327
KW,206,0,178
KZ,163,0,572
LAA,183,0,500
LC,62,0,14
LDL,171,0,477
LDM,134,0,374
LEDN,172,0,484
LEER,267,0,196
LG,215,0,531
LLS,149,0,104
LLZM,167,0,471
LP,224,0,184
LTN,89,0,336
LTV,10,0,0
LUT,197,0,514
LW,187,0,104
LWC,190,0,121
MAS,129,0,386
MDB,262,0,800
MES,220,0,516
MG,197,0,121
MMLH,93,0,334
MP,120,0,104
MRB,119,0,151
MRN,118,0,367
MT,214,0,514
MTH,207,0,180
MTN,217,0,516
MTR,215,0,516
MZ,179,0,501
NDB,128,0,290
NH,205,0,545
NKK,117,0,289
NM,83,0,313
NMD,88,0,334
NMGO,86,0,334
NMH,86,0,334
NML,82,0,327
NS,119,0,104
NSCH,242,0,187
NVD,103,0,87
NVP,171,0,545
NWK,163,0,471
O,107,0,334
OBD,203,0,661
ODB,200,0,769
ODZ,101,0,81
OMN,115,0,111
OP,92,0,327
OST,71,0,80
OT,147,0,471
OTB,68,0,313
OVN,172,0,585
OW,108,0,355
PMO,176,0,570
PMR,175,0,569
PMW,174,0,572
PT,124,0,292
RAI,149,0,293
RAT,110,0,104
RB,222,0,800
RD,236,0,188
RH,64,0,17
RHN,141,0,370
RL,23,0,12
RLB,182,0,623
RM,168,0,463
RS,119,0,355
RSD,193,0,764
RSN,87,0,80
RSW,186,0,486
RTA,168,0,471
RTB,179,0,541
RTD,178,0,471
RTN,173,0,473
RTST,183,0,550
RTZ,182,0,550
RV,157,0,449
RVS,99,0,313
SBK,200,0,544
SD,119,0,303
SDA,225,0,178
SDM,182,0,541
SDT,159,0,404
SDTB,162,0,405
SGL,224,0,530
SGN,211,0,661
SHL,161,0,367
SK,209,0,121
SKND,208,0,121
SM,163,0,463
SN,202,0,545
SOG,222,0,531
SPTN,177,0,603
SPTZ,175,0,603
SRN,186,0,541
SSH,180,0,494
ST,120,0,303
STD,193,0,512
STM,220,0,184
STV,238,0,129
STZ,121,0,293
SWD,209,0,172
SWK,134,0,154
TB,148,0,428
TBG,28,0,19
TBR,153,0,441
TBU,149,0,441
TG,150,0,430
TL,108,0,330
TPSW,110,0,330
TWL,66,0,80
UHM,233,0,188
UHZ,230,0,188
UST,225,0,187
UT,122,0,313
UTG,174,0,607
UTLN,124,0,411
UTLR,125,0,386
UTM,130,0,386
UTO,124,0,313
UTT,127,0,386
UTVR,121,0,411
UTZL,124,0,386
VB,179,0,471
VD,33,0,12
VDL,216,0,531
VDM,225,0,185
VEM,49,0,14
VG,130,0,428
VH,180,0,494
VHP,113,0,151
VK,225,0,531
VL,145,0,429
VLB,115,0,376
VNDC,133,0,369
VNDW,132,0,369
VP,68,0,20
VRY,122,0,377
VS,268,0,802
VSS,267,0,802
VST,177,0,579
VSV,21,0,19
VTN,129,0,391
VZ,106,0,150
WAD,162,0,471
WADN,163,0,471
WADT,161,0,471
WC,92,0,313
WD,138,0,386
WDN,95,0,87
WF,72,0,313
WFM,222,0,187
WH,78,0,90
WK,225,0,124
WL,39,0,36
WM,167,0,572
WP,137,0,301
WR,252,0,196
WS,230,0,187
WSM,214,0,173
WT,186,0,490
WTV,59,0,59
WV,147,0,104
WZ,101,0,104
YPB,175,0,471
ZA,86,0,327
ZB,217,0,181
ZBM,129,0,373
ZD,161,0,569
ZDK,164,0,572
ZH,210,0,172
ZL,92,0,90
ZLSH,97,0,104
ZLW,184,0,782
ZP,45,0,14
ZTM,170,0,471
ZTMO,169,0,471
ZV,50,0,56
ZVB,192,0,787
ZVT,178,0,586
ZWD,171,0,524
ZZS,164,0,572
