station,distance,services_per_day,n_of_disruptions
AC,168,0,480
AH,91,0,99
AHP,90,0,103
AHPR,88,0,102
AHZ,99,0,356
AKL,168,0,417
AKM,153,0,194
ALM,157,0,155
ALMB,151,0,155
ALMM,158,0,286
ALMO,149,0,144
ALMP,155,0,160
AMF,123,0,131
AMFS,126,0,371
AML,31,0,48
AMPO,160,0,287
AMR,207,0,657
AMRI,29,0,49
AMRN,208,0,732
ANA,237,0,743
APD,80,0,96
APDM,79,0,97
APDO,82,0,184
APG,216,0,224
APN,179,0,381
ARN,285,0,843
ASA,165,0,375
ASB,165,0,375
ASD,168,0,372
ASDL,175,0,651
ASDM,164,0,390
ASDZ,167,0,375
ASHD,166,0,389
ASN,154,0,144
ASS,172,0,630
ASSP,163,0,390
ATN,119,0,110
AVAT,129,0,377
BD,196,0,484
BDE,235,0,558
BDG,171,0,372
BDM,197,0,213
BDPB,201,0,807
BET,175,0,514
BF,201,0,213
BGN,233,0,812
BHDV,179,0,437
BHV,135,0,375
BK,228,0,558
BKF,226,0,715
BKG,225,0,711
BKL,156,0,447
BL,138,0,149
BLL,190,0,667
BMN,69,0,96
BMR,135,0,391
BN,22,0,48
BNC,123,0,379
BNK,141,0,410
BNN,126,0,395
BNZ,121,0,379
BP,195,0,161
BR,170,0,420
BRD,205,0,567
BRN,132,0,371
BSD,154,0,416
BSK,185,0,462
BSKS,186,0,485
BSMZ,144,0,372
BTL,165,0,471
BV,197,0,690
BZL,265,0,843
CAS,195,0,654
CK,125,0,388
CL,155,0,416
CO,71,0,135
CPS,189,0,529
CVM,245,0,575
DA,42,0,118
DB,137,0,378
DDN,22,0,48
DDR,196,0,450
DDRS,193,0,448
DDZD,197,0,567
DEI,175,0,161
DID,108,0,108
DL,72,0,122
DLD,132,0,371
DLN,75,0,149
DMN,161,0,389
DMNZ,161,0,389
DN,198,0,472
DR,75,0,96
DRH,195,0,686
DRON,108,0,144
DRP,182,0,175
DT,213,0,544
DTC,119,0,128
DTCH,117,0,128
DTCP,213,0,599
DV,70,0,118
DVC,66,0,125
DVD,163,0,372
DVN,98,0,105
DVNK,197,0,479
DWE,188,0,161
DZ,220,0,242
DZW,219,0,242
EC,208,0,555
ED,108,0,356
EDC,110,0,378
EDN,250,0,559
EEM,227,0,241
EGH,244,0,574
EGHM,245,0,574
EHS,184,0,590
EHV,185,0,471
EKZ,229,0,723
EML,119,0,147
EMN,91,0,150
EMNZ,87,0,149
ES,9,0,0
ESE,3,0,0
ESK,13,0,29
EST,102,0,356
ETN,207,0,807
FN,188,0,161
FWD,185,0,161
GBG,64,0,135
GD,176,0,444
GDG,173,0,444
GDM,147,0,373
GDR,124,0,145
GERP,180,0,197
GK,201,0,212
GLN,224,0,557
GN,182,0,197
GND,182,0,437
GNN,186,0,212
GO,32,0,81
GP,191,0,533
GR,173,0,435
GS,270,0,843
GV,205,0,529
GVC,204,0,529
GVM,205,0,564
GVMW,206,0,544
GW,158,0,201
GZ,186,0,486
HAD,191,0,667
HB,235,0,588
HBZM,185,0,447
HD,115,0,144
HDB,58,0,122
HDE,94,0,144
HDG,181,0,161
HDR,249,0,752
HDRZ,248,0,752
HFD,183,0,499
HGL,17,0,29
HGLG,19,0,48
HGLO,19,0,48
HGV,124,0,144
