station,distance,services_per_day,n_of_disruptions
AC,151,0,485
AH,79,0,70
AHP,78,0,74
AHPR,76,0,73
AHZ,87,0,327
AKL,156,0,388
AKM,131,0,146
ALM,135,0,107
ALMB,129,0,107
ALMM,136,0,238
ALMO,127,0,96
ALMP,133,0,112
AMF,106,0,136
AMFS,109,0,376
AML,9,43.70967741935484,0
AMPO,138,0,239
AMR,190,0,662
AMRI,7,43.70967741935484,0
AMRN,191,0,737
ANA,220,0,748
APD,63,5.709677419354839,136
APDM,64,0,171
APDO,60,5.709677419354839,136
APG,194,0,176
APN,162,0,386
ARN,273,0,814
ASA,148,0,380
ASB,148,0,380
ASD,151,0,377
ASDL,158,0,656
ASDM,147,0,395
ASDZ,150,0,380
ASHD,149,0,394
ASN,132,0,96
ASS,155,0,635
ASSP,146,0,395
ATN,107,0,81
AVAT,112,0,382
BD,184,0,455
BDE,223,0,529
BDG,154,0,377
BDM,175,0,165
BDPB,189,0,778
BET,163,0,485
BF,179,0,165
BGN,221,0,783
BHDV,167,0,408
BHV,118,0,380
BK,216,0,529
BKF,209,0,720
BKG,208,0,716
BKL,139,0,452
BL,116,0,101
BLL,173,0,672
BMN,57,0,67
BMR,123,0,362
BNC,111,0,350
BNK,129,0,381
BNN,114,0,366
BNZ,109,0,350
BP,173,0,113
BR,158,0,391
BRD,193,0,538
BRN,115,0,376
BSD,142,0,387
BSK,168,0,467
BSKS,169,0,490
BSMZ,127,0,377
BTL,153,0,442
BV,180,0,695
BZL,253,0,814
CAS,178,0,659
CK,113,0,359
CL,143,0,387
CO,49,0,87
CPS,172,0,534
CVM,233,0,546
DA,20,0,70
DB,125,0,349
DDN,10,0,19
DDR,184,0,421
DDRS,181,0,419
DDZD,185,0,538
DEI,153,0,113
DID,96,0,79
DL,50,0,74
DLD,115,0,376
DLN,53,0,101
DMN,144,0,394
DMNZ,144,0,394
DN,186,0,443
DR,63,0,67
DRH,178,0,691
DRON,86,0,96
DRP,160,0,127
DT,196,0,549
DTC,107,0,99
DTCH,105,0,99
DTCP,196,0,604
DV,48,5.709677419354839,70
DVC,44,5.709677419354839,77
DVD,146,0,377
DVN,86,0,76
DVNK,180,0,484
DWE,166,0,113
DZ,198,0,194
DZW,197,0,194
EC,196,0,526
ED,96,0,327
EDC,98,0,349
EDN,238,0,530
EEM,205,0,193
EGH,232,0,545
EGHM,233,0,545
EHS,172,0,561
EHV,173,0,442
EKZ,212,0,728
EML,97,0,99
EMN,69,0,102
EMNZ,65,0,101
ES,13,44.29032258064516,19
ESE,19,0,48
ESK,9,44.29032258064516,19
EST,90,0,327
ETN,195,0,778
FN,166,0,113
FWD,163,0,113
GBG,42,0,87
GBR,22,0,48
GD,159,0,449
GDG,156,0,449
GDM,135,0,344
GDR,112,0,116
GERP,158,0,149
GK,179,0,164
GLN,212,0,528
GN,160,0,149
GND,170,0,408
GNN,164,0,164
GO,20,0,52
GP,179,0,504
GR,161,0,406
GS,258,0,814
GV,188,0,534
GVC,187,0,534
GVM,188,0,569
GVMW,189,0,549
GW,136,0,153
GZ,174,0,457
HAD,174,0,672
HB,223,0,559
HBZM,173,0,418
HD,93,0,96
HDB,36,0,74
HDE,72,0,96
HDG,159,0,113
HDR,232,0,757
HDRZ,231,0,757
HFD,166,0,504
HGL,5,44.29032258064516,0
HGLG,7,0,19
HGLO,7,0,19
HGV,102,0,96
HGZ,171,0,172
HIL,181,0,712
HK,177,0,695
HKS,204,0,712
HLG,175,0,114
HLGH,176,0,118
HLM,170,0,635
HLMS,169,0,656
HLO,185,0,662
HM,186,0,504
HMBH,187,0,508
HMBV,183,0,504
HMH,185,0,504
HMN,104,0,341
HN,194,0,656
HNK,195,0,712
HNO,42,37.935483870967744,82
HNP,191,0,116
HON,29,5.709677419354839,77
HOR,128,0,377
HR,120,0,96
HRL,227,0,528
HRLW,229,0,545
HRN,154,0,149
HRT,168,0,443
[HRY,inf,0,0
HT,141,0,369
HTN,135,0,449
HTNC,136,0,477
HTO,140,0,369
HVL,112,0,376
HVS,122,0,376
HVSM,123,0,377
HVSP,123,0,377
HWD,197,0,738
HWZB,162,0,656
HZE,184,0,510
IJT,174,0,114
KBD,240,0,814
KBK,59,0,67
KLP,103,0,349
KMA,169,0,669
KMR,235,0,545
KMW,196,0,121
KPN,69,0,96
KPNZ,69,0,96
KRD,235,0,556
KRG,247,0,814
KTR,111,0,341
KW,168,0,170
KZ,163,0,659
LAA,188,0,563
LC,33,0,60
LDL,176,0,467
LDM,149,0,388
LEDN,177,0,474
LEER,229,0,188
LG,230,0,545
LLS,111,0,96
LLZM,172,0,534
LP,186,0,176
LTN,104,0,350
LTV,85,0,69
LUT,212,0,528
LW,149,0,96
LWC,152,0,113
MAS,134,0,449
MDB,277,0,814
MES,235,0,530
MG,159,0,113
MMLH,108,0,348
MP,82,0,96
MRB,28,0,71
MRN,133,0,381
MT,229,0,528
MTH,169,0,172
MTN,232,0,530
MTR,230,0,530
MZ,194,0,515
[NEA,inf,0,0
NDB,128,0,377
NH,220,0,559
NKK,109,0,99
NM,98,0,327
NMD,103,0,348
NMGO,101,0,348
NMH,101,0,348
NML,97,0,341
NS,81,0,96
NSCH,204,0,179
NVD,22,37.935483870967744,70
NVP,171,0,632
NWK,168,0,534
O,122,0,348
OBD,203,0,748
ODB,215,0,783
ODZ,16,0,19
OMN,39,0,74
OP,107,0,341
OST,58,0,136
OT,162,0,485
OTB,83,0,327
OVN,172,0,672
OW,123,0,369
PMO,176,0,657
PMR,175,0,656
PMW,174,0,659
PT,102,0,113
RAI,149,0,380
RAT,36,37.935483870967744,82
RB,237,0,814
RD,198,0,180
RH,69,0,70
RHN,156,0,384
RL,72,0,69
RLB,190,0,613
RM,183,0,477
RS,134,0,369
RSD,208,0,778
RSN,22,5.741935483870968,70
RSW,191,0,549
RTA,173,0,534
RTB,184,0,604
RTD,183,0,534
RTN,178,0,536
RTST,188,0,613
RTZ,187,0,613
RV,172,0,463
RVS,114,0,327
SBK,215,0,558
SD,119,0,390
SDA,187,0,170
SDM,187,0,604
SDT,174,0,418
SDTB,177,0,419
SGL,239,0,544
SGN,211,0,748
SHL,161,0,454
SK,171,0,113
SKND,170,0,113
SM,178,0,477
SN,217,0,559
SOG,237,0,545
SPTN,177,0,690
SPTZ,175,0,690
SRN,201,0,555
SSH,182,0,632
ST,120,0,390
STD,208,0,526
STM,182,0,176
STV,200,0,121
STZ,121,0,380
SWD,171,0,164
SWK,96,0,146
TB,163,0,442
TBG,113,0,116
TBR,168,0,455
TBU,164,0,455
TG,165,0,444
TL,123,0,344
TPSW,125,0,344
TWL,53,5.709677419354839,136
UHM,195,0,180
UHZ,192,0,180
UST,187,0,179
UT,127,0,376
UTG,174,0,694
UTLN,131,0,449
UTLR,130,0,449
UTM,135,0,449
UTO,124,0,400
UTT,132,0,449
UTVR,128,0,449
UTZL,129,0,449
VB,184,0,534
VD,62,0,67
VDL,231,0,545
VDM,187,0,177
VEM,54,0,67
VG,145,0,442
VH,185,0,484
VHP,22,0,71
VK,240,0,545
VL,160,0,443
VLB,130,0,390
VNDC,148,0,383
VNDW,147,0,383
VP,73,0,73
VRY,137,0,391
VS,283,0,816
VSS,282,0,816
VST,182,0,569
VSV,116,0,100
VTN,134,0,454
VZ,15,0,70
WAD,167,0,534
WADN,168,0,534
WADT,166,0,534
WC,107,0,327
WD,143,0,376
WDN,14,43.67741935483871,70
WF,87,0,327
WFM,184,0,179
WH,65,0,146
WK,187,0,116
WL,102,0,99
WM,167,0,659
WP,137,0,388
WR,214,0,188
WS,192,0,179
WSM,176,0,165
WT,201,0,504
WTV,82,0,76
WV,109,0,96
WW,95,0,81
WWW,94,0,81
WZ,63,0,96
YPB,180,0,534
ZA,101,0,341
ZB,179,0,173
ZBM,144,0,387
ZD,161,0,656
ZDK,164,0,659
ZH,172,0,164
ZL,54,37.935483870967744,82
ZLSH,59,0,96
ZLW,199,0,796
ZP,50,0,67
ZTM,175,0,534
ZTMO,174,0,534
ZV,91,0,79
ZVB,207,0,801
ZVT,178,0,673
ZWD,186,0,538
ZZS,164,0,659
