station,distance,services_per_day,n_of_disruptions
AC,139,0,363
AH,104,0,93
AHP,103,0,97
AHPR,101,0,96
AHZ,112,0,350
AKL,162,0,452
AKM,49,0,0
ALM,109,0,25
ALMB,103,0,25
ALMM,110,0,156
ALMO,101,0,14
ALMP,107,0,30
AMF,94,0,14
AMFS,91,0,14
AML,73,0,26
AMPO,112,0,157
AMR,178,0,441
AMRI,75,0,96
AMRN,179,0,516
ANA,208,0,527
APD,74,0,14
APDM,75,0,49
APDO,71,0,90
APG,112,0,80
APN,150,0,264
ARN,293,0,638
ASA,136,0,159
ASB,136,0,159
ASD,139,0,156
ASDL,146,0,435
ASDM,135,0,273
ASDZ,138,0,156
ASHD,137,0,173
ASN,50,0,0
ASS,143,0,414
ASSP,134,0,273
ATN,132,0,104
AVAT,88,0,20
BD,206,0,413
BDE,248,0,552
BDG,142,0,255
BDM,93,0,69
BDPB,211,0,736
BET,185,0,443
BF,97,0,69
BGN,241,0,607
BHDV,173,0,472
BHV,106,0,258
BK,241,0,552
BKF,197,0,499
BKG,196,0,495
BKL,127,0,330
BL,34,0,5
BLL,161,0,451
BMN,82,0,90
BMR,148,0,385
BN,82,0,96
BNC,113,0,255
BNK,123,0,327
BNN,110,0,254
BNZ,115,0,271
BP,91,0,62
BR,183,0,414
BRD,182,0,497
BRN,103,0,254
BSD,148,0,451
BSK,156,0,345
BSKS,157,0,368
BSMZ,115,0,255
BTL,175,0,400
BV,168,0,474
BZL,273,0,638
CAS,166,0,438
CK,138,0,382
CL,133,0,355
CO,83,0,34
CPS,160,0,412
CVM,258,0,569
DA,70,0,24
DB,127,0,327
DDN,92,0,115
DDR,190,0,485
DDRS,187,0,483
DDZD,191,0,602
DEI,71,0,62
DID,121,0,102
DL,40,0,14
DLD,103,0,254
DLN,87,0,48
DMN,132,0,272
DMNZ,132,0,272
DN,211,0,466
DR,88,0,90
DRH,166,0,470
DRON,60,0,14
DRP,78,0,76
DT,184,0,427
DTC,132,0,122
DTCH,130,0,122
DTCP,184,0,482
DV,59,0,24
DVC,63,0,90
DVD,134,0,156
DVN,111,0,99
DVNK,168,0,362
DWE,84,0,62
DZ,116,0,98
DZW,115,0,98
EC,221,0,549
ED,121,0,350
EDC,123,0,372
EDN,263,0,553
EEM,123,0,97
EGH,257,0,568
EGHM,258,0,568
EHS,194,0,519
EHV,195,0,400
EKZ,200,0,507
EML,71,0,17
EMN,103,0,49
EMNZ,99,0,48
ES,95,0,115
ESE,101,0,144
ESK,91,0,115
EST,115,0,350
ETN,217,0,736
FN,84,0,62
FWD,81,0,62
GBG,76,0,34
GBR,104,0,144
GD,147,0,327
GDG,144,0,255
GDM,141,0,408
GDR,137,0,139
GERP,76,0,53
GK,97,0,68
GLN,237,0,551
GN,78,0,53
GND,176,0,472
GNN,82,0,68
GO,102,0,148
GP,201,0,462
GR,167,0,470
GS,278,0,638
GV,176,0,412
GVC,175,0,412
GVM,176,0,447
GVMW,177,0,427
GW,54,0,43
GZ,196,0,415
HAD,162,0,451
HB,248,0,582
HBZM,179,0,482
HD,67,0,14
HDB,70,0,21
HDE,46,0,14
HDG,77,0,62
HDR,220,0,536
HDRZ,219,0,536
HFD,154,0,280
HGL,87,0,96
HGLG,89,0,115
HGLO,89,0,115
HGV,20,0,0
HGZ,89,0,76
HIL,169,0,491
HK,165,0,474
HKS,192,0,491
HLG,93,0,63
HLGH,94,0,67
HLM,158,0,414
HLMS,157,0,435
HLO,173,0,441
HM,208,0,462
HMBH,209,0,466
HMBV,205,0,462
HMH,207,0,462
HMN,129,0,364
HN,182,0,435
HNK,183,0,491
HNO,40,0,14
HNP,109,0,65
HON,78,0,90
HOR,116,0,255
HR,38,0,7
HRL,252,0,551
HRLW,254,0,568
HRN,72,0,53
HRT,193,0,466
HT,163,0,327
HTN,123,0,327
HTNC,124,0,355
HTO,164,0,400
HVL,100,0,254
HVS,110,0,254
HVSM,111,0,255
HVSP,111,0,255
HWD,185,0,517
HWZB,150,0,435
HZE,206,0,468
IJT,92,0,63
KBD,260,0,638
KBK,83,0,50
KLP,128,0,372
KMA,157,0,448
KMR,260,0,568
KMW,114,0,70
KPN,43,0,14
KPNZ,43,0,14
KRD,260,0,579
KRG,267,0,638
KTR,136,0,364
KW,86,0,74
KZ,151,0,438
LAA,176,0,441
LC,92,0,90
LDL,164,0,345
LDM,155,0,452
LEDN,165,0,352
LEER,147,0,92
LG,255,0,568
LLS,85,0,14
LLZM,160,0,412
LP,104,0,80
LTN,120,0,271
LTV,110,0,92
LUT,237,0,551
LW,67,0,45
LWC,70,0,62
MAS,122,0,327
MDB,297,0,638
MES,260,0,553
MG,77,0,62
MMLH,133,0,371
MRB,62,0,21
MRN,135,0,359
MT,254,0,551
MTH,87,0,76
MTN,257,0,553
MTR,255,0,553
MZ,216,0,473
[NEA,inf,0,0
NDB,116,0,255
NH,245,0,582
NKK,83,0,17
NM,123,0,350
NMD,128,0,371
NMGO,126,0,371
NMH,126,0,371
NML,122,0,364
NS,55,0,14
NSCH,122,0,83
NVD,60,0,14
NVP,159,0,411
NWK,156,0,412
O,147,0,371
OBD,191,0,530
ODB,221,0,607
ODZ,98,0,115
OMN,51,0,21
OP,132,0,364
OST,49,0,14
OT,184,0,443
OTB,108,0,350
OVN,160,0,454
OW,148,0,392
PMO,164,0,439
PMR,163,0,438
PMW,162,0,441
PT,76,0,31
RAI,137,0,162
RAT,46,0,14
RB,257,0,638
RD,116,0,84
RH,94,0,93
RHN,158,0,362
RL,97,0,92
RLB,178,0,491
RM,208,0,500
RS,159,0,392
RSD,228,0,602
RSN,76,0,26
RSW,179,0,427
RTA,161,0,412
RTB,172,0,482
RTD,171,0,412
RTN,166,0,414
RTST,176,0,491
RTZ,175,0,491
RV,197,0,486
RVS,139,0,350
SBK,240,0,581
SD,107,0,268
SDA,105,0,74
SDM,175,0,482
SDT,180,0,482
SDTB,183,0,483
SGL,264,0,567
SGN,199,0,530
SHL,149,0,233
SK,89,0,24
SKND,88,0,24
SM,203,0,500
SN,242,0,582
SOG,262,0,568
SPTN,165,0,472
SPTZ,163,0,472
SRN,226,0,578
SSH,170,0,411
ST,108,0,268
STD,233,0,549
STM,100,0,80
STV,118,0,32
STZ,109,0,258
SWD,89,0,68
SWK,14,0,0
TB,185,0,400
TBG,138,0,139
TBR,190,0,413
TBU,186,0,413
TG,190,0,467
TL,148,0,367
