station,distance,services_per_day,n_of_disruptions
AC,93,0,366
AH,11,0,0
AHP,12,0,257
AHPR,14,0,259
AHZ,3,0,0
AKL,66,0,47
AKM,164,0,400
ALM,109,0,550
ALMB,115,0,681
ALMM,108,0,549
ALMO,117,0,681
ALMP,111,0,681
AMF,62,0,297
AMFS,65,0,537
AML,95,0,326
AMPO,106,0,549
AMR,146,0,823
AMRI,97,0,396
AMRN,147,0,898
ANA,176,0,909
APD,58,0,260
APDM,57,0,261
APDO,61,0,295
APG,227,0,430
APN,104,0,340
ARN,183,0,487
ASA,102,0,330
ASB,98,0,330
ASD,107,0,538
ASDL,114,0,817
ASDM,103,0,556
ASDZ,104,0,333
ASHD,99,0,344
ASN,165,0,350
ASS,111,0,796
ASSP,102,0,556
ATN,63,0,294
AVAT,68,0,543
BD,94,0,128
BDE,133,0,202
BDG,96,0,331
BDM,208,0,419
BDPB,99,0,451
BET,73,0,158
BF,212,0,419
BGN,131,0,456
BHDV,77,0,67
BHV,74,0,541
BK,126,0,202
BKF,165,0,881
BKG,164,0,877
BKL,81,0,333
BL,149,0,355
BLL,129,0,833
BMN,33,0,260
BMR,33,0,35
BN,90,0,327
BNC,43,0,280
BNK,61,0,311
BNN,46,0,296
BNZ,41,0,280
BP,206,0,367
BR,68,0,64
BRD,103,0,197
BRN,71,0,537
BSD,52,0,46
BSK,110,0,421
BSKS,111,0,444
BSMZ,83,0,538
BTL,63,0,115
BV,136,0,856
BZL,163,0,487
CAS,134,0,820
CK,23,0,32
CL,53,0,46
CO,135,0,413
CPS,114,0,415
CVM,143,0,219
DA,106,0,396
DB,57,0,279
DDN,80,0,275
DDR,94,0,80
DDRS,91,0,78
DDZD,95,0,197
DEI,186,0,367
DID,30,0,257
DL,99,0,350
DLD,71,0,537
DLN,139,0,427
DMN,100,0,555
DMNZ,100,0,555
DN,96,0,116
DR,27,0,257
DRH,134,0,852
DRON,119,0,350
DRP,193,0,381
DT,128,0,267
DTC,41,0,277
DTCH,39,0,277
DTCP,127,0,267
DV,56,0,260
DVC,60,0,326
DVD,100,0,330
DVN,20,0,259
DVNK,122,0,438
DWE,199,0,367
DZ,231,0,448
DZW,230,0,448
EC,106,0,199
ED,28,0,257
EDC,30,0,279
EDN,148,0,203
EEM,238,0,447
EGH,142,0,218
EGHM,143,0,218
EHS,82,0,234
EHV,83,0,115
EKZ,168,0,889
EML,85,0,540
EMN,155,0,428
EMNZ,151,0,427
ES,93,0,327
ESE,99,0,356
ESK,89,0,327
ETN,105,0,451
FN,199,0,367
FWD,196,0,367
GBG,128,0,413
GBR,102,0,356
GD,101,0,330
GDG,98,0,330
GDM,45,0,3
GDR,46,0,294
GERP,191,0,403
GK,212,0,418
GLN,122,0,201
GN,193,0,403
GND,80,0,67
GNN,197,0,418
GO,70,0,267
GP,89,0,177
GR,71,0,65
GS,168,0,487
GV,130,0,415
GVC,129,0,415
GVM,130,0,523
GVMW,131,0,430
GW,169,0,407
GZ,84,0,130
HAD,130,0,833
HB,133,0,232
HBZM,83,0,77
HD,89,0,540
HDB,122,0,400
HDE,105,0,350
HDG,192,0,367
HDR,188,0,918
HDRZ,187,0,918
HFD,120,0,394
HGL,85,0,308
HGLG,83,0,308
HGLO,87,0,327
HGV,135,0,350
HGZ,204,0,426
