station,distance,services_per_day,n_of_disruptions
AC,165,0,480
AH,88,0,99
AHP,87,0,103
AHPR,85,0,102
AHZ,96,0,356
AKL,165,0,417
AKM,150,0,194
ALM,154,0,155
ALMB,148,0,155
ALMM,155,0,286
ALMO,146,0,144
ALMP,152,0,160
AMF,120,0,131
AMFS,123,0,371
AML,28,0,48
AMPO,157,0,287
AMR,204,0,657
AMRI,26,0,49
AMRN,205,0,732
ANA,234,0,743
APD,77,0,96
APDM,76,0,97
APDO,79,0,184
APG,213,0,224
APN,176,0,381
ARN,282,0,843
ASA,162,0,375
ASB,162,0,375
ASD,165,0,372
ASDL,172,0,651
ASDM,161,0,390
ASDZ,164,0,375
ASHD,163,0,389
ASN,151,0,144
ASS,169,0,630
ASSP,160,0,390
ATN,116,0,110
AVAT,126,0,377
BD,193,0,484
BDE,232,0,558
BDG,168,0,372
BDM,194,0,213
BDPB,198,0,807
BET,172,0,514
BF,198,0,213
BGN,230,0,812
BHDV,176,0,437
BHV,132,0,375
BK,225,0,558
BKF,223,0,715
BKG,222,0,711
BKL,153,0,447
BL,135,0,149
BLL,187,0,667
BMN,66,0,96
BMR,132,0,391
BN,19,0,48
BNC,120,0,379
BNK,138,0,410
BNN,123,0,395
BNZ,118,0,379
BP,192,0,161
BR,167,0,420
BRD,202,0,567
BRN,129,0,371
BSD,151,0,416
BSK,182,0,462
BSKS,183,0,485
BSMZ,141,0,372
BTL,162,0,471
BV,194,0,690
BZL,262,0,843
CAS,192,0,654
CK,122,0,388
CL,152,0,416
CO,68,0,135
CPS,186,0,529
CVM,242,0,575
DA,39,0,118
DB,134,0,378
DDN,19,0,48
DDR,193,0,450
DDRS,190,0,448
DDZD,194,0,567
DEI,172,0,161
DID,105,0,108
DL,69,0,122
DLD,129,0,371
DLN,72,0,149
DMN,158,0,389
DMNZ,158,0,389
DN,195,0,472
DR,72,0,96
DRH,192,0,686
DRON,105,0,144
DRP,179,0,175
DT,210,0,544
DTC,116,0,128
DTCH,114,0,128
DTCP,210,0,599
DV,67,0,118
DVC,63,0,125
DVD,160,0,372
DVN,95,0,105
DVNK,194,0,479
DWE,185,0,161
DZ,217,0,242
DZW,216,0,242
EC,205,0,555
ED,105,0,356
EDC,107,0,378
EDN,247,0,559
EEM,224,0,241
EGH,241,0,574
EGHM,242,0,574
EHS,181,0,590
EHV,182,0,471
EKZ,226,0,723
EML,116,0,147
EMN,88,0,150
EMNZ,84,0,149
ES,6,34.483870967741936,0
ESK,10,0,29
EST,99,0,356
ETN,204,0,807
FN,185,0,161
FWD,182,0,161
GBG,61,0,135
GBR,3,35.16129032258065,0
GD,173,0,444
GDG,170,0,444
GDM,144,0,373
GDR,121,0,145
GERP,177,0,197
GK,198,0,212
GLN,221,0,557
GN,179,0,197
GND,179,0,437
GNN,183,0,212
GO,29,0,81
GP,188,0,533
GR,170,0,435
GS,267,0,843
GV,202,0,529
GVC,201,0,529
GVM,202,0,564
GVMW,203,0,544
GW,155,0,201
GZ,183,0,486
HAD,188,0,667
HB,232,0,588
HBZM,182,0,447
HD,112,0,144
HDB,55,0,122
HDE,91,0,144
HDG,178,0,161
HDR,246,0,752
HDRZ,245,0,752
HFD,180,0,499
HGL,14,0,29
HGLG,16,0,48
HGLO,16,0,48
HGV,121,0,144
HGZ,190,0,220
HIL,195,0,707
HK,191,0,690
HKS,218,0,707
HLG,194,0,162
HLGH,195,0,166
HLM,184,0,630
HLMS,183,0,651
HLO,199,0,657
HM,195,0,533
HMBH,196,0,537
HMBV,192,0,533
HMH,194,0,533
HMN,113,0,370
HN,208,0,651
HNK,209,0,707
HNO,61,0,130
HNP,210,0,164
HON,48,0,125
HOR,142,0,372
HR,139,0,144
HRL,236,0,557
HRLW,238,0,574
HRN,173,0,197
HRT,177,0,472
[HRY,inf,0,0
HT,150,0,398
HTN,149,0,444
HTNC,150,0,472
HTO,149,0,398
HVL,126,0,371
HVS,136,0,371
HVSM,137,0,372
HVSP,137,0,372
HWD,211,0,733
HWZB,176,0,651
HZE,193,0,539
IJT,193,0,162
KBD,249,0,843
KBK,68,0,96
KLP,112,0,378
KMA,183,0,664
KMR,244,0,574
KMW,215,0,169
KPN,88,0,144
KPNZ,88,0,144
KRD,244,0,585
KRG,256,0,843
KTR,120,0,370
KW,187,0,218
KZ,177,0,654
LAA,202,0,558
LC,42,0,89
LDL,190,0,462
LDM,158,0,417
LEDN,191,0,469
LEER,248,0,236
LG,239,0,574
LLS,130,0,144
LLZM,186,0,529
LP,205,0,224
LTN,113,0,379
LTV,94,0,98
LUT,221,0,557
LW,168,0,144
LWC,171,0,161
MAS,148,0,444
MDB,286,0,843
MES,244,0,559
MG,178,0,161
MMLH,117,0,377
MP,101,0,144
MRB,47,0,119
MRN,142,0,410
MT,238,0,557
MTH,188,0,220
MTN,241,0,559
MTR,239,0,559
MZ,203,0,544
[NEA,inf,0,0
NDB,142,0,372
NH,229,0,588
NKK,128,0,147
NM,107,0,356
NMD,112,0,377
NMGO,110,0,377
NMH,110,0,377
NML,106,0,370
NS,100,0,144
NSCH,223,0,227
NVD,41,0,118
NVP,185,0,627
NWK,182,0,529
O,131,0,377
OBD,217,0,743
ODB,224,0,812
ODZ,25,0,48
OMN,58,0,122
OP,116,0,370
OST,77,0,184
OT,171,0,514
OTB,92,0,356
OVN,186,0,667
OW,132,0,398
PMO,190,0,652
PMR,189,0,651
PMW,188,0,654
PT,121,0,161
RAI,163,0,375
RAT,55,0,130
RB,246,0,843
RD,217,0,228
RH,78,0,99
RHN,165,0,413
RL,81,0,98
RLB,204,0,608
RM,192,0,506
RS,143,0,398
RSD,217,0,807
RSN,41,0,118
RSW,205,0,544
RTA,187,0,529
RTB,198,0,599
RTD,197,0,529
RTN,192,0,531
RTST,202,0,608
RTZ,201,0,608
RV,181,0,492
RVS,123,0,356
SBK,224,0,587
SD,133,0,385
SDA,206,0,218
SDM,201,0,599
SDT,183,0,447
SDTB,186,0,448
SGL,248,0,573
SGN,225,0,743
SHL,175,0,449
SK,190,0,161
SKND,189,0,161
SM,187,0,506
SN,226,0,588
SOG,246,0,574
SPTN,191,0,685
SPTZ,189,0,685
SRN,210,0,584
SSH,196,0,627
ST,134,0,385
STD,217,0,555
STM,201,0,224
STV,219,0,169
STZ,135,0,375
SWD,190,0,212
SWK,115,0,194
TB,172,0,471
TBG,122,0,145
TBR,177,0,484
TBU,173,0,484
TG,174,0,473
TL,132,0,373
TPSW,134,0,373
TWL,72,0,184
UHM,214,0,228
UHZ,211,0,228
UST,206,0,227
UT,141,0,371
UTG,188,0,689
UTLN,145,0,444
UTLR,144,0,444
UTM,149,0,444
UTO,138,0,395
UTT,146,0,444
UTVR,142,0,444
UTZL,143,0,444
VB,198,0,529
VD,71,0,96
VDL,240,0,574
VDM,206,0,225
VEM,63,0,96
VG,154,0,471
VH,199,0,479
VHP,41,0,119
VK,249,0,574
VL,169,0,472
VLB,139,0,419
VNDC,157,0,412
VNDW,156,0,412
VP,82,0,102
VRY,146,0,420
VS,292,0,845
VSS,291,0,845
VST,196,0,564
VSV,125,0,129
VTN,148,0,449
VZ,34,0,118
WAD,181,0,529
WADN,182,0,529
WADT,180,0,529
WC,116,0,356
WD,157,0,371
WDN,33,0,118
WF,96,0,356
WFM,203,0,227
WH,84,0,194
WK,206,0,164
WL,111,0,128
WM,181,0,654
WP,151,0,383
WR,233,0,236
WS,211,0,227
WSM,195,0,213
WT,210,0,533
WTV,91,0,105
WV,128,0,144
WW,104,0,110
WWW,103,0,110
WZ,82,0,144
YPB,194,0,529
ZA,110,0,370
ZB,198,0,221
ZBM,153,0,416
ZD,175,0,651
ZDK,178,0,654
ZH,191,0,212
ZL,73,0,130
ZLSH,78,0,144
ZLW,208,0,825
ZP,59,0,96
ZTM,189,0,529
ZTMO,188,0,529
ZV,100,0,108
ZVB,216,0,830
ZVT,192,0,668
ZWD,195,0,567
ZZS,178,0,654
