station,distance,services_per_day,n_of_disruptions
AC,90,0,366
AH,8,44.903225806451616,0
AHP,9,30.806451612903224,257
AHPR,11,30.806451612903224,259
AKL,69,0,61
AKM,161,0,400
ALM,106,0,550
ALMB,112,0,681
ALMM,105,0,549
ALMO,114,0,681
ALMP,108,0,681
AMF,59,0,297
AMFS,62,0,537
AML,92,0,326
AMPO,103,0,549
AMR,143,1.064516129032258,823
AMRI,94,0,396
AMRN,144,0.967741935483871,898
ANA,173,0.967741935483871,909
APD,55,0,260
APDM,54,0,261
APDO,58,0,295
APG,224,0,430
APN,101,0,340
ARN,186,0,501
ASA,99,1.064516129032258,330
ASB,95,0.06451612903225806,330
ASD,104,1.064516129032258,538
ASDL,111,0,817
ASDM,100,0,556
ASDZ,101,0,344
ASHD,96,0,344
ASN,162,0,350
ASS,108,1.064516129032258,796
ASSP,99,0,556
ATN,60,0,294
AVAT,65,0,543
BD,97,6.806451612903226,142
BDE,136,0,216
BDG,93,0,331
BDM,205,0,419
BDPB,102,6.225806451612903,465
BET,76,0,172
BF,209,0,419
BGN,134,0,470
BHDV,80,0,81
BHV,71,0,541
BK,129,0,216
BKF,162,0,881
BKG,161,0,877
BKL,78,0,333
BL,146,0,355
BLL,126,0,833
BMN,30,30.806451612903224,260
BMR,36,0,49
BN,87,0,327
BNC,40,0,280
BNK,58,0,311
BNN,43,0,296
BNZ,38,0,280
BP,203,0,367
BR,71,0,78
BRD,106,0,211
BRN,68,0,537
BSD,55,0,60
BSK,107,0,421
BSKS,108,0,444
BSMZ,80,0,538
BTL,66,0,129
BV,133,0,856
BZL,166,0,501
CAS,131,1.064516129032258,820
CK,26,0,46
CL,56,0,60
CO,132,0,413
CPS,111,0,415
CVM,146,0,233
DA,103,0,396
DB,54,1.064516129032258,279
DDN,77,0,275
DDR,97,6.225806451612903,94
DDRS,94,0,92
DDZD,98,6.225806451612903,211
DEI,183,0,367
DID,27,0,257
DL,96,0,350
DLD,68,0,537
DLN,136,0,427
DMN,97,0,555
DMNZ,97,0,555
DN,99,0,130
DR,24,30.806451612903224,257
DRH,131,0,852
DRON,116,0,350
DRP,190,0,381
DT,131,0,281
DTC,38,0,277
DTCH,36,0,277
DTCP,130,0,281
DV,53,0,260
DVC,57,0,326
DVD,97,0,330
DVN,17,0,259
DVNK,119,0,438
DWE,196,0,367
DZ,228,0,448
DZW,227,0,448
EC,109,0,213
ED,25,1.064516129032258,257
EDC,27,0,279
EDN,151,0,217
EEM,235,0,447
EGH,145,0,232
EGHM,146,0,232
EHS,85,0,248
EHV,86,0,129
EKZ,165,0,889
EML,82,0,540
EMN,152,0,428
EMNZ,148,0,427
ES,90,0,327
ESE,96,0,356
ESK,86,0,327
EST,3,45.54838709677419,0
ETN,108,0,465
FN,196,0,367
FWD,193,0,367
GBG,125,0,413
GBR,99,0,356
GD,98,0,330
GDG,95,0,330
GDM,48,0,17
GDR,43,0,294
GERP,188,0,403
GK,209,0,418
GLN,125,0,215
GN,190,0,403
GND,83,0,81
GNN,194,0,418
GO,67,0,267
GP,92,0,191
GR,74,0,79
GS,171,0,501
GV,127,0,415
GVC,126,0,415
GVM,127,0,523
GVMW,128,0,430
GW,166,0,407
GZ,87,6.806451612903226,144
HAD,127,0,833
HB,136,0,246
HBZM,86,0,91
HD,86,0,540
HDB,119,0,400
HDE,102,0,350
HDG,189,0,367
HDR,185,0.967741935483871,918
HDRZ,184,0.967741935483871,918
HFD,117,0,394
HGL,82,0,308
HGLG,80,0,308
HGLO,84,0,327
