station,distance,services_per_day,n_of_disruptions
AC,117,0,403
AH,35,36.38709677419355,37
AHP,34,36.38709677419355,40
AHPR,36,0,42
AHZ,43,0,294
AKL,112,0,355
AKM,186,0,189
ALM,133,0,587
ALMB,139,0,718
ALMM,132,0,586
ALMO,141,0,718
ALMP,135,0,718
AMF,86,0,334
AMFS,89,0,574
AML,117,0,115
AMPO,130,0,586
AMR,170,0,860
AMRI,119,0,185
AMRN,171,0,935
ANA,200,0,946
APD,80,0,49
APDM,79,0,50
APDO,83,0,84
APG,249,0,219
APN,128,0,377
ARN,229,0,781
ASA,126,0,367
ASB,122,0,367
ASD,131,0,575
ASDL,138,0,854
ASDM,127,0,593
ASDZ,128,0,370
ASHD,123,0,381
ASN,187,0,139
ASS,135,0,833
ASSP,126,0,593
ATN,17,35.54838709677419,0
AVAT,92,0,580
BD,140,0,422
BDE,179,0,496
BDG,120,0,368
BDM,230,0,208
BDPB,145,0,745
BET,119,0,452
BF,234,0,208
BGN,177,0,750
BHDV,123,0,375
BHV,98,0,578
BK,172,0,496
BKF,189,0,918
BKG,188,0,914
BKL,105,0,370
BL,171,0,144
BLL,153,0,870
BMN,55,0,49
BMR,79,0,329
BN,112,0,116
BNC,67,0,317
BNK,85,0,348
BNN,70,0,333
BNZ,65,0,317
BP,228,0,156
BR,114,0,358
BRD,149,0,505
BRN,95,0,574
BSD,98,0,354
BSK,134,0,458
BSKS,135,0,481
BSMZ,107,0,575
BTL,109,0,409
BV,160,0,893
BZL,209,0,781
CAS,158,0,857
CK,69,0,326
CL,99,0,354
CO,157,0,202
CPS,138,0,452
CVM,189,0,513
DA,128,0,185
DB,81,0,316
DDN,102,0,64
DDR,140,0,388
DDRS,137,0,386
DDZD,141,0,505
DEI,208,0,156
DID,16,36.38709677419355,17
DL,121,0,139
DLD,95,0,574
DLN,161,0,216
DMN,124,0,592
DMNZ,124,0,592
DN,142,0,410
DR,49,0,46
DRH,158,0,889
DRON,141,0,139
DRP,215,0,170
DT,162,0,467
DTC,5,36.38709677419355,0
DTCH,7,36.38709677419355,17
DTCP,162,0,522
DV,78,0,49
DVC,82,0,115
DVD,124,0,367
DVN,26,36.38709677419355,37
DVNK,146,0,475
DWE,221,0,156
DZ,253,0,237
DZW,252,0,237
EC,152,0,493
ED,52,0,294
EDC,54,0,316
EDN,194,0,497
EEM,260,0,236
EGH,188,0,512
EGHM,189,0,512
EHS,128,0,528
EHV,129,0,409
EKZ,192,0,926
EML,109,0,577
EMN,177,0,217
EMNZ,173,0,216
ES,115,0,116
ESE,121,0,145
ESK,111,0,116
EST,46,0,294
ETN,151,0,745
FN,221,0,156
FWD,218,0,156
GBG,150,0,202
GBR,124,0,145
GD,125,0,367
GDG,122,0,367
GDM,91,0,311
GERP,213,0,192
GK,234,0,207
GLN,168,0,495
GN,215,0,192
GND,126,0,375
GNN,219,0,207
GO,92,0,56
GP,135,0,471
GR,117,0,373
GS,214,0,781
GV,154,0,452
GVC,153,0,452
GVM,154,0,560
GVMW,155,0,467
GW,191,0,196
GZ,130,0,424
HAD,154,0,870
HB,179,0,526
HBZM,129,0,385
HD,113,0,577
HDB,144,0,189
HDE,127,0,139
HDG,214,0,156
HDR,212,0,955
HDRZ,211,0,955
HFD,144,0,431
HGL,107,0,97
HGLG,105,0,97
HGLO,109,0,116
HGV,157,0,139
HGZ,226,0,215
HIL,161,0,475
HK,157,0,893
HKS,184,0,910
HLG,230,0,157
HLGH,231,0,161
HLM,150,0,833
HLMS,149,0,854
HLO,165,0,860
HM,142,0,471
HMBH,143,0,475
HMBV,139,0,471
HMH,141,0,471
HMN,60,0,308
HN,174,0,854
HNK,175,0,910
HNO,121,0,139
HNP,246,0,159
HON,97,0,115
HOR,105,0,367
HR,175,0,139
HRL,183,0,495
HRLW,185,0,512
HRN,209,0,192
HRT,124,0,410
[HRY,inf,0,0
HT,97,0,336
HTN,99,0,392
HTNC,100,0,420
HTO,96,0,336
HVL,80,0,334
HVS,102,0,574
HVSM,103,0,575
HVSP,103,0,575
HWD,177,0,936
HWZB,142,0,854
HZE,140,0,477
IJT,229,0,157
KBD,196,0,781
KBK,71,0,49
KLP,59,0,316
KMA,149,0,867
KMR,191,0,512
KMW,251,0,164
KPN,124,0,139
KPNZ,124,0,139
KRD,191,0,523
KRG,203,0,781
KTR,67,0,308
KW,223,0,213
KZ,143,0,857
LAA,154,0,481
LC,79,0,49
LDL,142,0,458
LDM,105,0,355
LEDN,143,0,465
LEER,284,0,231
LG,186,0,512
LLS,157,0,718
LLZM,138,0,452
LP,241,0,219
LTN,60,0,317
LTV,39,0,19
LUT,168,0,495
LW,204,0,139
LWC,207,0,156
MAS,100,0,367
MDB,233,0,781
MES,191,0,497
MG,214,0,156
MMLH,64,0,315
MP,137,0,139
MRB,136,0,186
MRN,89,0,348
MT,185,0,495
MTH,224,0,215
MTN,188,0,497
MTR,186,0,497
MZ,150,0,482
[NEA,inf,0,0
NDB,108,0,575
NH,176,0,526
NKK,97,0,574
NM,54,0,294
NMD,59,0,315
NMGO,57,0,315
NMH,57,0,315
NML,53,0,308
NS,125,0,574
NSCH,259,0,222
NVD,120,0,122
NVP,149,0,559
NWK,134,0,452
O,78,0,315
OBD,183,0,946
ODB,171,0,750
ODZ,118,0,116
OMN,132,0,146
OP,63,0,308
OST,88,0,115
OT,118,0,452
OTB,39,0,294
OVN,152,0,870
OW,79,0,336
PMO,156,0,855
PMR,155,0,854
PMW,154,0,857
PT,104,0,577
RAI,127,0,370
RAT,127,0,139
RB,193,0,781
RD,253,0,223
RH,43,0,43
RHN,112,0,351
RL,52,0,31
RLB,153,0,604
RM,139,0,444
RS,90,0,336
RSD,164,0,745
RSN,104,0,115
RSW,157,0,467
RTA,139,0,452
RTB,150,0,522
RTD,149,0,452
RTN,144,0,454
RTST,154,0,531
RTZ,153,0,531
RV,128,0,430
RVS,70,0,294
SBK,171,0,525
SD,99,0,588
SDA,242,0,213
SDM,153,0,522
SDT,130,0,385
SDTB,133,0,386
SGL,195,0,511
SGN,191,0,946
SHL,139,0,381
SK,226,0,156
SKND,225,0,156
SM,134,0,444
SN,173,0,526
SOG,193,0,512
SPTN,157,0,888
SPTZ,155,0,888
SRN,157,0,522
SSH,151,0,475
