station,distance,services_per_day,n_of_disruptions
AC,83,0,366
AH,1,88.12903225806451,0
AHPR,2,32.54838709677419,0
AHZ,9,31.774193548387096,257
AKL,78,0,318
AKM,152,0,147
ALM,99,0,550
ALMB,105,0,681
ALMM,98,0,549
ALMO,107,0,681
ALMP,101,0,681
AMF,52,0,297
AMFS,55,0,537
AML,83,0,73
AMPO,96,0,549
AMR,136,0,823
AMRI,85,0,143
AMRN,137,0,898
ANA,166,0,909
APD,46,0,7
APDM,45,0,8
APDO,49,0,42
APG,215,0,177
APN,94,0,340
ARN,195,0,744
ASA,92,0,330
ASB,88,0,330
ASD,97,0,538
ASDL,104,0,817
ASDM,93,0,556
ASDZ,94,0,344
ASHD,89,0,344
ASN,153,0,97
ASS,101,0,796
ASSP,92,0,556
ATN,51,35.54838709677419,40
AVAT,58,0,543
BD,106,0.03225806451612903,385
BDE,145,0,459
BDG,86,0,331
BDM,196,0,166
BDPB,111,0,708
BET,85,0,415
BF,200,0,166
BGN,143,0,713
BHDV,89,0,338
BHV,64,0,541
BK,138,0,459
BKF,155,0,881
BKG,154,0,877
BKL,71,0,333
BL,137,0,102
BLL,119,0,833
BMN,21,32.516129032258064,7
BMR,45,0,292
BN,78,0,74
BNC,33,0,280
BNK,51,0,311
BNN,36,0,296
BNZ,31,0,280
BP,194,0,114
BR,80,0,321
BRD,115,0,468
BRN,61,0,537
BSD,64,0,317
BSK,100,0,421
BSKS,101,0,444
BSMZ,73,0,538
BTL,75,0,372
BV,126,0,856
BZL,175,0,744
CAS,124,0,820
CK,35,0,289
CL,65,0,317
CO,123,0,160
CPS,104,0,415
CVM,155,0,476
DA,94,0,143
DB,47,0,279
DDN,68,0,22
DDR,106,0,351
DDRS,103,0,349
DDZD,107,0,468
DEI,174,0,114
DID,18,57.83870967741935,3
DL,87,0,97
DLD,61,0,537
DLN,127,0,174
DMN,90,0,555
DMNZ,90,0,555
DN,108,0,373
DR,15,32.516129032258064,4
DRH,124,0,852
DRON,107,0,97
DRP,181,0,128
DT,128,0,430
DTC,29,57.83870967741935,23
DTCH,27,57.83870967741935,23
DTCP,128,0,485
DV,44,0,7
DVC,48,0,73
DVD,90,0,330
DVN,8,57.83870967741935,0
DVNK,112,0,438
DWE,187,0,114
DZ,219,0,195
DZW,218,0,195
EC,118,0,456
ED,18,0,257
EDC,20,0,279
EDN,160,0,460
EEM,226,0,194
EGH,154,0,475
EGHM,155,0,475
EHS,94,0,491
EHV,95,0,372
EKZ,158,0,889
EML,75,0,540
EMN,143,0,175
EMNZ,139,0,174
ES,81,0,74
ESE,87,0,103
ESK,77,0,74
EST,12,31.774193548387096,257
ETN,117,0.03225806451612903,708
FN,187,0,114
FWD,184,0,114
GBG,116,0,160
GBR,90,0,103
GD,91,0,330
GDG,88,0,330
GDM,57,0,274
GDR,34,36.354838709677416,40
GERP,179,0,150
GK,200,0,165
GLN,134,0,458
GN,181,0,150
GND,92,0,338
GNN,185,0,165
GO,58,0,14
GP,101,0,434
GR,83,0,336
GS,180,0,744
GV,120,0,415
GVC,119,0,415
GVM,120,0,523
GVMW,121,0,430
GW,157,0,154
GZ,96,0,387
HAD,120,0,833
HB,145,0,489
HBZM,95,0,348
HD,79,0,540
HDB,110,0,147
HDE,93,0,97
HDG,180,0,114
HDR,178,0,918
HDRZ,177,0,918
HFD,110,0,394
HGL,73,0,55
HGLG,71,0,55
HGLO,75,0,74
HGV,123,0,97
HGZ,192,0,173
HIL,127,0,438
HK,123,0,856
HKS,150,0,873
HLG,196,0,115
HLGH,197,0,119
HLM,116,0,796
HLMS,115,0,817
HLO,131,0,823
HM,108,0,434
HMBH,109,0,438
HMBV,105,0,434
HMH,107,0,434
HMN,26,0,271
HN,140,0,817
HNK,141,0,873
HNO,87,0,97
HNP,212,0,117
HON,63,0,73
HOR,71,0,330
HR,141,0,97
HRL,149,0,458
HRLW,151,0,475
HRN,175,0,150
HRT,90,0,373
[HRY,inf,0,0
HT,63,0.03225806451612903,299
HTN,65,0,355
HTNC,66,0,383
HTO,62,0,299
HVL,46,0,297
HVS,68,0,537
HVSM,69,0,538
HVSP,69,0,538
HWD,143,0,899
HWZB,108,0,817
HZE,106,0,440
IJT,195,0,115
KBD,162,0,744
KBK,37,0,7
KLP,25,0,279
KMA,115,0,830
KMR,157,0,475
KMW,217,0,122
KPN,90,0,97
KPNZ,90,0,97
KRD,157,0,486
KRG,169,0,744
KTR,33,0,271
KW,189,0,171
KZ,109,0,820
LAA,120,0,444
LC,45,0,7
LDL,108,0,421
LDM,71,0,318
LEDN,109,0,428
LEER,250,0,189
LG,152,0,475
LLS,123,0,681
LLZM,104,0,415
LP,207,0,177
LTN,26,0,280
LTV,63,0,9
LUT,134,0,458
LW,170,0,97
LWC,173,0,114
MAS,66,0,330
MDB,199,0,744
MES,157,0,460
MG,180,0,114
MMLH,30,0,278
MP,103,0,97
MRB,102,0,144
MRN,55,0,311
MT,151,0,458
MTH,190,0,173
MTN,154,0,460
MTR,152,0,460
MZ,116,0,445
[NEA,inf,0,0
NDB,74,0,538
NH,142,0,489
NKK,63,0,537
NM,20,31.806451612903224,257
NMD,25,24.70967741935484,278
NMGO,23,24.70967741935484,278
NMH,23,0,278
NML,19,31.774193548387096,271
NS,91,0,537
NSCH,225,0,180
NVD,86,0,80
NVP,115,0,522
NWK,100,0,415
O,44,0.03225806451612903,278
OBD,149,0,909
ODB,137,0,713
ODZ,84,0,74
OMN,98,0,104
