hopcount,size,stations
1,2,BD ZLW 
2,8,DDR DDZD EHV ETN GZ RSD TB ZVB 
3,13,BGN DDRS GP HM HMBV HT ODB OT RTB RTD TBR WT ZWD 
4,23,BRD BTL DN DT DTCP GD GS HMBH HMH HTO HZE KRG O RB RM RTA RTN SDM SDTB SHL TBU UT ZBM 
5,35,AMF ARN ASA ASB ASD ASDL ASDZ ASS BET BZL CPS DVD EC GDG GDM GV HRT KBD LLZM MAS MDB MZ NM RLB RS RSW RVS SDT SM STD UTM UTO UTZL VG WADT 
6,44,AH AMFS ASDM ASHD BHV BR CL DMNZ EHS EST GLN GND GVC GVMW HBZM HN HOR HRL HVL HVSP LAA LEDN LUT MT NKK NMH NML NS NWK OW PMR RAI RTST RTZ RV SRN TPSW VS VSS WAD WC WD ZD ZL 
7,50,AHP AHZ ASN ASSP AVAT BHDV BK BKL BNN DL DLD DR ED GVM HAD HD HDE HFD HGV HNK HNO HRLW HTNC HVS KPNZ KZ LDL LG MMLH MP MTN MTR NMD OTB PMO PT RAT SBK SSH TL VB VH VL VTN WADN WV ZDK ZLSH ZTM ZV 
8,48,AC AHPR AKM BDE BL BMN BNC BSKS CK DID DMN EDC EDN EGH EGHM EML GN GR HIL HKS HLM HR HRN HTN HVSM KPN KTR LW MES NDB NMGO NVP OMN PMW SN STZ SWK TG UTT VDL VST WF WTV WZ YPB ZP ZTMO ZZS 
9,41,AKL AMPO APD BKG BLL BMR BNZ BSK BSMZ CVM DEI DV DVN DVNK FN FWD GERP GNN GW HDG HLMS KMR LC LTN LWC MG NH OP OVN SGL SKND ST SWD UTLN UTLR VD VEM VP WL WP ZH 
10,35,ALMM AML APDO APN BDM BF BKF BP DRP DTCH DVC DWE GK GO HB HLG HMN HWZB KBK KRD KW LDM OST RH RL SD SDA SK SOG SPTZ TWL UTVR VLB WSM ZVT 
11,25,ALM AMRI APDM BDG BNK BRN BSD DDN DTC EKZ HLGH HON IJT LTV MTH SPTN STM UST VK VRY VZ WFM WH WS ZA 
12,16,ALMB ALMO ALMP APG DA DB DRH GDR HGLG HGZ LLS LP NSCH RSN UHZ WK 
13,14,BV DRON DZ DZW HGL HNP KLP MRN TBG UHM VHP WDN WR ZB 
14,14,BN ES ESK HGLO HK KMW LEER MRB NVD ODZ RD VDM VNDW VSV 
15,7,ATN EEM ESE HDB STV UTG VNDC 
16,7,CAS CO GBG GBR KMA RHN WW 
17,6,AMR DLN EMNZ HLO WM WWW 
18,2,AMRN EMN 
19,1,HWD 
20,2,OBD SGN 
21,1,ANA 
22,1,HDRZ 
23,1,HDR 
