hopcount,size,stations
1,8,BD EHS GP HM HMBV HT TB WT 
2,16,BDPB BET DDR DN ETN HMBH HMH HTO HZE O RM RSD RTD TBU UT ZBM 
3,35,AMF ASA ASB ASD BGN BTL DDRS DT DTCP DVD EC GD GDG GDM HRT MAS MZ NM ODB RS RTA RTB RTN RVS SDM SM STD TBR UTLR UTM UTO UTZL WD ZLW ZWD 
4,51,AH AMFS ASDM ASDZ ASHD ASS BDG BHV BKL BR BRD BSD CL CPS DDZD DMNZ EST GLN GS GV GZ HLM HOR HRL HVL HVSP KRG LLZM LUT MT NKK NMH NML NS NWK OT OW RAI RB RSW RV SDTB SHL SRN TPSW UTT VG WADT WC ZL ZVB 
5,58,AC AHP AHZ APN ARN ASDL ASN ASSP AVAT BK BLL BNN BZL DL DLD DR ED GVC GVMW HAD HD HDE HFD HGV HN HNO HRLW HTNC HVS HWZB KBD KPNZ LAA LDM LG MDB MMLH MP MTN MTR NMD OTB OVN PMR PT RAT RLB SBK TL VL VRY VTN WAD WV ZD ZLSH ZTMO ZV 
6,57,AHPR AKL AKM BDE BL BMN BNC BSK CAS CK DID DMN EDC EDN EGH EGHM EML GN GVM HLMS HNK HR HRN HTN HVSM KPN KTR KZ LDL LW MES NDB NMGO NVP OMN PMO RTST RTZ SN SPTZ STZ SWK TG VB VDL VLB VS VSS WADN WF WTV WZ YPB ZDK ZP ZTM ZVT 
7,42,AMPO AMR APD BMR BNZ BSKS BSMZ CVM DEI DV DVN FN FWD GERP GNN GR GW HDG HKS HLO KMR LC LEDN LTN LWC MG NH OP PMW SGL SKND SPTN ST SWD UTLN VD VEM VP WL WP ZH ZZS 
8,36,ALMM AML AMRN APDO BDM BF BHDV BKG BP DRH DRP DTCH DVC DVNK DWE GK GO HB HLG HMN KBK KRD KW OST RH RL SD SDA SK SOG SSH TWL UTVR VH WM WSM 
9,26,ALM AMRI APDM BKF BNK BRN DDN DTC GND HIL HLGH HON HWD IJT KMA LTV MTH STM UST VK VST VZ WFM WH WS ZA 
10,21,ALMB ALMO ALMP APG DA DB EKZ GDR HBZM HGLG HGZ LLS LP NSCH OBD RSN SDT SGN UHZ UTG WK 
11,15,ANA DRON DZ DZW HGL HK HNP KLP MRN TBG UHM VHP WDN WR ZB 
12,15,BN BV ES ESK HDRZ HGLO KMW LEER MRB NVD ODZ RD VDM VNDW VSV 
13,7,ATN EEM ESE HDB HDR STV VNDC 
14,5,CO GBG GBR RHN WW 
15,3,DLN EMNZ WWW 
16,1,EMN 
