hopcount,size,stations
1,2,GDM LDM 
2,4,AKL CL TPSW ZBM 
3,4,GR HT HTNC TL 
4,8,BHDV EHV HTN HTO KTR O TB VG 
5,12,BD BTL GND GP HM HMBV OP RS RVS TBU UTLN WT 
6,15,BET DN ETN HBZM HMBH HMH HMN HZE OT OW RM SDT TBR UTVR WC 
7,11,BNK EC EHS GZ HRT MZ SDTB SM STD UT ZA 
8,23,AMF ASA ASB ASD BR DB DDRS DVD EST GD GDG GLN HRL LUT MAS MT RV SRN UTLR UTM UTO UTZL WD 
9,38,AH AHZ AMFS APD ASDM ASDZ ASHD ASS BDG BHV BK BKL DDR DMNZ ED HLM HOR HRLW HVL HVSP KLP LG LLZM MRN MTN MTR NKK NM NML NS NWK RAI SBK SHL UTT VL WADT ZL 
10,55,AC AHP APDM APDO APN ASDL ASN ASSP AVAT BDE BLL BNN DDZD DL DLD DR EDC EDN EGH EGHM HAD HD HDE HFD HGV HN HNO HVS HWZB KPNZ MES MP NMGO NMH OTB OVN PMR PT RAT RSD RTB RTD SN TG VDL VNDW VTN WAD WV ZD ZLSH ZLW ZTMO ZV ZWD 
11,54,AHPR AKM BDPB BGN BL BMN BNC BRD BSK CAS CVM DID DMN DT DTCP EML GN HLMS HNK HR HRN HVSM KMR KPN KZ LDL LTN LW MMLH NDB NH NMD NVP OMN PMO RTA RTN SDM SGL SPTZ STZ SWK TWL VNDC WADN WF WTV WZ YPB ZDK ZP ZTM ZVB ZVT 
12,47,AMPO AMR BNZ BSKS BSMZ CK CPS DEI DV DVN FN FWD GERP GNN GS GV GW HB HDB HDG HKS HLO KRD KRG LC LEDN LWC MG MRB ODB PMW RB RHN RLB RSW SKND SOG SPTN ST SWD VD VEM VP WL WP ZH ZZS 
13,42,ALMM AML AMRN ARN BDM BF BKG BMR BP BZL CO DRH DRP DTCH DVC DVNK DWE GBG GK GO GVC GVMW HLG KBD KBK KW LAA MDB OST RH RL RTST RTZ SD SDA SK SSH VH VHP VK WM WSM 
14,28,ALM AMRI BKF BRN DDN DLN DTC EMNZ GVM HIL HLGH HON HWD IJT KMA LTV MTH STM UST VB VLB VS VSS VST VZ WFM WH WS 
15,20,ALMB ALMO ALMP APG DA EKZ EMN GDR HGLG HGZ LLS LP NSCH OBD RSN SGN UHZ UTG VRY WK 
16,12,ANA DRON DZ DZW HGL HK HNP TBG UHM WDN WR ZB 
17,13,BN BV ES ESK HDRZ HGLO KMW LEER NVD ODZ RD VDM VSV 
18,5,ATN EEM ESE HDR STV 
19,2,GBR WW 
20,1,WWW 
