hopcount,size,stations
1,2,BV UTG 
2,3,CAS DRH KMA 
3,4,AMR HLO SPTN WM 
4,3,AMRN SPTZ ZZS 
5,3,BLL HWD KZ 
6,4,HLM OBD SGN ZD 
7,7,ANA ASS HAD HLMS HN OVN ZDK 
8,10,ASD ASDL HDRZ HIL HNK HWZB LEDN PMW SHL ZVT 
9,18,ALM ASA ASB ASDM ASDZ DVNK GV GVC HDR HFD HKS HVS LAA LDL PMR SSH UT VH 
10,28,AC ALMB ALMO ALMP AMF APN ASHD ASSP BKG BRN DB DT DVD GVMW HT HVSP KLP LLS MAS NVP PMO UTLR UTM UTO UTVR VB VST ZTM 
11,37,AMFS APD BDG BHV BKF BKL BNK BSK DMN DMNZ DRON DTCP DV EHV GVM HGV HOR HTO HVL MRN NKK NS O RAI RSW RTD SD SDM TB UTLN UTT UTZL VG WV YPB ZL ZTMO 
12,43,AML APDM APDO ASN AVAT BD BL BNN BSKS BTL DDR DL DVC EKZ GP HD HDE HM HMBV HNO HR HTN KPNZ LLZM LW MP OST PT RAT RS RSD RTB RTN RVS ST TBU VNDW VTN WD WP WT ZLSH ZP 
13,50,AKM AMPO AMRI BET BGN BMN BNC DDRS DDZD DEI DN EML ETN FN FWD GN GW GZ HDG HMBH HMH HON HRN HTNC HZE KBK KPN LC LWC MG NDB NVD OMN OT OW RM RTZ SKND STZ SWK TBR TWL VD VNDC VZ WADN WC WH WZ ZLW 
14,38,ALMM BDPB BN BNZ BP BSMZ CL DA DLD DRP DWE EC EHS GERP GNN GO GS HDB HLG HRT KRG MRB MZ RB RHN RL RLB RSN RTST SDTB SK SM STD SWD VEM WAD ZH ZVB 
15,32,ARN BDM BF BR BRD BZL CO DDN GBG GDM GK GLN HLGH HRL HVSM IJT KBD KW LTN LTV LUT MDB MT ODB RV SDA SDT SRN VHP WADT WDN WSM 
16,27,BK BSD DLN EDC EMNZ GD GND HBZM HGLG HRLW LG MTH MTN MTR SBK STM TPSW UST VL VS VSS WFM WK WS WWW ZBM ZWD 
17,24,APG BDE BHDV ED EDN EGH EGHM EMN GDG HGL HGZ HNP LDM LP MES NSCH NWK RTA SN TG TL UHZ VDL WW 
18,19,AH AKL CPS CVM DZ DZW ES ESK HGLO KMR KMW KTR NH ODZ SGL UHM WF WR ZB 
19,17,AHP AHZ DR ESE EST GR HB KRD LEER NM OP OTB RD SOG STV VDM ZV 
20,10,AHPR DID EEM GBR HMN NMGO NMH NML VK WTV 
21,6,DVN MMLH NMD VP WL ZA 
22,3,CK DTCH RH 
23,2,BMR DTC 
24,2,GDR VLB 
25,2,TBG VRY 
26,1,VSV 
27,1,ATN 
