hopcount,size,stations
1,2,KPNZ LLS 
2,4,ALM ALMB ALMO ZL 
3,19,ALMM ALMP AMFS APD ASD ASDZ ASN DL DVD HD HGV HNO MP NS RAT WH WV WZ ZLSH 
4,22,AKM AMPO APDM ASA ASB ASS BL EML GN HDE HLM HR HRN KPN LW NKK NVD OMN OST RAI SHL SWK 
5,35,AML ASDL ASHD AVAT BLL DEI DV FN FWD GERP GNN GVC GW HAD HDB HDG HFD HN HWZB KBK LEDN LWC MAS MG MRB NDB OVN PMR PT SKND SWD WDN WP ZD ZH 
6,42,AC AMRI BDM BF BKL BP BSMZ CAS CO DMN DMNZ DRP DVC DVNK DWE GBG GK GV HGL HIL HLG HLMS HNK HVS KW KZ LAA LDL NVP PMO RSN SDA SK SPTZ TWL VB VHP WSM ZDK ZP ZTM ZVT 
7,41,AMF AMR APDO APN ASSP BMN BN BRN DA DLN DR DT EMNZ ES ESK GVMW HGLG HGLO HKS HLGH HLO HON HVSM HVSP IJT LC MTH ODZ PMW SPTN SSH STM UST VD VEM VH VST WFM WS YPB ZZS 
8,27,AH AMRN APG ASDM BKG BSK DDN DRH DTCP EMN ESE GVM HGZ HOR HVL LP NSCH RH RL RSW SD SDM UHZ UTO VZ WK WM 
9,24,AHZ BHV BKF BNN BSKS DZ DZW ED EST GBR GO HNP HWD KMA LTV NM OTB ST UHM UT VP WC WR ZB 
10,30,AHPR BNC DB EDC EKZ GD GDG HT KLP KMW LEER NMGO NMH NML O OBD RD RVS SGN STZ UTG UTLR UTM UTVR UTZL VDM WD WF WWW ZA 
11,26,AHP ANA BDG BNK BNZ DLD EEM EHV HK HMN HTO LLZM MMLH MRN NMD NWK OW RTA RTD STV TB UTLN UTT VG WADT WW 
12,23,ATN BD BTL BV CK CPS GP HDRZ HM HMBV HTN LTN OP RS RTB RTN TBU VNDW VTN WAD WT WTV ZTMO 
13,18,BDPB BET BMR DN DVN ETN HDR HMBH HMH HTNC HZE KTR OT RTZ TBR VNDC VSV WADN 
14,9,CL EHS GZ MZ RHN RLB RTST VLB ZV 
15,4,BRD DID GDM VRY 
16,6,BR BSD TPSW WL ZBM ZWD 
17,5,DTCH HRT LDM TL VL 
18,3,AKL DTC TG 
19,3,GDR GR RV 
20,3,BHDV SM TBG 
21,2,GND RM 
22,4,EC HBZM SDT STD 
23,6,GLN HRL LUT MT SDTB SRN 
24,7,BK DDRS HRLW LG MTN MTR SBK 
25,8,BDE DDR EDN EGH EGHM MES SN VDL 
26,7,CVM DDZD KMR NH RSD SGL ZLW 
27,5,BGN HB KRD SOG ZVB 
28,5,GS KRG ODB RB VK 
29,4,ARN BZL KBD MDB 
30,2,VS VSS 
