hopcount,size,stations
1,10,GDG GV GVC LLZM NWK RTA RTD UT VB WADT 
2,29,AH AMF ASA ASB ASD BD CPS DB DDR DT DTCP DVD ED GVMW HT KLP LAA MAS RSD RTB RTN SDM UTM UTO UTVR UTZL WAD WD ZTMO 
3,46,AHP AHZ AMFS APD ASDM ASDZ ASHD ASS BGN BHV BKL BNK DDRS DDZD DMNZ DR DV EDC EHV EST ETN GVM GZ HOR HTO HVL HVSP MRN NKK NM NS O RAI RSW RTZ TB UTLN VG VTN WADN WF YPB ZL ZLW ZTM ZV 
4,56,AC AHPR AML APDM APDO ASN ASSP AVAT BDPB BMN BNN BSKS BTL DID DL DLD DVC GP GS HD HDE HGV HM HMBV HN HNO HTN HVS KPNZ KRG MP NMGO NMH NML OST OTB PMR PT RAT RB RLB RS RTST RVS SDTB TBR UTT VNDW VST WT WTV WV ZD ZLSH ZP ZVB 
5,55,AKM AMRI ARN BET BL BNC BRD BSK BZL DMN DN DVN EML GN HMBH HMH HNK HON HR HRN HTNC HVSM HZE KBD KBK KPN KZ LC LW MDB MMLH NDB NMD NVD ODB OMN OT OW PMO RM SDT STZ SWK TBU TWL UTLR VD VNDC VP VZ WC WH WL WZ ZDK 
6,45,AMPO APN BN BNZ BSMZ CK CL DA DEI DTCH EC EHS FN FWD GERP GND GNN GO GW HBZM HDB HDG HKS HRT LWC MG MRB MZ PMW RH RHN RL RSN SKND SM ST STD SWD VEM VS VSS WP ZH ZWD ZZS 
7,35,ALMM BDG BDM BF BHDV BKG BMR BP BR CO DDN DRP DTC DWE GBG GDM GK GLN HLG HRL KW LDL LTN LTV LUT MT RV SD SDA SK SRN VHP WDN WM WSM 
8,27,ALM BK BKF BRN BSD DLN EMNZ GDR GR HGLG HLGH HRLW IJT LEDN LG MTH MTN MTR SBK STM TPSW UST VL VLB WFM WS ZBM 
9,32,AKL ALMB ALMO ALMP APG BDE DVNK EDN EGH EGHM EKZ EMN HAD HFD HGL HGZ LDM LLS LP MES NSCH SHL SN SSH TBG TG TL UHZ VDL VH VRY WK 
10,21,ASDL CVM DRON DZ DZW ES ESK HGLO HIL HLM HNP KMR KTR NH NVP ODZ SGL UHM VSV WR ZB 
11,13,ATN BLL ESE HB HLMS KMW KRD LEER OP OVN RD SOG VDM 
12,9,EEM GBR HMN HWZB SPTZ STV VK WW ZVT 
13,3,SPTN WWW ZA 
14,1,DRH 
15,1,BV 
16,1,HK 
17,1,UTG 
18,2,CAS KMA 
19,2,AMR HLO 
20,1,AMRN 
21,1,HWD 
22,2,OBD SGN 
23,1,ANA 
24,1,HDRZ 
25,1,HDR 
