hopcount,size,stations
1,3,BRD RTST RTZ 
2,2,RTB ZWD 
3,2,DDR RTD 
4,12,BD DDRS DDZD DT DTCP GD RSD RTA RTN SDM SHL ZLW 
5,20,ASB ASD ASDL ASDZ ASS BDPB BGN CPS EHV ETN GDG GV GZ LLZM RSW SDTB TB UT WADT ZVB 
6,33,AMF ASHD DB DVD ED GP GS GVC GVMW HM HMBV HN KLP KRG LAA LEDN MAS NWK ODB OT PMR RAI RB SDT TBR UTM UTO UTVR UTZL WAD WD WT ZD 
7,45,AMFS APD ARN ASA BHV BKL BNK BTL BZL DMNZ DN DV EDC GND GVM HAD HBZM HFD HMBH HMH HNK HOR HVL HVSP HZE KBD KZ LDL MDB MRN NKK NS PMO RM SSH TBU UTLN VB VH VTN WADN WF ZDK ZL ZTM 
8,47,AC AML APDM APDO ASDM ASN AVAT BET BHDV BNN BSKS DL DLD DVC EC HD HDE HGV HIL HKS HLM HNO HRT HTN HVS KPNZ MP MZ NVP OST OTB PMW PT RAT SM STD UTT VNDW VS VSS VST WV YPB ZLSH ZP ZTMO ZZS 
9,43,AKM AMRI ASSP BKG BL BLL BNC BR BSK DVNK EHS EML GLN GN GR HLMS HON HR HRL HRN HTNC HVSM KBK KPN LC LUT LW MT NDB NVD OMN OVN RV SRN STZ SWK TWL UTLR VD VNDC VZ WH WZ 
10,40,AKL AMPO APN BK BKF BN BNZ BSMZ DA DEI DMN FN FWD GERP GNN GO GW HDB HDG HRLW HWZB LG LWC MG MRB MTN MTR RHN RL RSN SBK SKND SPTZ ST SWD VEM VL WP ZH ZVT 
11,32,ALMM BDE BDG BDM BF BP CO DDN DRP DWE EDN EGH EGHM EKZ GBG GK HLG KW LDM LTN LTV MES SD SDA SK SN SPTN TG VDL VHP WDN WSM 
12,18,ALM BRN BSD CVM DLN DRH EMNZ HGLG HLGH IJT KMR MTH NH SGL STM UST WFM WS 
13,17,ALMB ALMO ALMP APG BV EMN GDM HB HGL HGZ KRD LLS LP NSCH SOG UHZ WK 
14,16,CL DRON DZ DZW ES ESK HGLO HK HNP ODZ TPSW UHM VK WR ZB ZBM 
15,8,ESE HT KMW LEER RD TL UTG VDM 
16,9,CAS EEM GBR HTO KMA KTR O STV VG 
17,6,AMR HLO OP RS RVS WM 
18,4,AMRN HMN OW WC 
19,2,HWD ZA 
20,3,EST OBD SGN 
21,5,AH AHZ ANA NM NML 
22,6,AHP DR HDRZ NMGO NMH ZV 
23,7,AHPR BMN DID HDR MMLH NMD WTV 
24,4,CK DVN VP WL 
25,3,BMR DTCH RH 
26,2,DTC VLB 
27,2,GDR VRY 
28,1,TBG 
29,1,VSV 
30,1,ATN 
31,1,WW 
32,1,WWW 
