hopcount,size,stations
1,5,ASN BL LLS MP ZL 
2,19,AKM ALM ALMB ALMO AMF AMFS APD DL GN HD HNO HRN KPNZ NS RAT SWK WH WZ ZLSH 
3,28,ALMM ALMP APDM ASD ASDZ BP BRN DLD DRON DVD EML GERP GNN GW HDE HR HVL HVS KPN NKK NVD OMN OST SWD UT WD WV ZH 
4,41,AML AMPO ASA ASB ASS AVAT BDG BDM BF BHV BNN DB DV DWE FWD GD GDG GK HDB HLM HT HVSM HVSP KBK KW LW MAS MRB NDB PT RAI SD SDA SHL STZ UTLR UTM UTVR UTZL WDN WSM 
5,54,AMRI APN ASDL ASHD BKL BLL BNC BNK BSMZ CO DEI DVC EHV FN GBG GV GVC HAD HDG HFD HGL HN HOR HTO HWZB LLZM LWC MG MRN MTH NWK OVN PMR RSN RTA RTD SKND ST STM TB TWL UST UTLN UTO UTT VB VG VHP WADT WFM WP WS ZD ZP 
6,60,AC APDO APG BD BMN BN BNZ BSK BTL CAS CPS DA DLN DMN DMNZ DR DRP DT DTCP EMNZ ES ESK GP GVMW HGLG HGLO HGZ HIL HLG HLMS HM HMBV HNK HON HTN KZ LAA LC LDL LP NSCH NVP ODZ PMO RTB RTN SDM SK SPTZ TBU UHZ VD VEM VNDW VTN WAD WT ZDK ZTMO ZVT 
7,40,AH AMR ASSP BDPB BET BSKS DDN DZ DZW EMN ESE ETN HKS HLGH HLO HMBH HMH HTNC HZE IJT LEDN LTN OT PMW RH RL RSW RTZ SPTN SSH TBR UHM VNDC VZ WADN WR YPB ZB ZTM ZZS 
8,28,AHZ AMRN ASDM BKG CL DRH DVNK ED EHS EST GBR GO GZ LEER LTV MZ NM OTB RD RHN RLB RTST VDM VH VP WC WK WM 
9,19,AHPR BKF BRD EDC EEM GDM HNP HWD KLP KMA NMGO NMH NML O RVS VST WF WWW ZA 
10,15,AHP BSD EKZ GVM HMN KMW MMLH NMD OBD OW SGN UTG WW ZBM ZWD 
11,9,ANA ATN CK HK LDM OP RS STV WTV 
12,7,AKL BMR BV DVN HDRZ KTR VSV 
13,5,GR HDR TL VLB ZV 
14,4,BHDV DID TPSW VRY 
15,3,BR GND WL 
16,5,DTCH HBZM HRT SDT VL 
17,4,DN DTC SDTB TG 
18,3,DDRS GDR RV 
19,3,DDR SM TBG 
20,4,DDZD RM RSD ZLW 
21,4,BGN EC STD ZVB 
22,9,GLN GS HRL KRG LUT MT ODB RB SRN 
23,10,ARN BK BZL HRLW KBD LG MDB MTN MTR SBK 
24,9,BDE EDN EGH EGHM MES SN VDL VS VSS 
25,4,CVM KMR NH SGL 
26,3,HB KRD SOG 
27,1,VK 
