hopcount,size,stations
1,2,HTN UTVR 
2,3,BNK HTNC UT 
3,15,AMF ASA ASB ASD CL DB DVD GD GDG MAS UTLR UTM UTO UTZL WD 
4,33,AMFS APD ASDM ASDZ ASHD ASS BDG BHV BKL DMNZ DV ED GDM GV GVC HLM HOR HVL HVSP KLP LLZM MRN NKK NS NWK RAI RTA RTD SHL UTT VB WADT ZL 
5,52,AC AH AML APDM APDO APN ASDL ASN ASSP AVAT BLL BNN BSD CPS DL DLD DT DTCP DVC EDC GVMW HAD HD HDE HFD HGV HN HNO HVS HWZB KPNZ LAA MP OST OVN PMR PT RAT RTB RTN SDM TPSW VNDW VTN WAD WF WV ZBM ZD ZLSH ZP ZTMO 
6,51,AHP AHZ AKM AMRI BL BNC BSK CAS DMN DR EML GN HLMS HNK HON HR HRN HT HVSM KBK KPN KZ LC LDL LDM LTN LW NDB NVD NVP OMN OTB PMO RSW RTZ SPTZ STZ SWK TL TWL VD VNDC VZ WADN WH WZ YPB ZDK ZTM ZV ZVT 
7,47,AHPR AKL AMPO AMR BMN BN BNZ BSKS BSMZ DA DEI DID EHV FN FWD GERP GNN GO GW HDB HDG HKS HLO HTO KTR LEDN LWC MG MRB O PMW RHN RL RLB RSN RTST SKND SPTN ST SWD TB VEM VG WP WTV ZH ZZS 
8,41,ALMM AMRN BD BDM BF BKG BP BRD BTL CO DDN DRH DRP DVN DVNK DWE GBG GK GP GR HLG HM HMBV KW LTV OP RS RVS SD SDA SK SSH TBU VH VHP VP WDN WL WM WSM WT 
9,33,ALM BDPB BET BHDV BKF BRN DLN DN DTCH EMNZ ETN HGLG HIL HLGH HMBH HMH HMN HWD HZE IJT KMA MTH OT OW RH RM STM TBR UST VST WC WFM WS 
10,27,ALMB ALMO ALMP APG DTC EC EHS EKZ EMN GND GVM GZ HGL HGZ HRT LLS LP MZ NSCH OBD SGN SM STD UHZ UTG WK ZA 
11,24,ANA BR DRON DZ DZW ES ESK EST GDR GLN HBZM HGLO HK HNP HRL LUT MT ODZ RV SDT SRN UHM WR ZB 
12,18,BK BV ESE HDRZ HRLW KMW LEER LG MTN MTR NM NML RD SBK SDTB TBG VDM VL 
13,16,BDE DDRS EDN EEM EGH EGHM GBR HDR MES NMGO NMH SN STV TG VDL VSV 
14,8,ATN CVM DDR KMR MMLH NH NMD SGL 
15,9,CK DDZD HB KRD RSD SOG WW ZLW ZWD 
16,5,BGN BMR VK WWW ZVB 
17,5,GS KRG ODB RB VLB 
18,5,ARN BZL KBD MDB VRY 
19,2,VS VSS 
