hopcount,size,stations
1,2,BP ZH 
2,3,DWE FWD GN 
3,8,ASN GERP GNN HDG HRN LEER LW SWD 
4,17,BDM BF BL DEI FN GW HGV HR KW LWC MG MP SDA SKND WSM WV ZL 
5,24,AKM ALMO AMF AMFS APD DL DRP HD HLG HNO KPNZ LLS MTH NS RAT SK STM SWK UST WFM WH WS WZ ZLSH 
6,24,ALM ALMB APDM APG BRN DLD DRON EML HDE HGZ HLGH HVL HVS IJT KPN LP NKK NSCH NVD OMN OST UHZ UT WD 
7,36,ALMM ALMP AML ASD ASDZ AVAT BDG BHV BNN DB DV DVD DZ DZW GD GDG HDB HT HVSM HVSP KBK MAS MRB NDB PT SD STZ UHM UTLR UTM UTVR UTZL WDN WK WR ZB 
8,43,AMPO AMRI APN ASA ASB ASS BKL BNC BNK BSMZ CO DVC EHV GBG GV GVC HGL HLM HNP HOR HTO LLZM MRN NWK RAI RD RSN RTA RTD SHL ST TB TWL UTLN UTO UTT VB VDM VG VHP WADT WP ZP 
9,54,AC APDO ASDL ASHD BD BLL BMN BN BNZ BSK BTL CPS DA DLN DMN DMNZ DR DT DTCP EEM EMNZ ES ESK GP GVMW HAD HFD HGLG HGLO HM HMBV HN HON HTN HWZB KMW LAA LC LDL ODZ OVN PMR RTB RTN SDM TBU VD VEM VNDW VTN WAD WT ZD ZTMO 
10,37,AH ASSP BDPB BET BSKS CAS DDN EMN ESE ETN HIL HLMS HMBH HMH HNK HTNC HZE KZ LEDN LTN NVP OT PMO RH RL RSW RTZ SPTZ STV TBR VNDC VZ WADN YPB ZDK ZTM ZVT 
11,27,AHZ AMR ASDM CL DVNK ED EHS EST GBR GO GZ HKS HLO LTV MZ NM OTB PMW RHN RLB RTST SPTN SSH VH VP WC ZZS 
12,18,AHPR AMRN BKG BRD DRH EDC GDM KLP NMGO NMH NML O RVS VST WF WM WWW ZA 
13,13,AHP BKF BSD GVM HMN HWD KMA MMLH NMD OW WW ZBM ZWD 
14,10,ATN CK EKZ LDM OBD OP RS SGN UTG WTV 
15,7,AKL ANA BMR DVN HK KTR VSV 
16,6,BV GR HDRZ TL VLB ZV 
17,5,BHDV DID HDR TPSW VRY 
18,3,BR GND WL 
19,5,DTCH HBZM HRT SDT VL 
20,4,DN DTC SDTB TG 
21,3,DDRS GDR RV 
22,3,DDR SM TBG 
23,4,DDZD RM RSD ZLW 
24,4,BGN EC STD ZVB 
25,9,GLN GS HRL KRG LUT MT ODB RB SRN 
26,10,ARN BK BZL HRLW KBD LG MDB MTN MTR SBK 
27,9,BDE EDN EGH EGHM MES SN VDL VS VSS 
28,4,CVM KMR NH SGL 
29,3,HB KRD SOG 
30,1,VK 
