hopcount,size,stations
1,11,ASD DVNK GV GVC HAD HFD LAA LDL SHL SSH VH 
2,13,APN ASB ASDL ASDZ ASS DT GVMW HIL HLM NVP VB VST ZTM 
3,19,ALM ASHD BDG BLL BSK DTCP DVD GVM HLMS HN OVN PMR RAI RSW RTD SDM YPB ZD ZTMO 
4,23,AC ALMB ALMO ALMP ASA BD BSKS DDR DMNZ HNK HVS HWZB KZ LLS LLZM PMO RSD RTB RTN SPTZ WD ZDK ZVT 
5,20,AMF ASDM BGN BKL DDRS DDZD DRON ETN GZ HKS PMW RTZ SPTN TB UT VTN WADN WP ZLW ZZS 
6,35,AH AMFS AMPO APD ASSP BDPB BKG DB DRH DV ED GS HT HVL KLP KPNZ KRG MAS NDB NKK NS OT RB RLB RTST SDTB TBR UTM UTO UTT UTVR UTZL WAD ZL ZVB 
7,52,AHP AHZ ALMM AML APDM APDO ARN ASN AVAT BHV BKF BNK BNN BRD BSMZ BV BZL DL DMN DR DVC EDC EHV EST HD HDE HGV HNO HOR HTO HVSP KBD MDB MP MRN NM O ODB OST PT RAT SDT TBU UTLN UTLR VG WADT WF WV ZLSH ZP ZV 
8,48,AHPR AKM AMRI BL BMN BNC BTL DID DLD EKZ EML GD GN GND GP HBZM HK HM HMBV HON HR HRN HTN HVSM KBK KPN LC LW NMGO NMH NML NVD OMN OTB RS RVS SWK TWL VD VNDW VS VSS VZ WH WT WTV WZ ZWD 
9,42,BET BHDV BN BNZ DA DEI DN DVN FN FWD GDG GERP GNN GO GW HDB HDG HMBH HMH HTNC HZE LWC MG MMLH MRB NMD NWK OW RL RM RSN RTA SKND STZ SWD UTG VEM VNDC VP WC WL ZH 
10,34,BDM BF BP CAS CK CL CO CPS DDN DRP DTCH DWE EC EHS GBG GK GR HLG HRT KMA KW LTN LTV MZ RH RHN SDA SK SM ST STD VHP WDN WSM 
11,25,AKL AMR BMR BR DLN DTC EMNZ GDM GLN HGLG HLGH HLO HRL IJT LUT MT MTH RV SD SRN STM UST WFM WM WS 
12,22,AMRN APG BK BRN BSD EMN GDR HGL HGZ HRLW LG LP MTN MTR NSCH SBK TPSW UHZ VL VLB WK ZBM 
13,23,BDE DZ DZW EDN EGH EGHM ES ESK HGLO HNP HWD LDM MES ODZ SN TBG TG TL UHM VDL VRY WR ZB 
14,13,CVM ESE KMR KMW KTR LEER NH OBD RD SGL SGN VDM VSV 
15,9,ANA ATN EEM GBR HB KRD OP SOG STV 
16,4,HDRZ HMN VK WW 
17,3,HDR WWW ZA 
