hopcount,size,stations
1,2,APD TWL 
2,4,AMF APDM DV ZP 
3,16,AMFS AML BMN BRN DLD DR DVC HVL HVS KBK LC NKK OST UT VD WD 
4,31,AH AMRI ASD AVAT BDG BHV BNN DB DVD GD GDG GO HD HGL HON HVSM HVSP MAS NDB PT RH RL SD STZ UTLR UTM UTVR UTZL VEM VZ WH 
5,45,AHZ AMPO APN ASA ASB ASDZ ASS BKL BN BNC BNK BSMZ DA DDN ED EML ES ESK EST GV GVC HGLO HLM HOR LLZM LTV MRN NM NWK ODZ OTB RAI RSN RTA RTD ST UTLN UTO UTT VB VP WADT WC WP ZL 
6,57,AC AHPR ALMM ASDL ASHD ASN BLL BNZ BSK CPS DL DMN DMNZ DT DTCP EDC ESE GVMW HAD HGLG HGV HN HNO HTN HWZB KLP KPNZ LAA LDL LLS MP NMGO NMH NML NS O OVN PMR RAT RTB RTN RVS SDM SHL VHP VNDW VTN WAD WDN WF WV WWW WZ ZA ZD ZLSH ZTMO 
7,43,AHP AKM ALM ASSP BL BSKS CAS DRON GBR GN HDE HFD HIL HLMS HMN HNK HR HRN HT HTNC KPN KZ LEDN LTN LW MMLH MRB NMD NVD OMN OW PMO RSW RTZ SPTZ SWK VNDC WADN WW YPB ZDK ZTM ZVT 
8,38,ALMB ALMO ALMP AMR ASDM ATN CK CL DEI DVNK EHV FN FWD GERP GNN GW HDB HDG HKS HLO LWC MG NVP OP PMW RHN RLB RS RTST SKND SPTN SWD TB VG VH WTV ZH ZZS 
9,33,AMRN BD BDM BF BKG BMR BP BRD BTL CO DRH DRP DVN DWE GBG GDM GK GP HLG HM HMBV HTO KTR KW SDA SK SSH TBU VST VSV WM WSM WT 
10,28,BDPB BET BKF BSD DLN EMNZ ETN GVM HLGH HMBH HMH HWD HZE IJT KMA MTH OT RSD STM TBR TL UST VLB WFM WS ZBM ZV ZWD 
11,19,APG BGN DID EHS EKZ EMN GZ HGZ LDM LP MZ NSCH OBD SGN TPSW UHZ UTG VRY WK 
12,14,AKL ANA BR DZ DZW GS HK HNP KRG RB UHM WL WR ZB 
13,14,ARN BV BZL DTCH GR HDRZ HRT KBD KMW LEER MDB RD VDM VL 
14,9,BHDV DN DTC EEM HDR STV TG VS VSS 
15,3,GDR GND RV 
16,4,HBZM SDT SM TBG 
17,2,RM SDTB 
18,3,DDRS EC STD 
19,6,DDR GLN HRL LUT MT SRN 
20,8,BK DDZD HRLW LG MTN MTR SBK ZLW 
21,8,BDE EDN EGH EGHM MES SN VDL ZVB 
22,5,CVM KMR NH ODB SGL 
23,3,HB KRD SOG 
24,1,VK 
