hopcount,size,stations
1,2,DID DTCH 
2,2,DTC ZV 
3,3,AH DVN GDR 
4,9,AHZ ED EST NM OTB TBG UT WC WTV 
5,23,AHP ASA ASB DB DVD EDC GD GDG KLP MAS NMGO NMH NML O RVS UTLR UTM UTO UTZL VSV WD WF ZA 
6,26,AHPR ASDZ ASHD ATN BDG BKL BNK GV GVC HMN HOR HT LLZM LTN MMLH MRN NMD NWK OW RAI RTA RTD SHL UTT VB WADT 
7,25,AC APN BNZ CK CPS DT DTCP EHV GVMW HFD LAA OP RS RTB RTN SDM TB UTVR VG VNDW VP VTN WAD WW ZTMO 
8,23,BD BMR BNC BSK BTL GP HM HMBV HTO KTR LDL NVP RH RSW RTZ TBU UTLN VNDC WADN WT WWW YPB ZTM 
9,19,BDPB BET BNN BSKS DR ETN HMBH HMH HTN HZE LEDN LTV OT RHN RSD RTST TBR TL VLB 
10,16,BGN BMN DVNK EHS GZ HTNC HVL MZ ODB RL SSH TPSW VH VRY ZLW ZP 
11,14,AMF APD BR DV GDM GS HIL KRG LC RB VD VEM VST ZVB 
12,23,AMFS AML APDO ARN BRN BSD BZL CL DLD DVC GO GVM HRT HVS KBD KBK MDB NKK NS OST TWL VL ZBM 
13,21,AMRI APDM ASD AVAT BHV DDN DN HD HON HVSM HVSP LDM NDB PT SD STZ TG VS VSS VZ WH 
14,13,AKL AMPO ASS BSMZ DA EML HGLG HLM RSN RV ST WP ZL 
15,26,ALMM ASDL ASN BLL DL DMN DMNZ GR HAD HGL HGV HN HNO HWZB KPNZ MP OVN PMR RAT SM VHP WDN WV WZ ZD ZLSH 
16,30,AKM ALM ASSP BHDV BL BN CAS DRON ES ESK GN HDE HGLO HLMS HNK HR HRN KPN KZ LW MRB NVD ODZ OMN PMO RM SPTZ SWK ZDK ZVT 
17,28,ALMB ALMO ALMP AMR ASDM DEI EC ESE FN FWD GERP GND GNN GW HDB HDG HKS HLO LLS LWC MG PMW SKND SPTN STD SWD ZH ZZS 
18,25,AMRN BDM BF BKG BP CO DRH DRP DWE GBG GBR GK GLN HBZM HLG HRL KW LUT MT SDA SDT SK SRN WM WSM 
19,19,BK BKF DLN EMNZ HLGH HRLW HWD IJT KMA LG MTH MTN MTR SBK SDTB STM UST WFM WS 
20,19,APG BDE DDRS EDN EGH EGHM EKZ EMN HGZ LP MES NSCH OBD SGN SN UHZ UTG VDL WK 
21,13,ANA CVM DDR DZ DZW HK HNP KMR NH SGL UHM WR ZB 
22,11,BV DDZD HB HDRZ KMW KRD LEER RD SOG VDM ZWD 
23,5,BRD EEM HDR STV VK 
24,1,RLB 
