hopcount,size,stations
1,2,BMR MMLH 
2,2,NMH VLB 
3,2,NM VRY 
4,7,AH BR EST NMGO NML O WC 
5,14,AHP AHZ DR ED HRT HT NMD OTB OW RVS UT VL ZA ZV 
6,28,AHPR ASA ASB BMN DB DID DN DVD EDC EHV GD GDG HMN KLP MAS RS TB TG UTLR UTM UTO UTZL VG WD WF WTV ZBM ZP 
7,35,APD ASDZ ASHD BD BDG BKL BNK BTL DV DVN GP GV GVC HM HMBH HOR HTO LC LLZM LTN MRN NWK OP RAI RTA RV SHL TBU UTT VB VD VEM VP WADT WL 
8,32,AC AML APDO APN BDPB BET BNZ CPS DTCH DVC ETN GO GVMW HFD HMH HZE KBK KTR LAA OST OT RH RL RSD SM TBR TWL UTVR VNDW VTN WAD ZTMO 
9,25,AMRI APDM BGN BNC BSK DDN DTC EHS GZ HMBV HON LDL LTV NVP ODB RM RSW TL VNDC VZ WADN WH YPB ZLW ZTM 
10,17,BNN BSKS DA EC GDR GS HGLG KRG LEDN RB RHN RSN STD TPSW WT ZL ZVB 
11,29,ARN ASN BZL DL DVNK GDM GLN HGL HGV HNO HRL HVL KBD KPNZ LUT MDB MP MT MZ RAT SRN SSH TBG VH VHP WDN WV WZ ZLSH 
12,32,AKM AMF BK BL BN BSD CL DRON ES ESK GN HDE HGLO HIL HR HRLW HRN KPN LG LW MRB MTN MTR NVD ODZ OMN SBK SWK VS VSS VST VSV 
13,31,AMFS ATN BDE BRN DEI DLD EDN EGH EGHM ESE FN FWD GERP GNN GVM GW HDB HDG HTNC HVS LDM LWC MES MG NKK NS SKND SN SWD VDL ZH 
14,31,AKL ASD AVAT BDM BF BHV BP CO CVM DRP DWE GBG GBR GK HD HLG HTN HVSM HVSP KMR KW NDB NH PT SD SDA SGL SK STZ WSM WW 
15,22,AMPO ASS BSMZ DLN EML EMNZ GR HB HLGH HLM IJT KRD MTH SOG ST STM UST UTLN WFM WP WS WWW 
16,20,ALMM APG ASDL BHDV BLL DMN DMNZ EMN HAD HGZ HN HWZB LP NSCH OVN PMR UHZ VK WK ZD 
17,17,ALM ASSP CAS DZ DZW GND HLMS HNK HNP KZ PMO SPTZ UHM WR ZB ZDK ZVT 
18,17,ALMB ALMO ALMP AMR ASDM HBZM HKS HLO KMW LEER LLS PMW RD SDT SPTN VDM ZZS 
19,7,AMRN BKG DRH EEM SDTB STV WM 
20,4,BKF DDRS HWD KMA 
21,5,DDR EKZ OBD SGN UTG 
22,6,ANA DDZD HK RTB RTD ZWD 
23,7,BRD BV DT DTCP HDRZ RTN SDM 
24,2,HDR RLB 
25,2,RTST RTZ 
