hopcount,size,stations
1,2,ATN WWW 
2,2,LTV VSV 
3,2,RL TBG 
4,2,GDR VD 
5,2,DTC ZP 
6,7,APD BMN DR DTCH DV LC VEM 
7,10,AMF AML APDO DVC GO KBK OST RH TWL WL 
8,13,AMFS AMRI APDM BRN DDN DID DLD HON HVS NKK VP VZ WH 
9,15,ASD AVAT BHV DA DVD HGLG HVSM HVSP NDB PT RSN SD STZ ZL ZV 
10,31,AH AMPO ASA ASB ASDZ ASN ASS BSMZ DL DVN EML HD HGL HGV HLM HNO HOR KPNZ LLS MP NS RAI RAT ST UTO VHP WDN WP WV WZ ZLSH 
11,39,AHZ AKM ALMM ASDL ASHD BL BLL BN DMN DMNZ DRON ED ES ESK EST GN HAD HDE HGLO HN HR HRN HWZB KPN LW MRB NM NVD ODZ OMN OTB OVN PMR SHL SWK UT WC WTV ZD 
12,44,AHP ALM ASSP CAS DB DEI EDC ESE FN FWD GD GDG GERP GNN GW HDB HDG HFD HIL HLMS HNK KLP KZ LWC MAS MG NMGO NMH NML O PMO RVS SKND SPTZ SWD UTLR UTM UTZL WD WF ZA ZDK ZH ZVT 
13,45,AHPR ALMB ALMO ALMP AMR ASDM BDG BDM BF BKL BNK BP CO DRP DWE GBG GBR GK GV GVC HKS HLG HLO HMN HT KW LLZM LTN MMLH MRN NMD NVP NWK OW PMW RTA RTD SDA SK SPTN UTT VB WADT WSM ZZS 
14,35,AC AMRN APN BKG BNZ CK CPS DLN DRH DT DTCP EHV EMNZ GVMW HLGH IJT LAA MTH OP RS RTB RTN SDM STM TB UST UTVR VG VNDW VTN WAD WFM WM WS ZTMO 
15,30,APG BD BKF BMR BNC BSK BTL EMN GP HGZ HM HMBV HTO HWD KMA KTR LDL LP NSCH RSW RTZ TBU UHZ UTLN VNDC WADN WK WT YPB ZTM 
16,27,BDPB BET BNN BSKS DZ DZW EKZ ETN HMBH HMH HNP HTN HZE LEDN OBD OT RHN RSD RTST SGN TBR TL UHM UTG VLB WR ZB 
17,19,ANA BGN DVNK EHS GZ HK HTNC HVL KMW LEER MZ ODB RD SSH TPSW VDM VH VRY ZLW 
18,11,BR BV EEM GDM GS HDRZ KRG RB STV VST ZVB 
19,11,ARN BSD BZL CL GVM HDR HRT KBD MDB VL ZBM 
20,5,DN LDM TG VS VSS 
21,2,AKL RV 
22,2,GR SM 
23,2,BHDV RM 
24,3,EC GND STD 
25,7,GLN HBZM HRL LUT MT SDT SRN 
26,7,BK HRLW LG MTN MTR SBK SDTB 
27,8,BDE DDRS EDN EGH EGHM MES SN VDL 
28,5,CVM DDR KMR NH SGL 
29,5,DDZD HB KRD SOG ZWD 
30,2,BRD VK 
31,1,RLB 
