hopcount,size,stations
1,2,BMR VRY 
2,2,BR CK 
3,3,HRT MMLH VL 
4,3,DN NMH TG 
5,4,HM HMBH NM RV 
6,9,AH EHV EST HMH NMGO NML O SM WC 
7,16,AHP AHZ DR ED EHS GP HMBV HT NMD OTB OW RM RVS UT ZA ZV 
8,30,AHPR ASA ASB BET BMN DB DID DVD EC EDC GD GDG HMN HZE KLP MAS RS STD TB UTLR UTM UTO UTZL VG WD WF WT WTV ZBM ZP 
9,37,APD ASDZ ASHD BD BDG BKL BNK BTL DV DVN GLN GV GVC HOR HRL HTO LC LLZM LTN LUT MRN MT MZ NWK OP RAI RTA SHL SRN TBU UTT VB VD VEM VP WADT WL 
10,34,AC AML APDO APN BDPB BK BNZ CPS DTCH DVC ETN GO GVMW HFD HRLW KBK KTR LAA LG MTN MTR OST OT RH RL RSD SBK TBR TWL UTVR VNDW VTN WAD ZTMO 
11,29,AMRI APDM BDE BGN BNC BSK DDN DTC EDN EGH EGHM GZ HON LDL LTV MES NVP ODB RSW SN TL VDL VNDC VZ WADN WH YPB ZLW ZTM 
12,18,BNN BSKS CVM DA GDR GS HGLG KMR KRG LEDN NH RB RHN RSN SGL TPSW ZL ZVB 
13,26,ARN ASN BZL DL DVNK GDM HB HGL HGV HNO HVL KBD KPNZ KRD MDB MP RAT SOG SSH TBG VH VHP WDN WV WZ ZLSH 
14,27,AKM AMF BL BN BSD CL DRON ES ESK GN HDE HGLO HIL HR HRN KPN LW MRB NVD ODZ OMN SWK VK VS VSS VST VSV 
15,24,AMFS ATN BRN DEI DLD ESE FN FWD GERP GNN GVM GW HDB HDG HTNC HVS LDM LWC MG NKK NS SKND SWD ZH 
16,27,AKL ASD AVAT BDM BF BHV BP CO DRP DWE GBG GBR GK HD HLG HTN HVSM HVSP KW NDB PT SD SDA SK STZ WSM WW 
17,19,AMPO ASS BSMZ DLN EML EMNZ GR HLGH HLM IJT MTH ST STM UST UTLN WFM WP WS WWW 
18,19,ALMM APG ASDL BHDV BLL DMN DMNZ EMN HAD HGZ HN HWZB LP NSCH OVN PMR UHZ WK ZD 
19,17,ALM ASSP CAS DZ DZW GND HLMS HNK HNP KZ PMO SPTZ UHM WR ZB ZDK ZVT 
20,17,ALMB ALMO ALMP AMR ASDM HBZM HKS HLO KMW LEER LLS PMW RD SDT SPTN VDM ZZS 
21,7,AMRN BKG DRH EEM SDTB STV WM 
22,4,BKF DDRS HWD KMA 
23,5,DDR EKZ OBD SGN UTG 
24,6,ANA DDZD HK RTB RTD ZWD 
25,7,BRD BV DT DTCP HDRZ RTN SDM 
26,2,HDR RLB 
27,2,RTST RTZ 
