hopcount,size,stations
1,2,APN WD 
2,7,AMF BKL BSK GDG LDL UT VTN 
3,25,AC AH AMFS APD ASA ASB ASD BSKS DB DV DVD ED HT HVL KLP LEDN MAS NKK NS UTM UTO UTT UTVR UTZL ZL 
4,55,AHP AHZ AML APDM APDO ASDM ASDZ ASHD ASN AVAT BHV BNK BNN DL DMNZ DR DVC DVNK EDC EHV EST GV GVC HAD HD HDE HFD HGV HNO HOR HTO HVSP KPNZ LAA MP MRN NM O OST PT RAI RAT SHL SSH TB UTLN UTLR VG VH WADN WF WV ZLSH ZP ZV 
5,52,AHPR AKM AMRI ASDL ASS ASSP BL BMN BNC BTL DID DLD DT EML GN GP GVMW HIL HLM HM HMBV HON HR HRN HTN HVS KBK KPN LC LW NMGO NMH NML NVD NVP OMN OTB RS RVS SWK TBU TWL VB VD VNDW VST VZ WAD WH WT WTV WZ 
6,53,BET BLL BN BNZ DA DEI DMN DN DTCP DVN FN FWD GERP GNN GO GVM GW HDB HDG HLMS HMBH HMH HN HTNC HVSM HZE LWC MG MMLH MRB NDB NMD OT OVN OW PMR RL RM RSN RSW SKND STZ SWD TBR VEM VNDC VP WADT WC WL YPB ZD ZH 
7,42,AMPO BDM BF BP BSMZ CK CL CO DDN DRP DTCH DWE EC EHS GBG GD GK GZ HLG HNK HRT HWZB KW KZ LTN LTV MZ PMO RH RHN SDA SK SM SPTZ ST STD VHP WDN WP WSM ZDK ZVT 
8,30,ALMM BMR BR DLN DTC EMNZ GDM GLN HGLG HKS HLGH HRL IJT LLZM LUT MT MTH NWK PMW RTA RTD RV SD SPTN SRN STM UST WFM WS ZZS 
9,32,ALM APG BD BK BKG BRN BSD CPS DDR DRH EMN GDR HGL HGZ HRLW LG LP MTN MTR NSCH RSD RTB RTN SBK SDM TPSW UHZ VL VLB WK ZBM ZTMO 
10,35,ALMB ALMO ALMP BDE BGN BKF BV DDRS DDZD DZ DZW EDN EGH EGHM ES ESK ETN HGLO HNP LDM LLS MES ODZ RTZ SN TBG TG TL UHM VDL VRY WR ZB ZLW ZTM 
11,23,AKL BDPB CVM DRON EKZ ESE GS HK KMR KMW KRG KTR LEER NH RB RD RLB RTST SDTB SGL VDM VSV ZVB 
12,17,ARN ATN BRD BZL EEM GBR GR HB KBD KRD MDB ODB OP SDT SOG STV UTG 
13,11,BHDV CAS GND HBZM HMN KMA VK VS VSS WW ZWD 
14,5,AMR HLO WM WWW ZA 
15,1,AMRN 
16,1,HWD 
17,2,OBD SGN 
18,1,ANA 
19,1,HDRZ 
20,1,HDR 
