hopcount,size,stations
1,2,SGL SOG 
2,2,KMR MES 
3,2,MTN VDL 
4,2,HRLW MT 
5,3,BDE HRL MTR 
6,5,BK EDN HB LG STD 
7,6,EGH EGHM LUT NH RM SRN 
8,5,CVM EC SM SN WT 
9,5,EHV KRD MZ RV SBK 
10,8,BD EHS GLN HMBV HT HZE TB TG 
11,13,BDPB BET DDR ETN GP HTO O RSD RTD TBU UT VL ZBM 
12,29,AMF ASA ASB ASD BGN BR BTL DDRS DT DTCP DVD GD GDG GDM MAS ODB RS RTA RTB RTN SDM TBR UTLR UTM UTO UTZL WD ZLW ZWD 
13,39,AMFS ASDM ASDZ ASHD ASS BDG BHV BKL BRD BSD CL CPS DDZD DMNZ GS GV GZ HLM HOR HRT HVSP KRG LLZM NKK NS NWK OT OW RAI RB RSW SDTB SHL TPSW UTT VG VRY WADT ZVB 
14,33,AC APN ARN ASDL ASSP AVAT BLL BZL DLD DN GVC GVMW HAD HD HFD HN HTNC HVS HWZB KBD LAA LDM MDB OVN PMR PT RLB TL VLB VTN WAD ZD ZTMO 
15,30,AKL BMR BSK CAS DMN EML GVM HLMS HM HMBH HNK HTN HVSM KZ LDL NDB NVP PMO RTST RTZ SPTZ STZ VB VS VSS WADN YPB ZDK ZTM ZVT 
16,16,AMPO AMR BSKS BSMZ CK GR HKS HLO HMH LEDN PMW SPTN ST UTLN WP ZZS 
17,12,ALMM AMRN BHDV BKG DRH DVNK MMLH SD SSH UTVR VH WM 
18,10,ALM BKF BNK BRN GND HIL HWD KMA NMH VST 
19,12,ALMB ALMO ALMP DB EKZ HBZM LLS NM OBD SDT SGN UTG 
20,8,AH ANA EST HK MRN NMGO NML WC 
21,12,AHP AHZ BV DR ED HDRZ NMD OTB RVS VNDW ZA ZV 
22,11,AHPR BMN DID EDC HDR HMN KLP VNDC WF WTV ZP 
23,11,APD DV DVN LC LTN OP RHN VD VEM VP WL 
24,12,AML APDO BNZ DTCH DVC GO KBK KTR OST RH RL TWL 
25,9,AMRI APDM BNC DDN DTC HON LTV VZ WH 
26,6,BNN DA GDR HGLG RSN ZL 
27,15,ASN DL HGL HGV HNO HVL KPNZ MP RAT TBG VHP WDN WV WZ ZLSH 
28,19,AKM BL BN DRON ES ESK GN HDE HGLO HR HRN KPN LW MRB NVD ODZ OMN SWK VSV 
29,15,ATN DEI ESE FN FWD GERP GNN GW HDB HDG LWC MG SKND SWD ZH 
30,15,BDM BF BP CO DRP DWE GBG GBR GK HLG KW SDA SK WSM WW 
31,10,DLN EMNZ HLGH IJT MTH STM UST WFM WS WWW 
32,7,APG EMN HGZ LP NSCH UHZ WK 
33,6,DZ DZW HNP UHM WR ZB 
34,4,KMW LEER RD VDM 
35,2,EEM STV 
