hopcount,size,stations
1,11,ALM ASA ASB ASDM ASDZ ASS HLM HVS LEDN SHL UT 
2,37,AC ALMB ALMO ALMP AMF ASDL ASHD ASSP BLL BRN DB DVD DVNK GD GDG GV GVC HAD HFD HN HT HVSP HWZB KLP LAA LDL LLS MAS OVN PMR RTD UTLR UTM UTO UTVR WD ZD 
3,49,AMFS APD APN BDG BHV BKL BNK CAS DDR DMN DMNZ DRON DT DV EHV GVMW HGV HIL HLMS HNK HOR HTO HVL KZ MRN NKK NS NVP NWK O PMO RAI RSD RTA RTB SD SPTZ TB UTLN UTT UTZL VB VG VST WV ZDK ZL ZTM ZVT 
4,57,AML AMR APDM APDO ASN AVAT BD BGN BL BNN BSK BTL CPS DDRS DDZD DL DTCP DVC GP GVM HD HDE HKS HLO HM HMBV HNO HR HTN KPNZ LW MP OST PMW PT RAT RS RSW RTN RTZ RVS SDM SPTN SSH ST TBU VH VNDW VTN WP WT YPB ZLSH ZLW ZP ZTMO ZZS 
5,56,AKM AMPO AMRI AMRN BDPB BET BKG BMN BNC BSKS DEI DN DRH EML ETN FN FWD GN GS GW HDG HMBH HMH HON HRN HTNC HZE KBK KPN KRG LC LLZM LWC MG NDB NVD OMN OT OW RB RLB RM RTST SKND STZ SWK TBR TWL VD VNDC VZ WC WH WM WZ ZVB 
6,40,ALMM ARN BKF BN BNZ BP BRD BSMZ BZL CL DA DLD DRP DWE EC EHS GERP GNN GO GZ HDB HLG HRT HWD KBD KMA MDB MRB MZ ODB RHN RL RSN SK SM STD SWD VEM WADN ZH 
7,32,BDM BF BR CO DDN EKZ GBG GDM GK GLN HLGH HRL HVSM IJT KW LTN LTV LUT MT OBD RV SDA SGN SRN UTG VHP VS VSS WAD WDN WSM ZWD 
8,24,ANA BK BSD DLN EDC EMNZ HGLG HK HRLW LG MTH MTN MTR SBK STM TPSW UST VL WADT WFM WK WS WWW ZBM 
9,22,APG BDE BV ED EDN EGH EGHM EMN HDRZ HGL HGZ HNP LDM LP MES NSCH SN TG TL UHZ VDL WW 
10,19,AH AKL CVM DZ DZW ES ESK HDR HGLO KMR KMW KTR NH ODZ SGL UHM WF WR ZB 
11,17,AHP AHZ DR ESE EST GR HB KRD LEER NM OP OTB RD SOG STV VDM ZV 
12,11,AHPR BHDV DID EEM GBR HMN NMGO NMH NML VK WTV 
13,7,DVN GND MMLH NMD VP WL ZA 
14,5,CK DTCH HBZM RH SDT 
15,3,BMR DTC SDTB 
16,2,GDR VLB 
17,2,TBG VRY 
18,1,VSV 
19,1,ATN 
