hopcount,size,stations
1,2,GD ZTMO 
2,8,GDG NWK RTA RTD UT WADT YPB ZTM 
3,22,AH AMF ASB BD CPS DB DDR ED GVC HT KLP MAS RSD RTB RTN UTM UTO UTVR UTZL VB WAD WD 
4,41,AHP AHZ AMFS APD ASHD BGN BHV BKL BNK DDRS DDZD DR DV EDC EHV EST ETN GV GZ HOR HTO HVL HVSP LAA LEDN MRN NKK NM NS O RTZ SHL TB UTLN VG VTN WADN WF ZL ZLW ZV 
5,63,AC AHPR AML APDM APDO ASD ASDL ASDZ ASN ASS AVAT BDPB BMN BNN BSKS BTL DID DL DLD DT DVC GP GS GVM GVMW HAD HD HDE HFD HGV HM HMBV HNO HTN HVS KPNZ KRG LDL MP NMGO NMH NML OST OTB PT RAT RB RLB RS RTST RVS SDTB SSH TBR UTT VH VNDW WT WTV WV ZLSH ZP ZVB 
6,62,AKM AMRI ARN BET BL BNC BRD BSK BZL DN DTCP DVD DVN EML GN HIL HLM HMBH HMH HN HON HR HRN HTNC HVSM HZE KBD KBK KPN LC LW MDB MMLH NDB NMD NVD NVP ODB OMN OT OW PMR RAI RM RSW SDM SDT STZ SWK TBU TWL UTLR VD VNDC VP VST VZ WC WH WL WZ ZD 
7,52,AMPO APN ASA BLL BN BNZ BSMZ CK CL DA DEI DMNZ DTCH DVNK EC EHS FN FWD GERP GND GNN GO GW HBZM HDB HDG HLMS HNK HRT KZ LWC MG MRB MZ OVN PMO RH RHN RL RSN SKND SM ST STD SWD VEM VS VSS WP ZDK ZH ZWD 
8,39,ALMM ASDM BDG BDM BF BHDV BMR BP BR CO DDN DRP DTC DWE GBG GDM GK GLN HKS HLG HRL HWZB KW LTN LTV LUT MT PMW RV SD SDA SK SPTZ SRN VHP WDN WSM ZVT ZZS 
9,28,ALM ASSP BK BKG BRN BSD DLN EMNZ GDR GR HGLG HLGH HRLW IJT LG MTH MTN MTR SBK SPTN STM TPSW UST VL VLB WFM WS ZBM 
10,28,AKL ALMB ALMO ALMP APG BDE BKF DMN DRH EDN EGH EGHM EMN HGL HGZ LDM LLS LP MES NSCH SN TBG TG TL UHZ VDL VRY WK 
11,19,BV CVM DRON DZ DZW EKZ ES ESK HGLO HNP KMR KTR NH ODZ SGL UHM VSV WR ZB 
12,11,ATN ESE HB HK KMW KRD LEER OP RD SOG VDM 
13,7,EEM GBR HMN STV UTG VK WW 
14,4,CAS KMA WWW ZA 
15,3,AMR HLO WM 
16,1,AMRN 
17,1,HWD 
18,2,OBD SGN 
19,1,ANA 
20,1,HDRZ 
21,1,HDR 
