hopcount,size,stations
1,2,LTV WW 
2,2,ATN RL 
3,2,VD VSV 
4,2,TBG ZP 
5,7,APD BMN DR DV GDR LC VEM 
6,10,AMF AML APDO DTC DVC GO KBK OST RH TWL 
7,13,AMFS AMRI APDM BRN DDN DLD DTCH HON HVS NKK VP VZ WH 
8,15,ASD AVAT BHV DA DVD HGLG HVSM HVSP NDB PT RSN SD STZ WL ZL 
9,30,AMPO ASA ASB ASDZ ASN ASS BSMZ DID DL EML HD HGL HGV HLM HNO HOR KPNZ LLS MP NS RAI RAT ST UTO VHP WDN WP WV WZ ZLSH 
10,32,AKM ALMM ASDL ASHD BL BLL BN DMN DMNZ DRON ES ESK GN HAD HDE HGLO HN HR HRN HWZB KPN LW MRB NVD ODZ OMN OVN PMR SHL SWK ZD ZV 
11,28,AH ALM ASSP CAS DEI DVN ESE FN FWD GERP GNN GW HDB HDG HFD HIL HLMS HNK KZ LWC MG PMO SKND SPTZ SWD ZDK ZH ZVT 
12,33,AHZ ALMB ALMO ALMP AMR ASDM BDM BF BP CO DRP DWE ED EST GBG GBR GK HKS HLG HLO KW NM NVP OTB PMW SDA SK SPTN UT WC WSM WTV ZZS 
13,32,AHP AMRN BKG DB DLN DRH EDC EMNZ GD GDG HLGH IJT KLP MAS MTH NMGO NMH NML O RVS SSH STM UST UTLR UTM UTZL WD WF WFM WM WS ZA 
14,30,AHPR APG BDG BKF BKL BNK EMN GV GVC HGZ HMN HT HWD KMA LLZM LP LTN MMLH MRN NMD NSCH NWK OW RTA RTD UHZ UTT VB WADT WK 
15,32,AC APN BNZ CK CPS DT DTCP DZ DZW EHV EKZ GVMW HNP LAA OBD OP RS RTB RTN SDM SGN TB UHM UTG UTVR VG VNDW VTN WAD WR ZB ZTMO 
16,26,ANA BD BMR BNC BSK BTL GP HK HM HMBV HTO KMW KTR LDL LEER RD RSW RTZ TBU UTLN VDM VNDC WADN WT YPB ZTM 
17,21,BDPB BET BNN BSKS BV EEM ETN HDRZ HMBH HMH HTN HZE LEDN OT RHN RSD RTST STV TBR TL VLB 
18,13,BGN DVNK EHS GZ HDR HTNC HVL MZ ODB TPSW VH VRY ZLW 
19,7,BR GDM GS KRG RB VST ZVB 
20,10,ARN BSD BZL CL GVM HRT KBD MDB VL ZBM 
21,5,DN LDM TG VS VSS 
22,2,AKL RV 
23,2,GR SM 
24,2,BHDV RM 
25,3,EC GND STD 
26,7,GLN HBZM HRL LUT MT SDT SRN 
27,7,BK HRLW LG MTN MTR SBK SDTB 
28,8,BDE DDRS EDN EGH EGHM MES SN VDL 
29,5,CVM DDR KMR NH SGL 
30,5,DDZD HB KRD SOG ZWD 
31,2,BRD VK 
32,1,RLB 
