hopcount,size,stations
1,3,AML NVD RSN 
2,5,AMRI HGL HON RAT VZ 
3,10,BN DA DVC ES ESK HGLG HGLO HNO ODZ ZL 
4,15,ALMO ASN DDN DV ESE HD HGV KPNZ LLS MP NS VHP WV WZ ZLSH 
5,22,AKM ALM ALMB AMF APD BL DRON EML GBR GN GO HDE HR HRN KPN LW MRB NKK OST SWK TWL ZP 
6,32,ALMM ALMP AMFS APDM APDO BMN BRN DEI DLD DR FN FWD GERP GNN GW HDB HDG HVL HVS LC LWC MG OMN PT SKND SWD UT VD VEM WD WH ZH 
7,38,AH AMPO ASD AVAT BDG BDM BF BHV BNN BP CO DB DL DRP DVD DWE GBG GD GDG GK HLG HVSM HVSP KBK KW MAS NDB RH RL SD SDA SK STZ UTLR UTM UTVR UTZL WSM 
8,43,AHZ APN ASA ASB ASDZ ASS BKL BNC BNK BSMZ DLN ED EMNZ EST GV GVC HLGH HLM HOR IJT LLZM LTV MRN MTH NM NWK OTB RAI RTA RTD ST STM UST UTLN UTO UTT VB VP WADT WC WFM WP WS 
9,46,AC AHPR APG ASDL ASHD BLL BSK CPS DMN DMNZ DT DTCP EDC EMN GVMW HAD HGZ HN HTN HWZB KLP LAA LDL LP NMGO NMH NML NSCH O OVN PMR RTB RTN RVS SDM SHL UHZ VNDW VTN WAD WF WK WWW ZA ZD ZTMO 
10,34,AHP ASSP BSKS CAS DZ DZW HFD HIL HLMS HMN HNK HNP HT HTNC KZ LEDN LTN MMLH NMD OW PMO RSW RTZ SPTZ UHM VNDC WADN WR WW YPB ZB ZDK ZTM ZVT 
11,27,AMR ASDM ATN BNZ CK CL DVNK EHV HKS HLO KMW LEER NVP OP PMW RD RHN RLB RS RTST SPTN TB VDM VG VH WTV ZZS 
12,21,AMRN BD BKG BMR BRD BTL DRH DVN EEM GP HM HMBV HTO KTR SSH STV TBU VST VSV WM WT 
13,16,BDPB BET BKF ETN GVM HMBH HMH HWD HZE KMA OT RSD TBR TL VLB ZV 
14,13,BGN DID EHS EKZ GZ MZ OBD ODB SGN TPSW UTG VRY ZLW 
15,9,ANA BR GDM GS HK KRG RB WL ZVB 
16,11,ARN BSD BV BZL DTCH HDRZ HRT KBD MDB VL ZBM 
17,7,DN DTC HDR LDM TG VS VSS 
18,3,AKL GDR RV 
19,3,GR SM TBG 
20,2,BHDV RM 
21,3,EC GND STD 
22,7,GLN HBZM HRL LUT MT SDT SRN 
23,7,BK HRLW LG MTN MTR SBK SDTB 
24,8,BDE DDRS EDN EGH EGHM MES SN VDL 
25,5,CVM DDR KMR NH SGL 
26,5,DDZD HB KRD SOG ZWD 
27,1,VK 
