hopcount,size,stations
1,3,CAS HK KMA 
2,4,AMR BV HLO WM 
3,3,AMRN DRH ZZS 
4,3,HWD KZ SPTN 
5,4,OBD SGN SPTZ ZD 
6,5,ANA ASS BLL HN ZDK 
7,8,ASD ASDL HDRZ HLM HNK HWZB PMW SHL 
8,14,ALM ASA ASB ASDM ASDZ HAD HDR HFD HKS HLMS HVS OVN PMR UT 
9,26,AC ALMB ALMO ALMP AMF ASHD ASSP BKG BRN DB DVD HIL HT HVSP KLP LEDN LLS MAS NVP PMO UTLR UTM UTO UTVR WD ZVT 
10,35,AMFS APD BHV BKF BKL BNK DMN DMNZ DRON DV DVNK EHV GV GVC HGV HOR HTO HVL LAA LDL MRN NKK NS O RAI SD SSH TB UTLN UTT UTZL VG VH WV ZL 
11,41,AML APDM APDO APN ASN AVAT BL BNN BTL DL DT DVC EKZ GP GVMW HD HDE HM HMBV HNO HR HTN KPNZ LW MP OST PT RAT RS RVS ST TBU VB VNDW VST VTN WP WT ZLSH ZP ZTM 
12,51,AKM AMPO AMRI BDG BET BMN BNC BSK DEI DN DTCP EML FN FWD GN GVM GW HDG HMBH HMH HON HRN HTNC HZE KBK KPN LC LWC MG NDB NVD OMN OT OW RM RSW RTD SDM SKND STZ SWK TBR TWL VD VNDC VZ WC WH WZ YPB ZTMO 
13,37,ALMM BD BN BNZ BP BSKS BSMZ CL DA DDR DLD DRP DWE EC EHS GERP GNN GO GZ HDB HLG HRT LLZM MRB MZ RHN RL RSD RSN RTB RTN SK SM STD SWD VEM ZH 
14,31,BDM BF BGN BR CO DDN DDRS DDZD ETN GBG GDM GK GLN HLGH HRL HVSM IJT KW LTN LTV LUT MT RTZ RV SDA SRN VHP WADN WDN WSM ZLW 
15,30,BDPB BK BSD DLN EDC EMNZ GS HGLG HRLW KRG LG MTH MTN MTR RB RLB RTST SBK SDTB STM TPSW UST VL WAD WFM WK WS WWW ZBM ZVB 
16,28,APG ARN BDE BRD BZL ED EDN EGH EGHM EMN HGL HGZ HNP KBD LDM LP MDB MES NSCH ODB SDT SN TG TL UHZ VDL WADT WW 
17,24,AH AKL CVM DZ DZW ES ESK GD GND HBZM HGLO KMR KMW KTR NH ODZ SGL UHM VS VSS WF WR ZB ZWD 
18,20,AHP AHZ DR ESE EST GDG GR HB KRD LEER NM NWK OP OTB RD RTA SOG STV VDM ZV 
19,12,AHPR BHDV CPS DID EEM GBR HMN NMGO NMH NML VK WTV 
20,6,DVN MMLH NMD VP WL ZA 
21,3,CK DTCH RH 
22,2,BMR DTC 
23,2,GDR VLB 
24,2,TBG VRY 
25,1,VSV 
26,1,ATN 
