hopcount,size,stations
1,2,ZD ZZS 
2,4,ASS HN WM ZDK 
3,8,ASD ASDL HLM HNK HWZB KMA PMW SHL 
4,18,ALM ASA ASB ASDM ASDZ BLL GVC HAD HFD HKS HLMS HVS LEDN OVN PMR RTD UT UTG 
5,40,AC ALMB ALMO ALMP AMF ASHD ASSP BD BKG BRN CAS DB DDR DVD DVNK GD GDG GV HIL HK HT HVSP KLP LAA LDL LLS MAS NVP PMO RSD RTB RTN UTLR UTM UTO UTVR VB WD ZTM ZVT 
6,47,AMFS AMR APD APN BGN BHV BKF BKL BNK BV DDRS DDZD DMN DMNZ DRON DT DV EHV ETN GVMW HGV HLO HOR HTO HVL MRN NKK NS NWK O RAI RTA RTZ SD SSH TB UTLN UTT UTZL VG VH VST WV YPB ZL ZLW ZTMO 
7,53,AML AMRN APDM APDO ASN AVAT BDG BDPB BL BNN BSK BTL CPS DL DRH DTCP DVC EKZ GP GS GVM HD HDE HM HMBV HNO HR HTN KPNZ KRG LLZM LW MP OST PT RAT RB RLB RS RSW RTST RVS SDM SDTB ST TBU VNDW VTN WP WT ZLSH ZP ZVB 
8,51,AKM AMPO AMRI ARN BET BMN BNC BRD BSKS BZL DEI DN EML FN FWD GN GW HDG HMBH HMH HON HRN HTNC HWD HZE KBD KBK KPN LC LWC MDB MG NDB NVD ODB OMN OT OW RM SKND SPTN STZ SWK TBR TWL VD VNDC VZ WC WH WZ 
9,37,ALMM BN BNZ BP BSMZ CL DA DLD DRP DWE EC EHS GERP GNN GO GZ HDB HLG HRT MRB MZ OBD RHN RL RSN SGN SK SM SPTZ STD SWD VEM VS VSS WADN ZH ZWD 
10,26,ANA BDM BF BR CO DDN GBG GDM GK GLN HLGH HRL HVSM IJT KW LTN LTV LUT MT RV SDA SRN VHP WAD WDN WSM 
11,23,BK BSD DLN EDC EMNZ HDRZ HGLG HRLW LG MTH MTN MTR SBK STM TPSW UST VL WADT WFM WK WS WWW ZBM 
12,21,APG BDE ED EDN EGH EGHM EMN HDR HGL HGZ HNP LDM LP MES NSCH SN TG TL UHZ VDL WW 
13,18,AH AKL CVM DZ DZW ES ESK HGLO KMR KMW KTR NH ODZ SGL UHM WF WR ZB 
14,17,AHP AHZ DR ESE EST GR HB KRD LEER NM OP OTB RD SOG STV VDM ZV 
15,11,AHPR BHDV DID EEM GBR HMN NMGO NMH NML VK WTV 
16,7,DVN GND MMLH NMD VP WL ZA 
17,5,CK DTCH HBZM RH SDT 
18,2,BMR DTC 
19,2,GDR VLB 
20,2,TBG VRY 
21,1,VSV 
22,1,ATN 
