hopcount,size,stations
1,2,ASDM DMN 
2,4,AC ASA ASD WP 
3,7,AMPO ASB ASS DVD HLM NDB UT 
4,26,ALMM ASDL ASDZ ASHD BLL BSMZ DB DMNZ GD GDG HAD HN HT HVS HWZB KLP MAS OVN PMR RAI UTLR UTM UTO UTVR WD ZD 
5,31,ALM AMF BDG BHV BKL BNK BRN CAS EHV HIL HLMS HNK HTO HVSM HVSP KZ MRN NWK O PMO RTA SHL SPTZ TB UTLN UTT UTZL VG WADT ZDK ZVT 
6,38,ALMB ALMO ALMP AMFS AMR APD BD BTL CPS DV GP GVC HFD HKS HLO HM HMBV HOR HTN HVL LEDN LLS NKK NS PMW RS RTD RTN RVS SD SPTN TBU VH VNDW VTN WT ZL ZZS 
7,49,AML AMRN APDM APDO ASN AVAT BDPB BET BKG BNN DDR DL DN DRH DRON DVC DVNK ETN GV HD HDE HGV HMBH HMH HNO HTNC HZE LAA LDL MP NVP OST OT OW PT RAT RM RSD RTB ST TBR VB VNDC WC WM WV ZLSH ZP ZTM 
8,47,AKM AMRI APN BGN BKF BL BMN BNC CL DDZD DT EC EHS EML GN GVMW GZ HON HR HRN HRT HWD KBK KMA KPN KPNZ LC LW MZ NVD OMN RHN RTZ SM SSH STD STZ SWK TWL VD VST VZ WH WZ YPB ZLW ZTMO 
9,46,BN BNZ BR BSK DA DEI DLD DTCP EKZ FN FWD GDM GERP GLN GNN GO GS GVM GW HDB HDG HRL KRG LLZM LUT LWC MG MRB MT OBD RB RL RLB RSN RSW RTST RV SDM SGN SKND SRN SWD UTG VEM ZH ZVB 
10,37,ANA ARN BDM BF BK BP BRD BSD BSKS BZL CO DDN DRP DWE GBG GK HK HLG HRLW KBD KW LG LTN LTV MDB MTN MTR ODB SBK SDA SK TPSW VHP VL WDN WSM ZBM 
11,28,BDE BV DLN EDC EDN EGH EGHM EMNZ HDRZ HGLG HLGH IJT LDM MES MTH SN STM TG TL UST VDL VS VSS WADN WFM WS WWW ZWD 
12,18,AKL APG CVM ED EMN HDR HGL HGZ KMR KTR LP NH NSCH SGL UHZ WAD WK WW 
13,17,AH DZ DZW ES ESK GR HB HGLO HNP KRD ODZ OP SOG UHM WF WR ZB 
14,15,AHP AHZ BHDV DR ESE EST HMN KMW LEER NM OTB RD VDM VK ZV 
15,11,AHPR DID EEM GBR GND NMGO NMH NML STV WTV ZA 
16,7,DVN HBZM MMLH NMD SDT VP WL 
17,4,CK DTCH RH SDTB 
18,3,BMR DDRS DTC 
19,2,GDR VLB 
20,2,TBG VRY 
21,1,VSV 
22,1,ATN 
