hopcount,size,stations
1,4,CPS GD RTD RTN 
2,12,BD DDR DT DTCP GDG LLZM NWK RSD RTB SDM UT WADT 
3,29,AH AMF ASA ASB ASD BGN DB DDRS DDZD DVD ED EHV ETN GV GZ HT KLP MAS RSW RTZ TB UTM UTO UTVR UTZL WAD WD ZLW ZTMO 
4,52,AHP AHZ AMFS APD ASDM ASDZ ASHD ASS BDPB BHV BKL BNK DMNZ DR DV EDC EST GP GS GVC GVMW HM HMBV HOR HTO HVL HVSP KRG LAA MRN NKK NM NS O OT RAI RB RLB RTST SDTB TBR UTLN VG VTN WADN WF WT YPB ZL ZTM ZV ZVB 
5,57,AC AHPR AML APDM APDO ARN ASN ASSP AVAT BMN BNN BRD BSKS BTL BZL DID DL DLD DN DVC GVM HD HDE HGV HMBH HMH HN HNO HTN HVS HZE KBD KPNZ MDB MP NMGO NMH NML ODB OST OTB PMR PT RAT RM RS RVS SDT TBU UTT VB VNDW WTV WV ZD ZLSH ZP 
6,52,AKM AMRI BET BL BNC BSK DMN DVN EC EML GN GND HBZM HNK HON HR HRN HRT HTNC HVSM KBK KPN KZ LC LW MMLH MZ NDB NMD NVD OMN OW PMO SM STD STZ SWK TWL UTLR VD VNDC VP VS VSS VST VZ WC WH WL WZ ZDK ZWD 
7,44,AMPO APN BHDV BN BNZ BR BSMZ CK CL DA DEI DTCH DVNK EHS FN FWD GERP GLN GNN GO GW HDB HDG HKS HRL LUT LWC MG MRB MT PMW RH RHN RL RSN RV SKND SRN ST SWD VEM WP ZH ZZS 
8,35,ALMM BDG BDM BF BK BKG BMR BP CO DDN DRP DTC DWE GBG GDM GK GR HLG HRLW KW LDL LG LTN LTV MTN MTR SBK SD SDA SK VHP VL WDN WM WSM 
9,27,AKL ALM BDE BKF BRN DLN EDN EGH EGHM EMNZ GDR HGLG HLGH IJT LEDN MES MTH SN STM TG TPSW UST VDL VLB WFM WS ZBM 
10,26,ALMB ALMO ALMP APG CVM EKZ EMN HAD HFD HGL HGZ KMR LDM LLS LP NH NSCH SGL SHL SSH TBG TL UHZ VH VRY WK 
11,21,ASDL BSD DRON DZ DZW ES ESK HB HGLO HIL HLM HNP KRD KTR NVP ODZ SOG UHM VSV WR ZB 
12,11,ATN BLL ESE HLMS KMW LEER OP OVN RD VDM VK 
13,8,EEM GBR HMN HWZB SPTZ STV WW ZVT 
14,3,SPTN WWW ZA 
15,1,DRH 
16,1,BV 
17,1,HK 
18,1,UTG 
19,2,CAS KMA 
20,2,AMR HLO 
21,1,AMRN 
22,1,HWD 
23,2,OBD SGN 
24,1,ANA 
25,1,HDRZ 
26,1,HDR 
