hopcount,size,stations
1,2,RSD ZVB 
2,4,BD BGN ETN ZLW 
3,9,BDPB DDR DDZD EHV GS GZ KRG RB TB 
4,15,ARN BZL DDRS GP HM HMBV HT KBD MDB OT RTB RTD TBR WT ZWD 
5,21,BRD BTL DN DT DTCP GD HMBH HMH HTO HZE O RM RTA RTN SDM SDTB SHL TBU VS VSS ZBM 
6,23,ASB ASD ASDL ASDZ ASS BET CPS EC GDG GV HRT LLZM MZ NM RLB RS RSW RVS SDT SM STD VG WADT 
7,31,AH ASHD BR DVD EHS EST GLN GND GVC GVMW HBZM HN HRL LAA LEDN LUT MT NMH NML NWK OW PMR RAI RTST RTZ RV SRN WAD WC WD ZD 
8,32,AHP AHZ ASA BHDV BK BKL DMNZ DR GVM HAD HFD HNK HRLW KZ LDL LG MMLH MTN MTR NMD OTB PMO SBK SSH VB VH VL VTN WADN ZDK ZTM ZV 
9,30,AC AHPR ASDM BDE BMN BSKS CK DID EDN EGH EGHM GR HIL HKS HLM MES NMGO NVP PMW SN TG UTT VDL VST WF WTV YPB ZP ZTMO ZZS 
10,21,AKL ASSP BKG BLL BMR BSK CVM DV DVN DVNK HLMS KMR LC NH OVN SGL UTLR VD VEM VP WL 
11,19,AML APN BKF DMN DTCH DVC GO HB HWZB KBK KRD LDM OST RH RL SOG SPTZ VLB ZVT 
12,13,AMRI BDG BSD DDN DTC EKZ HON LTV SPTN VK VRY VZ WH 
13,6,DA DRH GDM GDR HGLG RSN 
14,7,BV CL HGL TBG TPSW VHP WDN 
15,10,BN ES ESK HGLO HK HTNC NVD ODZ TL VSV 
16,5,ATN ESE HTN KTR UTG 
17,6,CAS GBR KMA OP UTLN WW 
18,6,AMR HLO HMN UTVR WM WWW 
19,4,AMRN BNK UT ZA 
20,7,AMF DB HWD MAS UTM UTO UTZL 
21,14,AMFS APD BHV ED HOR HVL HVSP KLP MRN NKK NS OBD SGN ZL 
22,21,ANA APDM APDO ASN AVAT BNN DL DLD EDC HD HDE HGV HNO HVS KPNZ MP PT RAT VNDW WV ZLSH 
23,19,AKM BL BNC EML GN HDRZ HR HRN HVSM KPN LTN LW NDB OMN STZ SWK TWL VNDC WZ 
24,21,AMPO BNZ BSMZ DEI FN FWD GERP GNN GW HDB HDG HDR LWC MG MRB RHN SKND ST SWD WP ZH 
25,15,ALMM BDM BF BP CO DRP DWE GBG GK HLG KW SD SDA SK WSM 
26,11,ALM BRN DLN EMNZ HLGH IJT MTH STM UST WFM WS 
27,11,ALMB ALMO ALMP APG EMN HGZ LLS LP NSCH UHZ WK 
28,7,DRON DZ DZW HNP UHM WR ZB 
29,4,KMW LEER RD VDM 
30,2,EEM STV 
