hopcount,size,stations
1,5,AKM ASN HGV SWK ZL 
2,20,ALMO AMF AMFS APD BL DL GN GW HD HNO HR HRN KPNZ LLS NS RAT WH WV WZ ZLSH 
3,22,ALM ALMB APDM BRN DLD DRON EML GERP GNN HDE HVL HVS KPN LW NKK NVD OMN OST SWD UT WD ZH 
4,43,ALMM ALMP AML ASD ASDZ AVAT BDG BDM BF BHV BNN DB DEI DV DVD FN FWD GD GDG GK HDB HDG HT HVSM HVSP KBK KW LWC MAS MG MRB NDB PT SD SDA SKND STZ UTLR UTM UTVR UTZL WDN WSM 
5,50,AMPO AMRI APN ASA ASB ASS BKL BNC BNK BP BSMZ CO DRP DVC DWE EHV GBG GV GVC HGL HLG HLM HOR HTO LLZM MRN MTH NWK RAI RSN RTA RTD SHL SK ST STM TB TWL UST UTLN UTO UTT VB VG VHP WADT WFM WP WS ZP 
6,59,AC APDO APG ASDL ASHD BD BLL BMN BN BNZ BSK BTL CPS DA DLN DMN DMNZ DR DT DTCP EMNZ ES ESK GP GVMW HAD HFD HGLG HGLO HGZ HLGH HM HMBV HN HON HTN HWZB IJT LAA LC LDL LP NSCH ODZ OVN PMR RTB RTN SDM TBU UHZ VD VEM VNDW VTN WAD WT ZD ZTMO 
7,42,AH ASSP BDPB BET BSKS CAS DDN DZ DZW EMN ESE ETN HIL HLMS HMBH HMH HNK HTNC HZE KZ LEDN LTN NVP OT PMO RH RL RSW RTZ SPTZ TBR UHM VNDC VZ WADN WK WR YPB ZB ZDK ZTM ZVT 
8,31,AHZ AMR ASDM CL DVNK ED EHS EST GBR GO GZ HKS HLO HNP LEER LTV MZ NM OTB PMW RD RHN RLB RTST SPTN SSH VDM VH VP WC ZZS 
9,20,AHPR AMRN BKG BRD DRH EDC EEM GDM KLP KMW NMGO NMH NML O RVS VST WF WM WWW ZA 
10,14,AHP BKF BSD GVM HMN HWD KMA MMLH NMD OW STV WW ZBM ZWD 
11,10,ATN CK EKZ LDM OBD OP RS SGN UTG WTV 
12,7,AKL ANA BMR DVN HK KTR VSV 
13,6,BV GR HDRZ TL VLB ZV 
14,5,BHDV DID HDR TPSW VRY 
15,3,BR GND WL 
16,5,DTCH HBZM HRT SDT VL 
17,4,DN DTC SDTB TG 
18,3,DDRS GDR RV 
19,3,DDR SM TBG 
20,4,DDZD RM RSD ZLW 
21,4,BGN EC STD ZVB 
22,9,GLN GS HRL KRG LUT MT ODB RB SRN 
23,10,ARN BK BZL HRLW KBD LG MDB MTN MTR SBK 
24,9,BDE EDN EGH EGHM MES SN VDL VS VSS 
25,4,CVM KMR NH SGL 
26,3,HB KRD SOG 
27,1,VK 
