hopcount,size,stations
1,2,BTL TB 
2,4,BD BET TBU VG 
3,8,BDPB DDR EHS ETN HT RSD RTD TBR 
4,17,BGN DDRS DT DTCP EHV GZ HTO O ODB RTA RTB RTN SDM UT ZBM ZLW ZWD 
5,31,AMF ASA ASB ASD BRD CPS DDZD DVD GD GDG GDM GP GS GV HM HMBV KRG MAS NM RB RS RSW RVS SDTB UTLR UTM UTO UTZL WD WT ZVB 
6,46,AH AMFS ARN ASDM ASDZ ASHD ASS BDG BHV BKL BSD BZL CL DMNZ DN EST GVC GVMW HLM HMBH HMH HOR HVL HVSP HZE KBD LAA LEDN LLZM MDB NKK NMH NML NS NWK OW RAI RLB RM SDT SHL TPSW UTT WADT WC ZL 
7,58,AC AHP AHZ APN ASDL ASN ASSP AVAT BLL BNN DL DLD DR EC ED GND GVM HAD HBZM HD HDE HFD HGV HN HNO HRT HTNC HVS HWZB KPNZ LDL LDM MMLH MP MZ NMD OTB OVN PMR PT RAT RTST RTZ SM SSH STD TL VB VH VS VSS VTN WAD WV ZD ZLSH ZTM ZV 
8,50,AHPR AKL AKM BL BMN BNC BR BSK CAS CK DID DMN EDC EML GLN GN HIL HLMS HNK HR HRL HRN HTN HVSM KPN KTR KZ LUT LW MT NDB NMGO NVP OMN PMO RV SPTZ SRN STZ SWK VST WADN WF WTV WZ YPB ZDK ZP ZTMO ZVT 
9,46,AMPO AMR APD BK BMR BNZ BSKS BSMZ DEI DV DVN DVNK FN FWD GERP GNN GR GW HDG HKS HLO HRLW LC LG LTN LWC MG MTN MTR OP PMW SBK SKND SPTN ST SWD UTLN VD VEM VL VP VRY WL WP ZH ZZS 
10,39,ALMM AML AMRN APDO BDE BDM BF BHDV BKG BP DRH DRP DTCH DVC DWE EDN EGH EGHM GK GO HLG HMN KBK KW MES OST RH RL SD SDA SK SN TG TWL UTVR VDL VLB WM WSM 
11,26,ALM AMRI APDM BKF BNK BRN CVM DDN DTC HLGH HON HWD IJT KMA KMR LTV MTH NH SGL STM UST VZ WFM WH WS ZA 
12,22,ALMB ALMO ALMP APG DA DB EKZ GDR HB HGLG HGZ KRD LLS LP NSCH OBD RSN SGN SOG UHZ UTG WK 
13,16,ANA DRON DZ DZW HGL HK HNP KLP MRN TBG UHM VHP VK WDN WR ZB 
14,15,BN BV ES ESK HDRZ HGLO KMW LEER MRB NVD ODZ RD VDM VNDW VSV 
15,7,ATN EEM ESE HDB HDR STV VNDC 
16,5,CO GBG GBR RHN WW 
17,3,DLN EMNZ WWW 
18,1,EMN 
