hopcount,size,stations
1,2,EST HMN 
2,5,AH AHZ NM NML OP 
3,10,AHP DR ED KTR NMGO NMH O OTB WC ZV 
4,14,AHPR BMN DB DID EDC KLP MMLH NMD OW RVS TL WF WTV ZP 
5,13,APD CK DV DVN LC LTN MRN RS TPSW VD VEM VP WL 
6,14,AML APDO BMR BNZ DTCH DVC GDM GO KBK OST RH RL TWL VNDW 
7,14,AMRI APDM BNC BSD CL DDN DTC HON LTV VLB VNDC VZ WH ZBM 
8,11,BNN DA GDR HGLG HT HTNC LDM RHN RSN VRY ZL 
9,22,AKL ASN BR DL EHV HGL HGV HNO HTN HTO HVL KPNZ MP RAT TB TBG VG VHP WDN WV WZ ZLSH 
10,31,AKM AMF BD BL BN BTL DRON ES ESK GN GP GR HDE HGLO HM HMBV HR HRN HRT KPN LW MRB NVD ODZ OMN SWK TBU UTLN VL VSV WT 
11,31,AMFS ATN BDPB BET BHDV BRN DEI DN ESE ETN FN FWD GERP GNN GW HDB HDG HMBH HMH HZE LWC MG NKK NS OT SKND SWD TBR TG UTVR ZH 
12,25,AVAT BDM BF BNK BP CO DRP DWE EHS GBG GBR GK GND GZ HD HLG KW MZ PT RV SDA SK UT WSM WW 
13,26,ASA ASB ASD DLN DVD EML EMNZ GD GDG HBZM HLGH IJT MAS MTH SDT SM STM UST UTLR UTM UTO UTZL WD WFM WS WWW 
14,30,APG ASDM ASDZ ASHD ASS BDG BHV BKL DMNZ EMN GV GVC HGZ HLM HOR HVSP LLZM LP NSCH NWK RAI RM RTA SDTB SHL UHZ UTT VB WADT WK 
15,29,AC APN ASDL ASSP BLL CPS DDRS DLD DZ DZW EC GVMW HAD HFD HN HNP HVS HWZB LAA OVN PMR STD UHM VTN WAD WR ZB ZD ZTMO 
16,28,BSK CAS DDR DMN GLN HLMS HNK HRL HVSM KMW KZ LDL LEER LUT MT NDB NVP PMO RD SPTZ SRN STZ VDM WADN YPB ZDK ZTM ZVT 
17,26,AMPO AMR BK BSKS BSMZ DDZD EEM HKS HLO HRLW LEDN LG MTN MTR PMW RSD RTB RTD SBK SPTN ST STV WP ZLW ZWD ZZS 
18,23,ALMM AMRN BDE BGN BKG BRD DRH DT DTCP DVNK EDN EGH EGHM MES RTN SD SDM SN SSH VDL VH WM ZVB 
19,16,ALM BKF CVM GS HIL HWD KMA KMR KRG NH ODB RB RLB RSW SGL VST 
20,18,ALMB ALMO ALMP ARN BZL EKZ GVM HB KBD KRD LLS MDB OBD RTST RTZ SGN SOG UTG 
21,5,ANA HK VK VS VSS 
22,2,BV HDRZ 
23,1,HDR 
