hopcount,size,stations
1,2,CK VLB 
2,2,MMLH VRY 
3,2,BR NMH 
4,3,HRT NM VL 
5,8,AH DN EST NMGO NML O TG WC 
6,15,AHP AHZ DR ED HM HMBH HT NMD OTB OW RV RVS UT ZA ZV 
7,28,AHPR ASA ASB BMN DB DID DVD EDC EHV GD GDG HMH HMN KLP MAS RS SM TB UTLR UTM UTO UTZL VG WD WF WTV ZBM ZP 
8,35,APD ASDZ ASHD BD BDG BKL BNK BTL DV DVN EHS GP GV GVC HMBV HOR HTO LC LLZM LTN MRN NWK OP RAI RM RTA SHL TBU UTT VB VD VEM VP WADT WL 
9,33,AC AML APDO APN BDPB BET BNZ CPS DTCH DVC EC ETN GO GVMW HFD HZE KBK KTR LAA OST OT RH RL RSD STD TBR TWL UTVR VNDW VTN WAD WT ZTMO 
10,28,AMRI APDM BGN BNC BSK DDN DTC GLN GZ HON HRL LDL LTV LUT MT MZ NVP ODB RSW SRN TL VNDC VZ WADN WH YPB ZLW ZTM 
11,20,BK BNN BSKS DA GDR GS HGLG HRLW KRG LEDN LG MTN MTR RB RHN RSN SBK TPSW ZL ZVB 
12,30,ARN ASN BDE BZL DL DVNK EDN EGH EGHM GDM HGL HGV HNO HVL KBD KPNZ MDB MES MP RAT SN SSH TBG VDL VH VHP WDN WV WZ ZLSH 
13,30,AKM AMF BL BN BSD CL CVM DRON ES ESK GN HDE HGLO HIL HR HRN KMR KPN LW MRB NH NVD ODZ OMN SGL SWK VS VSS VST VSV 
14,27,AMFS ATN BRN DEI DLD ESE FN FWD GERP GNN GVM GW HB HDB HDG HTNC HVS KRD LDM LWC MG NKK NS SKND SOG SWD ZH 
15,28,AKL ASD AVAT BDM BF BHV BP CO DRP DWE GBG GBR GK HD HLG HTN HVSM HVSP KW NDB PT SD SDA SK STZ VK WSM WW 
16,19,AMPO ASS BSMZ DLN EML EMNZ GR HLGH HLM IJT MTH ST STM UST UTLN WFM WP WS WWW 
17,19,ALMM APG ASDL BHDV BLL DMN DMNZ EMN HAD HGZ HN HWZB LP NSCH OVN PMR UHZ WK ZD 
18,17,ALM ASSP CAS DZ DZW GND HLMS HNK HNP KZ PMO SPTZ UHM WR ZB ZDK ZVT 
19,17,ALMB ALMO ALMP AMR ASDM HBZM HKS HLO KMW LEER LLS PMW RD SDT SPTN VDM ZZS 
20,7,AMRN BKG DRH EEM SDTB STV WM 
21,4,BKF DDRS HWD KMA 
22,5,DDR EKZ OBD SGN UTG 
23,6,ANA DDZD HK RTB RTD ZWD 
24,7,BRD BV DT DTCP HDRZ RTN SDM 
25,2,HDR RLB 
26,2,RTST RTZ 
