hopcount,size,stations
1,2,APD KBK 
2,5,AMF APDO DV VEM ZL 
3,25,AMFS AML ASN BRN DL DLD DVC HGV HNO HVL HVS KPNZ LLS MP NKK NS OST RAT TWL UT WD WV WZ ZLSH ZP 
4,40,AKM AMRI ASD AVAT BDG BHV BL BMN BNN DB DR DRON DVD GD GDG GN HD HDE HON HR HRN HVSM HVSP KPN LC LW MAS NDB OMN PT SD STZ SWK UTLR UTM UTVR UTZL VD VZ WH 
5,47,AH AMPO APN ASA ASB ASDZ ASS BKL BN BNC BNK BSMZ DA DEI EML FN FWD GERP GNN GO GV GVC GW HDG HLM HOR LLZM LWC MG MRN NWK RAI RH RL RSN RTA RTD SKND ST SWD UTLN UTO UTT VB WADT WP ZH 
6,52,AC AHZ ALMM ASDL ASHD BDM BF BLL BNZ BP BSK CPS DDN DMN DMNZ DRP DT DTCP DWE ED EST GK GVMW HAD HLG HN HTN HWZB KW LAA LDL LTV NM OTB OVN PMR RTB RTN SDA SDM SHL SK VHP VNDW VP VTN WAD WC WDN WSM ZD ZTMO 
7,43,AHPR ALM ASSP BSKS CAS EDC HFD HGLG HIL HLGH HLMS HNK HTNC IJT KLP KZ LEDN LTN MRB MTH NMGO NMH NML NVD O PMO RSW RTZ RVS SPTZ STM UST VNDC WADN WF WFM WS WWW YPB ZA ZDK ZTM ZVT 
8,32,AHP ALMB ALMO ALMP AMR APG ASDM CL DVNK HDB HGL HGZ HKS HLO HMN HT LP MMLH NMD NSCH NVP OW PMW RHN RLB RTST SPTN UHZ VH WK WW ZZS 
9,28,AMRN ATN BKG BRD CK CO DRH DZ DZW EHV ES ESK GBG GDM HGLO HNP ODZ OP RS SSH TB UHM VG VST WM WR WTV ZB 
10,26,BD BKF BMR BSD BTL DLN DVN EMNZ ESE GP GVM HM HMBV HTO HWD KMA KMW KTR LEER RD TBU VDM VSV WT ZBM ZWD 
11,21,BDPB BET EEM EKZ EMN ETN GBR HMBH HMH HZE LDM OBD OT RSD SGN STV TBR TL UTG VLB ZV 
12,10,AKL ANA BGN DID EHS GZ HK MZ TPSW VRY 
13,8,BR BV GR GS HDRZ KRG RB WL 
14,9,ARN BHDV BZL DTCH HDR HRT KBD MDB VL 
15,6,DN DTC GND TG VS VSS 
16,4,GDR HBZM RV SDT 
17,3,SDTB SM TBG 
18,2,DDRS RM 
19,3,DDR EC STD 
20,7,DDZD GLN HRL LUT MT SRN ZLW 
21,7,BK HRLW LG MTN MTR SBK ZVB 
22,8,BDE EDN EGH EGHM MES ODB SN VDL 
23,4,CVM KMR NH SGL 
24,3,HB KRD SOG 
25,1,VK 
