hopcount,size,stations
1,2,ALM AMPO 
2,6,ALMB ALMO ALMP LLS NDB WP 
3,9,AC BSMZ DMN DMNZ DRON HGV HVS WV ZL 
4,18,AMF ASN ASSP BL BRN DL DVD HNO HR HVSM HVSP KPNZ LW MP RAT WH WZ ZLSH 
5,30,AKM AMFS APD ASA ASB ASDM ASDZ DEI DV FN FWD GN GW HDG HOR HRN HVL KPN LWC MG NKK NS NVD OMN OST RAI SD SKND SWK UTO 
6,29,AML APDM APDO ASD ASHD AVAT BHV BNN BP DRP DVC DWE GERP GNN HD HDB HDE HLG MAS MRB PT SHL SK ST SWD UT WDN ZH ZP 
7,39,AMRI ASS BDM BF BKL BMN BNC CO DB EML GBG GD GDG GK GVC HFD HGL HLGH HLM HON HT IJT KBK KLP KW LC LEDN RSN SDA STZ TWL UTLR UTM UTVR UTZL VD VHP WD WSM 
8,50,ASDL BDG BLL BN BNK BNZ DA DLD DLN DVNK EHV EMNZ ES ESK GO GV HAD HGLG HGLO HN HTO HWZB LAA LDL LLZM MRN MTH NVP NWK O ODZ OVN PMR RL RTA RTD STM TB UST UTLN UTT VB VEM VG WADT WFM WK WS ZD ZTM 
9,44,APG APN BD BTL CAS CPS DDN DT EMN ESE GP GVMW HGZ HIL HLMS HM HMBV HNK HNP HTN KZ LP LTN LTV NSCH PMO RS RTB RTN RVS SPTZ SSH TBU UHZ VNDW VST VTN VZ WAD WT YPB ZDK ZTMO ZVT 
10,36,AMR BDPB BET BSK DN DTCP DZ DZW EDC ETN GBR GVM HKS HLO HMBH HMH HTNC HZE KMW OT OW PMW RM RSW RTZ SDM SPTN TBR UHM VH VNDC WADN WR WWW ZB ZZS 
11,22,AMRN BKG BSKS CL DRH EC ED EHS GZ HRT LEER MZ RD RHN RLB RTST SM STD STV VDM WM WW 
12,13,AH BKF BRD EEM GDM GLN HRL HWD KMA LUT MT SRN WF 
13,22,AHP AHZ BK BSD DR EKZ EST HRLW LG MTN MTR NM OBD OTB SBK SGN TPSW UTG WC ZBM ZV ZWD 
14,17,AHPR ANA BDE DID EDN EGH EGHM HK LDM MES NMGO NMH NML SN TL VDL WTV 
15,13,AKL BV CVM DVN HDRZ KMR KTR MMLH NH NMD SGL VP WL 
16,9,CK DTCH GR HB HDR KRD OP RH SOG 
17,5,BHDV BMR DTC HMN VK 
18,4,GDR GND VLB ZA 
19,4,HBZM SDT TBG VRY 
20,3,BR SDTB VSV 
21,3,ATN DDRS VL 
22,2,DDR TG 
23,4,DDZD RSD RV ZLW 
24,2,BGN ZVB 
25,4,GS KRG ODB RB 
26,4,ARN BZL KBD MDB 
27,2,VS VSS 
