hopcount,size,stations
1,2,UT UTT 
2,16,AH AMF ASA ASB ASD DB DVD ED HT KLP MAS UTM UTO UTVR UTZL VTN 
3,36,AHP AHZ AMFS APD ASDM ASDZ ASHD ASS BHV BKL BNK DMNZ DR DV EDC EHV EST HLM HOR HTO HVL HVSP MRN NKK NM NS O RAI SHL TB UTLN VG WD WF ZL ZV 
4,54,AC AHPR AML APDM APDO ASDL ASN ASSP AVAT BD BDG BLL BMN BNN BTL DID DL DLD DVC GDG GP HAD HD HDE HFD HGV HM HMBV HN HNO HTN HVS HWZB KPNZ MP NMGO NMH NML OST OTB OVN PMR PT RAT RS RVS TBU VNDW WT WTV WV ZD ZLSH ZP 
5,54,AKM AMRI APN BET BL BNC CAS DMN DN DVN EML ETN GD GN HLMS HMBH HMH HNK HON HR HRN HTNC HVSM HZE KBK KPN KZ LC LW MMLH NDB NMD NVD NVP OMN OT OW PMO RM SPTZ STZ SWK TBR TWL VD VNDC VP VZ WC WH WL WZ ZDK ZVT 
6,53,AMPO AMR BN BNZ BSK BSMZ CK CL DA DEI DTCH EC EHS FN FWD GERP GNN GO GV GVC GW GZ HDB HDG HKS HLO HRT LDL LLZM LWC MG MRB MZ NWK PMW RH RHN RL RSN RTA RTD SKND SM SPTN ST STD SWD VB VEM WADT WP ZH ZZS 
7,48,ALMM AMRN BDM BF BKG BMR BP BR BSKS CO CPS DDN DDR DRH DRP DT DTC DTCP DWE GBG GDM GK GLN GVMW HLG HRL KW LAA LEDN LTN LTV LUT MT RSD RTB RTN RV SD SDA SDM SK SRN VHP WAD WDN WM WSM ZTMO 
8,38,ALM BGN BK BKF BRN BSD DDZD DLN DVNK EMNZ GDR HGLG HLGH HRLW HWD IJT KMA LG MTH MTN MTR RSW RTZ SBK SSH STM TPSW UST VH VL VLB WADN WFM WS YPB ZBM ZLW ZTM 
9,37,ALMB ALMO ALMP APG BDE BDPB EDN EGH EGHM EKZ EMN GS HGL HGZ HIL KRG LDM LLS LP MES NSCH OBD RB RLB RTST SGN SN TBG TG TL UHZ UTG VDL VRY VST WK ZVB 
10,27,AKL ANA ARN BRD BZL CVM DRON DZ DZW ES ESK GVM HGLO HK HNP KBD KMR KTR MDB NH ODB ODZ SGL UHM VSV WR ZB 
11,16,ATN BV ESE GR HB HDRZ KMW KRD LEER OP RD SOG VDM VS VSS ZWD 
12,8,BHDV EEM GBR HDR HMN STV VK WW 
13,3,GND WWW ZA 
14,2,HBZM SDT 
15,1,SDTB 
16,1,DDRS 
