hopcount,size,stations
1,2,DDR SDTB 
2,8,BD DDZD RSD RTB RTD SDT ZLW ZWD 
3,17,BDPB BGN BRD DT DTCP EHV ETN GD GND GZ HBZM RTA RTN SDM SHL TB ZVB 
4,22,ASD ASDL ASDZ ASS BHDV CPS GDG GP GS GV HM HMBV KRG LLZM ODB OT RB RLB RSW TBR WADT WT 
5,25,ARN BTL BZL DN GR GVC GVMW HMBH HMH HN HZE KBD LAA LEDN MDB NWK PMR RAI RM RTST RTZ TBU WAD WD ZD 
6,24,AKL BET BKL EC GVM HAD HFD HNK HRT KZ LDL MZ PMO SM SSH STD VB VH VS VSS VTN WADN ZDK ZTM 
7,21,AC BR BSKS EHS GLN HIL HKS HLM HRL LDM LUT MT NVP PMW RV SRN UTT VST YPB ZTMO ZZS 
8,14,BK BKG BLL BSD BSK DVNK HLMS HRLW LG MTN MTR OVN SBK VL 
9,14,APN BDE BKF EDN EGH EGHM GDM HWZB MES SN SPTZ TG VDL ZVT 
10,10,BDG CL CVM EKZ KMR NH SGL SPTN TPSW ZBM 
11,7,DRH HB HT HTNC KRD SOG TL 
12,7,BV HTN HTO KTR O VG VK 
13,5,HK OP RS RVS UTLN 
14,5,HMN OW UTG UTVR WC 
15,5,BNK CAS KMA UT ZA 
16,14,AMF AMR ASA ASB DB DVD EST HLO MAS UTLR UTM UTO UTZL WM 
17,20,AH AHZ AMFS AMRN APD ASDM ASHD BHV DMNZ ED HOR HVL HVSP KLP MRN NKK NM NML NS ZL 
18,28,AHP APDM APDO ASN ASSP AVAT BNN DL DLD DR EDC HD HDE HGV HNO HVS HWD KPNZ MP NMGO NMH OTB PT RAT VNDW WV ZLSH ZV 
19,29,AHPR AKM BL BMN BNC DID DMN EML GN HR HRN HVSM KPN LTN LW MMLH NDB NMD OBD OMN SGN STZ SWK TWL VNDC WF WTV WZ ZP 
20,29,AMPO ANA BNZ BSMZ CK DEI DV DVN FN FWD GERP GNN GW HDB HDG LC LWC MG MRB RHN SKND ST SWD VD VEM VP WL WP ZH 
21,26,ALMM AML BDM BF BMR BP CO DRP DTCH DVC DWE GBG GK GO HDRZ HLG KBK KW OST RH RL SD SDA SK VHP WSM 
22,20,ALM AMRI BRN DDN DLN DTC EMNZ HDR HLGH HON IJT LTV MTH STM UST VLB VZ WFM WH WS 
23,16,ALMB ALMO ALMP APG DA EMN GDR HGLG HGZ LLS LP NSCH RSN UHZ VRY WK 
24,10,DRON DZ DZW HGL HNP TBG UHM WDN WR ZB 
25,11,BN ES ESK HGLO KMW LEER NVD ODZ RD VDM VSV 
26,4,ATN EEM ESE STV 
27,2,GBR WW 
28,1,WWW 
