hopcount,size,stations
1,4,AMPO BSMZ HVS WP 
2,8,AC ALMM AMF BRN DMN DMNZ HVSM HVSP 
3,13,ALM AMFS APD ASSP DV DVD HOR HVL NKK NS SD UTO ZL 
4,31,ALMB ALMO ALMP AML APDM APDO ASA ASB ASDM ASDZ ASN AVAT BHV BNN DL DVC HD HDE HGV HNO LLS MP OST PT RAI RAT ST UT WV ZLSH ZP 
5,38,AKM AMRI ASD ASHD BL BMN BNC DB DRON EML GD GDG GN HON HR HRN HT KBK KLP KPN LC LW MAS NVD OMN SHL STZ SWK TWL UTLR UTM UTVR UTZL VD VZ WD WH WZ 
6,44,ASS BDG BKL BN BNK BNZ DA DEI DLD EHV FN FWD GERP GNN GO GVC GW HDB HDG HFD HLM HTO KPNZ LEDN LLZM LWC MG MRB MRN NWK O RL RSN RTA RTD SKND SWD TB UTLN UTT VEM VG WADT ZH 
7,51,APN ASDL BD BDM BF BLL BP BTL CO CPS DDN DRP DVNK DWE GBG GK GP GV HAD HLG HM HMBV HN HTN HWZB KW LAA LDL LTN LTV NVP OVN PMR RS RTB RTN RVS SDA SDM SK TBU VB VHP VNDW VTN WAD WDN WSM WT ZD ZTMO 
8,43,BDPB BET BSK CAS DLN DN DT EDC EMNZ ETN GVMW HGLG HIL HLGH HLMS HMBH HMH HNK HTNC HZE IJT KZ MTH OT OW PMO RM RTZ SPTZ SSH STM TBR UST VNDC VST WADN WFM WS WWW YPB ZDK ZTM ZVT 
9,32,AMR APG BSKS CL DTCP EC ED EHS EMN GVM GZ HGL HGZ HKS HLO HRT LP MZ NSCH PMW RHN RLB RSW RTST SM SPTN STD UHZ VH WK WW ZZS 
10,23,AH AMRN BKG BRD DRH DZ DZW ES ESK GDM GLN HGLO HNP HRL LUT MT ODZ SRN UHM WF WM WR ZB 
11,26,AHP AHZ BK BKF BSD DR ESE EST HRLW HWD KMA KMW LEER LG MTN MTR NM OTB RD SBK TPSW VDM WC ZBM ZV ZWD 
12,22,AHPR BDE DID EDN EEM EGH EGHM EKZ GBR LDM MES NMGO NMH NML OBD SGN SN STV TL UTG VDL WTV 
13,13,AKL ANA CVM DVN HK KMR KTR MMLH NH NMD SGL VP WL 
14,10,BV CK DTCH GR HB HDRZ KRD OP RH SOG 
15,6,BHDV BMR DTC HDR HMN VK 
16,4,GDR GND VLB ZA 
17,4,HBZM SDT TBG VRY 
18,3,BR SDTB VSV 
19,3,ATN DDRS VL 
20,2,DDR TG 
21,4,DDZD RSD RV ZLW 
22,2,BGN ZVB 
23,4,GS KRG ODB RB 
24,4,ARN BZL KBD MDB 
25,2,VS VSS 
