hopcount,size,stations
1,4,EML NKK NS ZL 
2,15,AMF ASN AVAT DL HDE HGV HNO KPNZ LLS MP PT RAT WH WV ZLSH 
3,21,AKM AMFS APD BL BRN DLD DRON GN HR HRN HVL HVS KPN LW NVD OMN OST SWK UT WD WZ 
4,38,AML APDM APDO ASD BDG BHV BNN DB DEI DV DVD FN FWD GD GDG GERP GNN GW HDB HDG HT HVSM HVSP LWC MAS MG MRB NDB SD SKND STZ SWD UTLR UTM UTVR UTZL WDN ZH 
5,53,AMPO AMRI APN ASA ASB ASDZ ASS BDM BF BKL BNC BNK BP BSMZ CO DRP DVC DWE EHV GBG GK GV GVC HGL HLG HLM HOR HTO KBK KW LLZM MRN NWK O RAI RSN RTA RTD SDA SK ST TB TWL UTLN UTO UTT VB VG VHP WADT WP WSM ZP 
6,59,AC ALMM ASDL ASHD BD BLL BMN BN BNZ BSK BTL CPS DA DLN DMN DMNZ DT DTCP EMNZ ES ESK GP GVMW HAD HGLG HGLO HLGH HM HMBV HN HON HTN HWZB IJT LAA LC LDL MTH ODZ OVN PMR RS RTB RTN SDM SHL STM TBU UST VD VEM VNDW VTN WAD WFM WS WT ZD ZTMO 
7,44,ALM APG ASSP BDPB BET BSKS CAS DDN DN EMN ESE ETN HFD HGZ HIL HLMS HMBH HMH HNK HTNC HZE KZ LEDN LP LTN NSCH OT OW PMO RL RM RSW RTZ SPTZ TBR UHZ VNDC VZ WADN WK YPB ZDK ZTM ZVT 
8,32,ALMB ALMO ALMP AMR ASDM CL DVNK DZ DZW EC EDC EHS GBR GO GZ HKS HLO HNP LTV MZ NVP PMW RHN RLB RTST SPTN STD UHM VH WR ZB ZZS 
9,19,AMRN BKG BRD DRH ED GDM GLN HRL KMW LEER LUT MT RD SRN SSH VDM VST WM WWW 
10,20,AH BK BKF BSD EEM GVM HRLW HWD KLP KMA LG MTN MTR SBK STV TPSW WF WW ZBM ZWD 
11,21,AHP AHZ BDE DR EDN EGH EGHM EKZ EST LDM MES NM OBD OTB SGN SN TL UTG VDL WC ZV 
12,16,AHPR AKL ANA CVM DID HK KMR KTR NH NMGO NMH NML RVS SGL WTV ZA 
13,13,BV DVN GR HB HDRZ HMN KRD MMLH NMD OP SOG VP WL 
14,6,BHDV CK DTCH HDR RH VK 
15,3,BMR DTC GND 
16,4,GDR HBZM SDT VLB 
17,3,SDTB TBG VRY 
18,3,BR DDRS VSV 
19,4,ATN DDR HRT VL 
20,4,DDZD RSD TG ZLW 
21,3,BGN RV ZVB 
22,5,GS KRG ODB RB SM 
23,4,ARN BZL KBD MDB 
24,2,VS VSS 
