hopcount,size,stations
1,4,BHV HOR HVSP UT 
2,19,AH ASA ASB ASD DB DLD DVD ED GD GDG HT HVS KLP MAS UTLR UTM UTVR UTZL WD 
3,39,AHP AHZ AMF ASDM ASDZ ASHD ASS BDG BKL BNK DMNZ DR EDC EHV EST GV GVC HLM HTO HVSM LLZM MRN NDB NM NWK O RAI RTA RTD SHL STZ TB UTLN UTT VB VG WADT WF ZV 
4,53,AC AHPR AMFS AMPO APD APN ASDL ASSP BD BLL BMN BSMZ BTL CPS DID DT DTCP DV GP GVMW HAD HFD HM HMBV HN HTN HVL HWZB LAA NKK NMGO NMH NML NS OTB OVN PMR RS RTB RTN RVS SDM ST TBU VNDW VTN WAD WP WT WTV ZD ZL ZTMO 
5,58,ALMM AML APDM APDO ASN AVAT BDPB BET BNN BSK CAS DL DMN DN DVC DVN ETN HD HDE HGV HLMS HMBH HMH HNK HNO HTNC HZE KPNZ KZ LDL MMLH MP NMD NVP OST OT OW PMO PT RAT RM RSW RTZ SD SPTZ TBR VNDC VP WADN WC WL WV YPB ZDK ZLSH ZP ZTM ZVT 
6,45,AKM ALM AMR AMRI BL BNC BRN BSKS CK CL DTCH EC EHS EML GN GZ HKS HLO HON HR HRN HRT KBK KPN LC LEDN LW MZ NVD OMN PMW RH RHN RLB RTST SM SPTN STD SWK TWL VD VZ WH WZ ZZS 
7,43,ALMB ALMO ALMP AMRN BKG BMR BN BNZ BR BRD DA DEI DRH DTC DVNK FN FWD GDM GERP GLN GNN GO GW HDB HDG HRL LLS LUT LWC MG MRB MT RL RSN RV SKND SRN SSH SWD VEM VH WM ZH 
8,37,BDM BF BK BKF BP BSD CO DDN DRON DRP DWE GBG GDR GK HIL HLG HRLW HWD KMA KW LG LTN LTV MTN MTR SBK SDA SK TPSW VHP VL VLB VST WDN WSM ZBM ZWD 
9,28,BDE DLN EDN EGH EGHM EKZ EMNZ GVM HGLG HLGH IJT LDM MES MTH OBD SGN SN STM TBG TG TL UST UTG VDL VRY WFM WS WWW 
10,18,AKL ANA APG CVM EMN HGL HGZ HK KMR KTR LP NH NSCH SGL UHZ VSV WK WW 
11,18,ATN BV DZ DZW ES ESK GR HB HDRZ HGLO HNP KRD ODZ OP SOG UHM WR ZB 
12,9,BHDV ESE HDR HMN KMW LEER RD VDM VK 
13,5,EEM GBR GND STV ZA 
14,2,HBZM SDT 
15,1,SDTB 
16,1,DDRS 
17,1,DDR 
18,3,DDZD RSD ZLW 
19,2,BGN ZVB 
20,4,GS KRG ODB RB 
21,4,ARN BZL KBD MDB 
22,2,VS VSS 
