hopcount,size,stations
1,3,HDB OMN VHP 
2,4,CO DA DL GBG 
3,4,DLN EMNZ VZ ZL 
4,17,ALMO AMF AMFS AML ASN EMN HD HGV HNO KPNZ LLS MP NS WH WV WZ ZLSH 
5,26,AKM ALM ALMB AMRI BL BRN DLD DRON DV EML GN HDE HGL HR HRN HVL HVS KPN LW NKK NVD OST SWK UT WD WDN 
6,46,ALMM ALMP APD ASD ASDZ AVAT BDG BHV BN BNN DB DEI DVD ES ESK FN FWD GD GDG GERP GNN GW HDG HGLG HGLO HVSM HVSP LWC MAS MG NDB ODZ PT RAT RSN SD SKND STZ SWD TWL UTLR UTM UTVR UTZL ZH ZP 
7,47,AMPO APDM APDO APN ASA ASB ASS BDM BF BKL BMN BNC BNK BP BSMZ DDN DR DRP DWE ESE GK GV GVC HLG HLM HON HOR KW LLZM MRN NWK RAI RTA RTD SDA SHL SK ST UTLN UTO UTT VB VD VEM WADT WP WSM 
8,43,AC AH ASDL ASHD BLL BNZ BSK CPS DMN DMNZ DT DTCP DVC GBR GO GVMW HAD HFD HLGH HN HTN HWZB IJT KBK LAA LDL MTH OVN PMR RH RL RTB RTN SDM STM UST VNDW VTN WAD WFM WS ZD ZTMO 
9,36,AHZ APG ASSP BSKS CAS ED EST HGZ HIL HLMS HNK HTNC KZ LC LEDN LP LTN LTV NM NSCH NVP OTB PMO RSW RTZ SPTZ UHZ VNDC VP WADN WC WK YPB ZDK ZTM ZVT 
10,31,AHPR AMR ASDM CL DVNK DZ DZW EDC HKS HLO HNP KLP NMGO NMH NML O PMW RHN RLB RTST RVS SPTN SSH UHM VH WF WR WWW ZA ZB ZZS 
11,18,AHP AMRN BKG BRD DRH GDM HMN HT KMW LEER MMLH NMD OW RD VDM VST WM WW 
12,17,ATN BKF BSD CK EEM EHV GVM HWD KMA OP RS STV TB VG WTV ZBM ZWD 
13,17,BD BMR BTL DVN EKZ GP HM HMBV HTO KTR LDM OBD SGN TBU UTG VSV WT 
14,15,AKL ANA BDPB BET ETN HK HMBH HMH HZE OT RSD TBR TL VLB ZV 
15,10,BGN BV DID EHS GR GZ HDRZ MZ TPSW VRY 
16,7,BHDV BR GS HDR KRG RB WL 
17,8,ARN BZL DTCH GND HRT KBD MDB VL 
18,7,DN DTC HBZM SDT TG VS VSS 
19,3,GDR RV SDTB 
20,3,DDRS SM TBG 
21,2,DDR RM 
22,4,DDZD EC STD ZLW 
23,6,GLN HRL LUT MT SRN ZVB 
24,7,BK HRLW LG MTN MTR ODB SBK 
25,7,BDE EDN EGH EGHM MES SN VDL 
26,4,CVM KMR NH SGL 
27,3,HB KRD SOG 
28,1,VK 
